t,L,V,Y,S,f_eff,L_eff,f_int
7.74,0.0,0.0,2.5e-323,2.550638941334e-311,5.3368194155153e-311,0.0,0.0
7.75,1.0609978977e-313,2.550638941334e-311,5.33681941549e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311
7.76,5.3516733860575e-311,0.0,0.0,1.379297264538e-312,2.550638941334e-311,5.358039373434e-311,0.0
7.7700000000000005,0.0,2.5e-323,2.550638941334e-311,5.3601613692213e-311,0.0,0.0,1.0609978977e-313
7.78,2.550638941334e-311,5.3601613691907e-311,0.0,0.0,2.121995833e-314,2.550638941334e-311,5.3750153397635e-311
7.79,0.0,0.0,1.400517222447e-312,2.550638941334e-311,5.38138132714e-311,0.0,0.0
7.8,2.5e-323,2.550638941334e-311,5.3835033229274e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311
7.8100000000000005,5.3835033228913e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311,5.4089672724254e-311,0.0
7.82,0.0,1.527836969905e-312,2.550638941334e-311,5.417455255594e-311,0.0,0.0,2.5e-323
7.83,2.550638941334e-311,5.41957725138e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311,5.4407972092973e-311
7.84,0.0,0.0,1.16709768544e-312,2.550638941334e-311,5.449285192466e-311,0.0,0.0
7.8500000000000005,2.5e-323,2.550638941334e-311,5.451407188252e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311
7.86,5.4514071882447e-311,0.0,0.0,4.243991624e-314,2.550638941334e-311,5.472627146169e-311,0.0
7.87,0.0,1.18831764335e-312,2.550638941334e-311,5.481115129338e-311,0.0,0.0,2.5e-323
7.88,2.550638941334e-311,5.483237125124e-311,0.0,0.0,1.0609978977e-313,2.550638941334e-311,5.483237125109e-311
7.890000000000001,0.0,0.0,2.3341953723e-313,2.550638941334e-311,5.485359120857e-311,0.0,0.0
7.9,2.2e-322,2.550638941334e-311,5.485359119712e-311,0.0,0.0,2.3341953723e-313,2.550638941334e-311
7.91,5.487481115446e-311,0.0,0.0,8.487983206e-314,2.550638941334e-311,2.75859452845e-313,0.0
7.92,0.0,1.549056927815e-312,2.550638941334e-311,3.39519326624e-313,0.0,0.0,1.93e-322
7.930000000000001,2.550638941334e-311,3.60739284484e-313,0.0,0.0,4.243991624e-314,2.5527609371256e-311,6.36598737393e-313
7.94,0.0,0.0,1.570276885724e-312,2.5527609371256e-311,7.2147856908e-313,0.0,0.0
7.95,2.5e-323,2.5527609371256e-311,7.4269852694e-313,0.0,0.0,8.487983206e-314,2.5527609371256e-311
7.96,9.5489810611e-313,0.0,0.0,8.06358400977e-313,2.5527609371256e-311,1.01855797989e-312,0.0
7.97,0.0,2.5e-323,2.5527609371256e-311,1.03977793775e-312,0.0,0.0,1.0609978977e-313
7.98,2.5527609371256e-311,1.039777937677e-312,0.0,0.0,8.487983206e-314,2.5527609371256e-311,1.251977516917e-312
7.99,0.0,0.0,6.7903865352e-313,2.5527609371256e-311,1.294417432785e-312,0.0,0.0
8.0,2.5e-323,2.5527609371256e-311,1.315637390646e-312,0.0,0.0,1.0609978977e-313,2.5527609371256e-311
8.01,1.3156373905e-312,0.0,0.0,8.487983206e-314,2.5527609371256e-311,1.570276885635e-312,0.0
8.02,0.0,7.0025861143e-313,2.5527609371256e-311,1.633936759414e-312,0.0,0.0,2.5e-323
8.03,2.5527609371256e-311,1.655156717274e-312,0.0,0.0,8.487983206e-314,2.5527609371256e-311,1.86735629644e-312
8.040000000000001,0.0,0.0,7.85138443067e-313,2.5527609371256e-311,1.93101617022e-312,0.0,0.0
8.05,2.5e-323,2.5527609371256e-311,1.95223612808e-312,0.0,0.0,1.0609978977e-313,2.5527609371256e-311
8.06,1.95223612801e-312,0.0,0.0,2.3341953723e-313,2.5527609371256e-311,1.973456085697e-312,0.0
8.07,0.0,8.487983206e-314,2.5527609371256e-311,2.75859452845e-313,0.0,0.0,1.591496843634e-312
8.08,2.5527609371256e-311,3.39519326624e-313,0.0,0.0,1.93e-322,2.5527609371256e-311,3.60739284484e-313
8.09,0.0,0.0,4.243991624e-314,2.554882932917e-311,6.36598737393e-313,0.0,0.0
8.1,1.612716801544e-312,2.554882932917e-311,7.0025861117e-313,0.0,0.0,2.5e-323,2.554882932917e-311
8.11,7.2147856903e-313,0.0,0.0,4.243991624e-314,2.554882932917e-311,9.336781482e-313,0.0
8.120000000000001,0.0,1.633936759453e-312,2.554882932917e-311,1.018557979886e-312,0.0,0.0,2.5e-323
8.13,2.554882932917e-311,1.039777937746e-312,0.0,0.0,1.0609978977e-313,2.554882932917e-311,1.039777937677e-312
8.14,0.0,0.0,4.243991624e-314,2.554882932917e-311,1.251977516917e-312,0.0,0.0
8.15,1.655156717363e-312,2.554882932917e-311,1.336857348605e-312,0.0,0.0,2.5e-323,2.554882932917e-311
8.16,1.358077306465e-312,0.0,0.0,1.0609978977e-313,2.554882932917e-311,1.35807730632e-312,0.0
8.17,0.0,8.487983206e-314,2.554882932917e-311,1.612716801465e-312,0.0,0.0,1.591496843634e-312
8.18,2.554882932917e-311,1.676376675243e-312,0.0,0.0,2.5e-323,2.554882932917e-311,1.697596633103e-312
8.19,0.0,0.0,4.243991624e-314,2.554882932917e-311,1.90979621227e-312,0.0,0.0
8.2,1.676376675273e-312,2.554882932917e-311,1.994676043957e-312,0.0,0.0,2.5e-323,2.554882932917e-311
8.21,2.015896001817e-312,0.0,0.0,1.0609978977e-313,2.554882932917e-311,2.01589600175e-312,0.0
8.22,0.0,4.243991624e-314,2.554882932917e-311,2.22809558099e-312,0.0,0.0,1.69759663318e-312
8.23,2.554882932917e-311,2.312975412676e-312,0.0,0.0,2.5e-323,2.554882932917e-311,2.334195370536e-312
8.24,0.0,0.0,1.0609978977e-313,2.554882932917e-311,2.334195370393e-312,0.0,0.0
8.25,2.3341953723e-313,2.554882932917e-311,2.35541532807e-312,0.0,0.0,8.487983206e-314,2.554882932917e-311
8.26,2.75859452845e-313,0.0,0.0,1.71881659109e-312,2.554882932917e-311,3.39519326624e-313,0.0
8.27,0.0,1.93e-322,2.554882932917e-311,3.60739284484e-313,0.0,0.0,5.3049894815e-313
8.28,2.5570049287085e-311,5.7293886366e-313,0.0,0.0,2.121995833e-314,2.5570049287085e-311,7.21478569067e-313
8.290000000000001,0.0,0.0,5.5171890606e-313,2.5570049287085e-311,7.6391848492e-313,0.0,0.0
8.3,2.5e-323,2.5570049287085e-311,7.85138442795e-313,0.0,0.0,4.243991624e-314,2.5570049287085e-311
8.31,9.9733802194e-313,0.0,0.0,1.740036549e-312,2.5570049287085e-311,1.08221785363e-312,0.0
8.32,0.0,2.5e-323,2.5570049287085e-311,1.10343781149e-312,0.0,0.0,2.3341953723e-313
8.33,2.5570049287085e-311,1.10343781144e-312,0.0,0.0,2.2e-322,2.5570049287085e-311,1.1034378114e-312
8.34,0.0,0.0,2.121995833e-314,2.5570049287085e-311,1.25197751693e-312,0.0,0.0
8.35,5.9415882188e-313,2.5570049287085e-311,1.294417432785e-312,0.0,0.0,2.5e-323,2.5570049287085e-311
8.36,1.31563739066e-312,0.0,0.0,4.243991624e-314,2.5570049287085e-311,1.527836969806e-312,0.0
8.370000000000001,0.0,1.76125650691e-312,2.5570049287085e-311,1.612716801494e-312,0.0,0.0,2.5e-323
8.38,2.5570049287085e-311,1.633936759355e-312,0.0,0.0,2.3341953723e-313,2.5570049287085e-311,1.633936759305e-312
8.39,0.0,0.0,2.2e-322,2.5570049287085e-311,1.63393675914e-312,0.0,0.0
8.4,2.121995833e-314,2.5570049287085e-311,1.782476464796e-312,0.0,0.0,6.365987377e-313,2.5570049287085e-311
8.41,1.82491638065e-312,0.0,0.0,2.5e-323,2.5570049287085e-311,1.846136338525e-312,0.0
8.42,0.0,4.243991624e-314,2.5570049287085e-311,2.05833591767e-312,0.0,0.0,1.78247646482e-312
8.43,2.5570049287085e-311,2.14321574936e-312,0.0,0.0,2.5e-323,2.5570049287085e-311,2.16443570722e-312
8.44,0.0,0.0,2.3341953723e-313,2.5570049287085e-311,2.16443570717e-312,0.0,0.0
8.45,2.2e-322,2.5570049287085e-311,2.164435706883e-312,0.0,0.0,8.487983206e-314,2.5570049287085e-311
8.46,2.75859452845e-313,0.0,0.0,1.379297264538e-312,2.5570049287085e-311,3.39519326624e-313,0.0
8.47,0.0,1.93e-322,2.5570049287085e-311,3.60739284484e-313,0.0,0.0,2.121995833e-314
8.48,2.5591269245e-311,5.72938863664e-313,0.0,0.0,6.365987414e-314,2.5591269245e-311,6.3659873743e-313
8.49,0.0,0.0,2.5e-323,2.5591269245e-311,6.57818695303e-313,0.0,0.0
8.5,5.3049894815e-313,2.5591269245e-311,8.4879831655e-313,0.0,0.0,2.121995833e-314,2.5591269245e-311
8.51,9.97338021956e-313,0.0,0.0,5.5171890606e-313,2.5591269245e-311,1.03977793781e-312,0.0
8.52,0.0,2.5e-323,2.5591269245e-311,1.060997895685e-312,0.0,0.0,4.243991624e-314
8.53,2.5591269245e-311,1.27319747483e-312,0.0,0.0,1.740036549e-312,2.5591269245e-311,1.35807730652e-312
8.540000000000001,0.0,0.0,2.5e-323,2.5591269245e-311,1.37929726438e-312,0.0,0.0
8.55,2.3341953723e-313,2.5591269245e-311,1.37929726433e-312,0.0,0.0,2.2e-322,2.5591269245e-311
8.56,1.37929726429e-312,0.0,0.0,1.0609978977e-313,2.5591269245e-311,1.40051722214e-312,0.0
8.57,0.0,8.487983206e-314,2.5591269245e-311,1.63393675938e-312,0.0,0.0,1.379297264538e-312
8.58,2.5591269245e-311,1.69759663316e-312,0.0,0.0,2.5e-323,2.5591269245e-311,1.71881659102e-312
8.59,0.0,0.0,2.3341953723e-313,2.5591269245e-311,1.71881659078e-312,0.0,0.0
8.6,8.487983206e-314,2.5591269245e-311,2.75859452845e-313,0.0,0.0,1.12465776962e-312,2.5591269245e-311
8.61,3.39519326624e-313,0.0,0.0,1.93e-322,2.5591269245e-311,3.60739284484e-313,0.0
8.620000000000001,0.0,5.3049894815e-313,2.5612489202914e-311,5.7293886366e-313,0.0,0.0,8.487983206e-314
8.63,2.5612489202914e-311,7.85138442795e-313,0.0,0.0,1.12465776962e-312,2.5612489202914e-311,8.48798316574e-313
8.64,0.0,0.0,2.5e-323,2.5612489202914e-311,8.70018274434e-313,0.0,0.0
8.65,4.243991624e-314,2.5612489202914e-311,1.0822178536e-312,0.0,0.0,1.80369642273e-312,2.5612489202914e-311
8.66,1.16709768529e-312,0.0,0.0,2.5e-323,2.5612489202914e-311,1.18831764315e-312,0.0
8.67,0.0,2.3341953723e-313,2.5612489202914e-311,1.18831764308e-312,0.0,0.0,2.2e-322
8.68,2.5612489202914e-311,1.18831764304e-312,0.0,0.0,8.487983206e-314,2.5612489202914e-311,2.75859452845e-313
8.69,0.0,0.0,1.82491638064e-312,2.5612489202914e-311,3.39519326624e-313,0.0,0.0
8.700000000000001,1.93e-322,2.5612489202914e-311,3.60739284484e-313,0.0,0.0,8.487983209e-314,2.563370916083e-311
8.71,7.63918484846e-313,0.0,0.0,1.7e-322,2.563370916083e-311,7.63918484846e-313,0.0
8.72,0.0,1.27319747908e-313,2.563370916083e-311,9.5489810612e-313,0.0,0.0,1.7e-322
8.73,2.563370916083e-311,9.5489810612e-313,0.0,0.0,2.121995833e-314,2.563370916083e-311,1.10343781153e-312
8.74,0.0,0.0,1.400517222447e-312,2.563370916083e-311,1.167097685293e-312,0.0,0.0
8.75,2.5e-323,2.563370916083e-311,1.18831764317e-312,0.0,0.0,4.243991624e-314,2.563370916083e-311
8.76,1.44295713815e-312,0.0,0.0,1.84613633855e-312,2.563370916083e-311,1.527836969836e-312,0.0
8.77,0.0,2.5e-323,2.563370916083e-311,1.549056927696e-312,0.0,0.0,4.243991608e-314
8.78,2.563370916083e-311,1.5702768855e-312,0.0,0.0,1.27319747908e-313,2.563370916083e-311,1.78247646479e-312
8.790000000000001,0.0,0.0,1.7e-322,2.563370916083e-311,1.78247646479e-312,0.0,0.0
8.8,2.121995833e-314,2.563370916083e-311,1.9310161702e-312,0.0,0.0,1.86735629646e-312,2.563370916083e-311
8.81,1.97345608605e-312,0.0,0.0,2.5e-323,2.563370916083e-311,1.994676043927e-312,0.0
8.82,0.0,4.243991624e-314,2.563370916083e-311,2.2493155389e-312,0.0,0.0,1.84613633855e-312
8.83,2.563370916083e-311,2.33419537059e-312,0.0,0.0,2.5e-323,2.563370916083e-311,2.35541532845e-312
8.84,0.0,0.0,4.243991608e-314,2.563370916083e-311,2.37663528626e-312,0.0,0.0
8.85,2.121995813e-314,2.563370916083e-311,2.37663528607e-312,0.0,0.0,4.243991624e-314,2.563370916083e-311
8.86,2.673714697194e-312,0.0,0.0,1.612716801544e-312,2.563370916083e-311,2.737374570973e-312,0.0
8.870000000000001,0.0,2.5e-323,2.563370916083e-311,2.758594528833e-312,0.0,0.0,8.487983206e-314
8.88,2.563370916083e-311,2.970794108e-312,0.0,0.0,1.71881659109e-312,2.563370916083e-311,3.034453981777e-312
8.89,0.0,0.0,2.5e-323,2.563370916083e-311,3.055673939637e-312,0.0,0.0
8.9,1.0609978977e-313,2.563370916083e-311,3.05567393957e-312,0.0,0.0,8.487983206e-314,2.563370916083e-311
8.91,3.289093476718e-312,0.0,0.0,1.82491638064e-312,2.563370916083e-311,3.352753350496e-312,0.0
8.92,0.0,2.5e-323,2.563370916083e-311,3.373973308356e-312,0.0,0.0,2.3341953723e-313
8.93,2.563370916083e-311,3.37397330821e-312,0.0,0.0,2.121995833e-314,2.563370916083e-311,3.543732971707e-312
8.94,0.0,0.0,1.400517222447e-312,2.563370916083e-311,3.60739284547e-312,0.0,0.0
8.950000000000001,2.5e-323,2.563370916083e-311,3.628612803346e-312,0.0,0.0,1.0609978977e-313,2.563370916083e-311
8.96,3.62861280312e-312,0.0,0.0,2.121995833e-314,2.563370916083e-311,3.77715250877e-312,0.0
8.97,0.0,1.86735629646e-312,2.563370916083e-311,3.81959242462e-312,0.0,0.0,2.5e-323
8.98,2.563370916083e-311,3.840812382497e-312,0.0,0.0,1.0609978977e-313,2.563370916083e-311,3.840812382215e-312
8.99,0.0,0.0,8.487983206e-314,2.563370916083e-311,4.09545187747e-312,0.0,0.0
9.0,1.71881659109e-312,2.563370916083e-311,4.15911175125e-312,0.0,0.0,2.5e-323,2.563370916083e-311
9.01,4.18033170911e-312,0.0,0.0,4.243991624e-314,2.563370916083e-311,4.392531288276e-312,0.0
9.02,0.0,1.69759663318e-312,2.563370916083e-311,4.477411119964e-312,0.0,0.0,2.5e-323
9.03,2.563370916083e-311,4.498631077825e-312,0.0,0.0,1.0609978977e-313,2.563370916083e-311,4.498631077755e-312
9.040000000000001,0.0,0.0,2.121995833e-314,2.563370916083e-311,4.647170783266e-312,0.0,0.0
9.05,1.400517222447e-312,2.563370916083e-311,4.71083065703e-312,0.0,0.0,2.5e-323,2.563370916083e-311
9.06,4.732050614905e-312,0.0,0.0,1.0609978977e-313,2.563370916083e-311,4.73205061476e-312,0.0
9.07,0.0,8.487983206e-314,2.563370916083e-311,4.944250194056e-312,0.0,0.0,1.71881659109e-312
9.08,2.563370916083e-311,5.007910067834e-312,0.0,0.0,2.5e-323,2.563370916083e-311,5.029130025694e-312
9.09,0.0,0.0,4.243991624e-314,2.563370916083e-311,5.24132960486e-312,0.0,0.0
9.1,1.88857625437e-312,2.563370916083e-311,5.32620943655e-312,0.0,0.0,2.5e-323,2.563370916083e-311
9.11,5.34742939441e-312,0.0,0.0,1.0609978977e-313,2.563370916083e-311,5.34742939434e-312,0.0
9.120000000000001,0.0,2.121995833e-314,2.563370916083e-311,5.49596909985e-312,0.0,0.0,1.86735629646e-312
9.13,2.563370916083e-311,5.538409015704e-312,0.0,0.0,2.5e-323,2.563370916083e-311,5.55962897358e-312
9.14,0.0,0.0,1.0609978977e-313,2.563370916083e-311,5.559628973436e-312,0.0,0.0
9.15,2.2e-322,2.563370916083e-311,5.55962897324e-312,0.0,0.0,4.243991624e-314,2.563370916083e-311
9.16,5.79304851064e-312,0.0,0.0,1.612716801544e-312,2.563370916083e-311,5.85670838442e-312,0.0
9.17,0.0,2.5e-323,2.563370916083e-311,5.87792834228e-312,0.0,0.0,4.243991624e-314
9.18,2.563370916083e-311,6.090127921444e-312,0.0,0.0,1.633936759453e-312,2.563370916083e-311,6.17500775313e-312
9.19,0.0,0.0,2.5e-323,2.563370916083e-311,6.19622771099e-312,0.0,0.0
9.200000000000001,1.0609978977e-313,2.563370916083e-311,6.196227710923e-312,0.0,0.0,2.121995833e-314,2.563370916083e-311
9.21,6.344767416434e-312,0.0,0.0,1.2944174329e-312,2.563370916083e-311,6.408427290197e-312,0.0
9.22,0.0,2.5e-323,2.563370916083e-311,6.42964724807e-312,0.0,0.0,1.0609978977e-313
9.23,2.563370916083e-311,6.42964724793e-312,0.0,0.0,8.487983206e-314,2.563370916083e-311,6.66306678514e-312
9.24,0.0,0.0,1.591496843634e-312,2.563370916083e-311,6.726726658916e-312,0.0,0.0
9.25,2.5e-323,2.563370916083e-311,6.747946616776e-312,0.0,0.0,2.3341953723e-313,2.563370916083e-311
9.26,6.74794661657e-312,0.0,0.0,2.2e-322,2.563370916083e-311,6.74794661618e-312,0.0
9.27,0.0,4.243991624e-314,2.563370916083e-311,6.981366153857e-312,0.0,0.0,1.612716801544e-312
9.28,2.563370916083e-311,7.045026027635e-312,0.0,0.0,2.5e-323,2.563370916083e-311,7.066245985495e-312
9.290000000000001,0.0,0.0,4.243991624e-314,2.563370916083e-311,7.27844556466e-312,0.0,0.0
9.3,1.90979621228e-312,2.563370916083e-311,7.36332539635e-312,0.0,0.0,2.5e-323,2.563370916083e-311
9.31,7.38454535421e-312,0.0,0.0,1.0609978977e-313,2.563370916083e-311,7.38454535414e-312,0.0
9.32,0.0,2.121995833e-314,2.563370916083e-311,7.53308505965e-312,0.0,0.0,6.7903865352e-313
9.33,2.563370916083e-311,7.575524975505e-312,0.0,0.0,2.5e-323,2.563370916083e-311,7.59674493338e-312
9.34,0.0,0.0,1.0609978977e-313,2.563370916083e-311,7.596744933237e-312,0.0,0.0
9.35,8.487983206e-314,2.563370916083e-311,7.83016447044e-312,0.0,0.0,1.591496843634e-312,2.563370916083e-311
9.36,7.89382434422e-312,0.0,0.0,2.5e-323,2.563370916083e-311,7.91504430208e-312,0.0
9.370000000000001,0.0,2.3341953723e-313,2.563370916083e-311,7.915044301877e-312,0.0,0.0,2.2e-322
9.38,2.563370916083e-311,7.91504430121e-312,0.0,0.0,8.487983206e-314,2.563370916083e-311,8.127243881245e-312
9.39,0.0,0.0,1.71881659109e-312,2.563370916083e-311,8.190903755023e-312,0.0,0.0
9.4,2.5e-323,2.563370916083e-311,8.212123712883e-312,0.0,0.0,2.121995833e-314,2.563370916083e-311
9.41,8.36066341832e-312,0.0,0.0,1.400517222447e-312,2.563370916083e-311,8.424323292084e-312,0.0
9.42,0.0,2.5e-323,2.563370916083e-311,8.44554324996e-312,0.0,0.0,1.0609978977e-313
9.43,2.563370916083e-311,8.44554324989e-312,0.0,0.0,2.121995833e-314,2.563370916083e-311,8.59408295538e-312
9.44,0.0,0.0,1.86735629646e-312,2.563370916083e-311,8.636522871235e-312,0.0,0.0
9.450000000000001,2.5e-323,2.563370916083e-311,8.65774282911e-312,0.0,0.0,1.0609978977e-313,2.563370916083e-311
9.46,8.657742828986e-312,0.0,0.0,2.2e-322,2.563370916083e-311,8.657742828047e-312,0.0
9.47,0.0,4.243991624e-314,2.563370916083e-311,8.89116236617e-312,0.0,0.0,1.612716801544e-312
9.48,2.563370916083e-311,8.95482223995e-312,0.0,0.0,2.5e-323,2.563370916083e-311,8.97604219781e-312
9.49,0.0,0.0,4.243991624e-314,2.563370916083e-311,9.188241776974e-312,0.0,0.0
9.5,1.633936759453e-312,2.563370916083e-311,9.273121608662e-312,0.0,0.0,2.5e-323,2.563370916083e-311
9.51,9.294341566523e-312,0.0,0.0,1.0609978977e-313,2.563370916083e-311,9.294341566454e-312,0.0
9.52,0.0,2.121995833e-314,2.563370916083e-311,9.442881271964e-312,0.0,0.0,1.400517222447e-312
9.53,2.563370916083e-311,9.50654114573e-312,0.0,0.0,2.5e-323,2.563370916083e-311,9.527761103603e-312
9.540000000000001,0.0,0.0,1.0609978977e-313,2.563370916083e-311,9.52776110346e-312,0.0,0.0
9.55,2.121995833e-314,2.563370916083e-311,9.676300809025e-312,0.0,0.0,1.2944174329e-312,2.563370916083e-311
9.56,9.73996068279e-312,0.0,0.0,2.5e-323,2.563370916083e-311,9.761180640664e-312,0.0
9.57,0.0,1.0609978977e-313,2.563370916083e-311,9.761180640466e-312,0.0,0.0,8.487983206e-314
9.58,2.563370916083e-311,1.0015820135644e-311,0.0,0.0,1.591496843634e-312,2.563370916083e-311,1.007948000942e-311
9.59,0.0,0.0,2.5e-323,2.563370916083e-311,1.010069996728e-311,0.0,0.0
9.6,4.243991624e-314,2.563370916083e-311,1.031289954645e-311,0.0,0.0,1.676376675273e-312,2.563370916083e-311
9.61,1.0397779378136e-311,0.0,0.0,2.5e-323,2.563370916083e-311,1.0418999335996e-311,0.0
9.620000000000001,0.0,1.0609978977e-313,2.563370916083e-311,1.0418999335927e-311,0.0,0.0,2.3341953723e-313
9.63,2.563370916083e-311,1.044021929357e-311,0.0,0.0,2.2e-322,2.563370916083e-311,1.044021929246e-311
9.64,0.0,0.0,4.243991624e-314,2.563370916083e-311,1.0673638830996e-311,0.0,0.0
9.65,1.612716801544e-312,2.563370916083e-311,1.0737298704774e-311,0.0,0.0,2.5e-323,2.563370916083e-311
9.66,1.0758518662635e-311,0.0,0.0,2.121995833e-314,2.563370916083e-311,1.090705836807e-311,0.0
9.67,0.0,1.2944174329e-312,2.563370916083e-311,1.0970718241835e-311,0.0,0.0,2.5e-323
9.68,2.563370916083e-311,1.099193819971e-311,0.0,0.0,1.0609978977e-313,2.563370916083e-311,1.099193819964e-311
9.69,0.0,0.0,2.121995833e-314,2.563370916083e-311,1.114047790513e-311,0.0,0.0
9.700000000000001,6.7903865352e-313,2.563370916083e-311,1.1182917820986e-311,0.0,0.0,2.5e-323,2.563370916083e-311
9.71,1.120413777886e-311,0.0,0.0,1.0609978977e-313,2.563370916083e-311,1.1204137778737e-311,0.0
9.72,0.0,8.487983206e-314,2.563370916083e-311,1.143755731592e-311,0.0,0.0,1.591496843634e-312
9.73,2.563370916083e-311,1.15012171897e-311,0.0,0.0,2.5e-323,2.563370916083e-311,1.152243714756e-311
9.74,0.0,0.0,2.3341953723e-313,2.563370916083e-311,1.1522437147377e-311,0.0,0.0
9.75,2.2e-322,2.563370916083e-311,1.152243714585e-311,0.0,0.0,8.487983206e-314,2.563370916083e-311
9.76,1.175585668464e-311,0.0,0.0,1.71881659109e-312,2.563370916083e-311,1.181951655842e-311,0.0
9.77,0.0,2.5e-323,2.563370916083e-311,1.184073651628e-311,0.0,0.0,4.243991624e-314
9.78,2.563370916083e-311,1.2052936095445e-311,0.0,0.0,1.88857625437e-312,2.563370916083e-311,1.2137815927133e-311
9.790000000000001,0.0,0.0,2.5e-323,2.563370916083e-311,1.2159035884993e-311,0.0,0.0
9.8,1.0609978977e-313,2.563370916083e-311,1.2159035884924e-311,0.0,0.0,2.121995833e-314,2.563370916083e-311
9.81,1.2307575590435e-311,0.0,0.0,1.86735629646e-312,2.563370916083e-311,1.235001550629e-311,0.0
9.82,0.0,2.5e-323,2.563370916083e-311,1.2371235464163e-311,0.0,0.0,1.0609978977e-313
9.83,2.563370916083e-311,1.237123546402e-311,0.0,0.0,2.121995833e-314,2.563370916083e-311,1.251977516958e-311
9.84,0.0,0.0,6.7903865352e-313,2.563370916083e-311,1.2562215085434e-311,0.0,0.0
9.85,2.5e-323,2.563370916083e-311,1.258343504331e-311,0.0,0.0,1.0609978977e-313,2.563370916083e-311
9.86,1.2583435043117e-311,0.0,0.0,4.243991624e-314,2.563370916083e-311,1.281685458037e-311,0.0
9.870000000000001,0.0,1.93101617019e-312,2.563370916083e-311,1.290173441206e-311,0.0,0.0,2.5e-323
9.88,2.563370916083e-311,1.292295436992e-311,0.0,0.0,2.3341953723e-313,2.563370916083e-311,1.2922954369666e-311
9.89,0.0,0.0,2.2e-322,2.563370916083e-311,1.292295436789e-311,0.0,0.0
9.9,2.3341953723e-313,2.563370916083e-311,1.294417432545e-311,0.0,0.0,1.9522361281e-312,2.563370916083e-311
9.91,1.3092714033284e-311,0.0,0.0,2.121995832e-314,2.563370916083e-311,1.32836936545e-311,0.0
9.92,0.0,8.487983187e-314,2.563370916083e-311,1.3304913609535e-311,0.0,0.0,2.121995817e-314
9.93,2.563370916083e-311,1.332613356736e-311,0.0,0.0,8.487983206e-314,2.563370916083e-311,2.75859452845e-313
9.94,0.0,0.0,1.97345608601e-312,2.563370916083e-311,3.39519326624e-313,0.0,0.0
9.950000000000001,1.93e-322,2.563370916083e-311,3.60739284484e-313,0.0,0.0,8.487983209e-314,2.5654929118743e-311
9.96,7.63918484846e-313,0.0,0.0,1.7e-322,2.5654929118743e-311,7.63918484846e-313,0.0
9.97,0.0,1.27319747908e-313,2.5654929118743e-311,9.5489810612e-313,0.0,0.0,1.7e-322
9.98,2.5654929118743e-311,9.5489810612e-313,0.0,0.0,2.121995833e-314,2.5654929118743e-311,1.10343781153e-312
9.99,0.0,0.0,1.2944174329e-312,2.5654929118743e-311,1.167097685293e-312,0.0,0.0
