row_index,model_name_raw,file_raw,domain_raw,model_name,domain,output_dir,copied_cellml,generated_py_file,generated_py_size,validate_returncode,export_returncode,underconstrained,undefined_variables,status
56,maltsev_2009_steady_state,models_cellml2/electrophysiology/maltsev_2009_steady_state.cellml,electrophysiology,maltsev_2009_steady_state,electrophysiology,exported_cellml_models/electrophysiology/maltsev_2009_steady_state,exported_cellml_models/electrophysiology/maltsev_2009_steady_state/maltsev_2009_steady_state.cellml,exported_cellml_models/electrophysiology/maltsev_2009_steady_state/maltsev_2009_steady_state.py,40169,0,0.0,False,,success_clean
57,ciliberto_petrus_tyson_sible_2003,models_cellml2/cell_cycle/ciliberto_petrus_tyson_sible_2003.cellml,cell_cycle,ciliberto_petrus_tyson_sible_2003,cell_cycle,exported_cellml_models/cell_cycle/ciliberto_petrus_tyson_sible_2003,exported_cellml_models/cell_cycle/ciliberto_petrus_tyson_sible_2003/ciliberto_petrus_tyson_sible_2003.cellml,exported_cellml_models/cell_cycle/ciliberto_petrus_tyson_sible_2003/ciliberto_petrus_tyson_sible_2003.py,10559,0,0.0,False,,success_clean
58,rubin_2009,models_cellml2/neurobiology/rubin_2009.cellml,neurobiology,rubin_2009,neurobiology,exported_cellml_models/neurobiology/rubin_2009,exported_cellml_models/neurobiology/rubin_2009/rubin_2009.cellml,exported_cellml_models/neurobiology/rubin_2009/rubin_2009.py,15785,0,0.0,False,,success_clean
59,nowak_bangham_1996b,models_cellml2/immunology/nowak_bangham_1996b.cellml,immunology,nowak_bangham_1996b,immunology,exported_cellml_models/immunology/nowak_bangham_1996b,exported_cellml_models/immunology/nowak_bangham_1996b/nowak_bangham_1996b.cellml,exported_cellml_models/immunology/nowak_bangham_1996b/nowak_bangham_1996b.py,4052,0,0.0,False,,success_clean
60,overgaard_baseline_2007,models_cellml2/metabolism/overgaard_baseline_2007.cellml,metabolism,overgaard_baseline_2007,metabolism,exported_cellml_models/metabolism/overgaard_baseline_2007,exported_cellml_models/metabolism/overgaard_baseline_2007/overgaard_baseline_2007.cellml,exported_cellml_models/metabolism/overgaard_baseline_2007/overgaard_baseline_2007.py,5131,0,0.0,False,,success_clean
61,komarova_wodarz_2003_simple,models_cellml2/immunology/komarova_wodarz_2003_simple.cellml,immunology,komarova_wodarz_2003_simple,immunology,exported_cellml_models/immunology/komarova_wodarz_2003_simple,exported_cellml_models/immunology/komarova_wodarz_2003_simple/komarova_wodarz_2003_simple.cellml,exported_cellml_models/immunology/komarova_wodarz_2003_simple/komarova_wodarz_2003_simple.py,4843,0,0.0,False,,success_clean
62,fink_noble_virag_varro_giles_2008,models_cellml2/electrophysiology/fink_noble_virag_varro_giles_2008.cellml,electrophysiology,fink_noble_virag_varro_giles_2008,electrophysiology,exported_cellml_models/electrophysiology/fink_noble_virag_varro_giles_2008,exported_cellml_models/electrophysiology/fink_noble_virag_varro_giles_2008/fink_noble_virag_varro_giles_2008.cellml,exported_cellml_models/electrophysiology/fink_noble_virag_varro_giles_2008/fink_noble_virag_varro_giles_2008.py,39650,0,0.0,False,,success_clean
63,niederer_smith_2007,models_cellml2/electrophysiology/niederer_smith_2007.cellml,electrophysiology,niederer_smith_2007,electrophysiology,exported_cellml_models/electrophysiology/niederer_smith_2007,exported_cellml_models/electrophysiology/niederer_smith_2007/niederer_smith_2007.cellml,,0,255,,False,,validation_failed
64,aslanidi_atrial_model_2009_LindbladCa_corrected,models_cellml2/electrophysiology/aslanidi_atrial_model_2009_LindbladCa_corrected.cellml,electrophysiology,aslanidi_atrial_model_2009_LindbladCa_corrected,electrophysiology,exported_cellml_models/electrophysiology/aslanidi_atrial_model_2009_LindbladCa_corrected,exported_cellml_models/electrophysiology/aslanidi_atrial_model_2009_LindbladCa_corrected/aslanidi_atrial_model_2009_LindbladCa_corrected.cellml,exported_cellml_models/electrophysiology/aslanidi_atrial_model_2009_LindbladCa_corrected/aslanidi_atrial_model_2009_LindbladCa_corrected.py,40841,0,0.0,False,,success_clean
65,schenzle_1994,models_cellml2/immunology/schenzle_1994.cellml,immunology,schenzle_1994,immunology,exported_cellml_models/immunology/schenzle_1994,exported_cellml_models/immunology/schenzle_1994/schenzle_1994.cellml,exported_cellml_models/immunology/schenzle_1994/schenzle_1994.py,5347,0,0.0,False,,success_clean
66,grossman_feinberg_kuznetsov_dimitrov_paul_1998,models_cellml2/immunology/grossman_feinberg_kuznetsov_dimitrov_paul_1998.cellml,immunology,grossman_feinberg_kuznetsov_dimitrov_paul_1998,immunology,exported_cellml_models/immunology/grossman_feinberg_kuznetsov_dimitrov_paul_1998,exported_cellml_models/immunology/grossman_feinberg_kuznetsov_dimitrov_paul_1998/grossman_feinberg_kuznetsov_dimitrov_paul_1998.cellml,,0,0,0.0,True,* c in component kinetic_parameters | * p in component kinetic_parameters | * a in component kinetic_parameters | * S in component S | * Se in component Se | * Ve in component Ve | * R0 in component Ve | * I1e in component I1e | * I2e in component I2e | * I3e in component I3e | * I4e in component I4e | * I5e in component I5e | * d/dt S in component S | * d/dt I1 in component I1 | * d/dt I2 in component I2 | * d/dt I3 in component I3 | * d/dt I4 in component I4 | * d/dt I5 in component I5 | * d/dt V in component V,export_failed
67,komarova_2005,models_cellml2/endocrine/komarova_2005.cellml,endocrine,komarova_2005,endocrine,exported_cellml_models/endocrine/komarova_2005,exported_cellml_models/endocrine/komarova_2005/komarova_2005.cellml,exported_cellml_models/endocrine/komarova_2005/komarova_2005.py,5862,0,0.0,False,,success_clean
68,komarova_2003b,models_cellml2/endocrine/komarova_2003b.cellml,endocrine,komarova_2003b,endocrine,exported_cellml_models/endocrine/komarova_2003b,exported_cellml_models/endocrine/komarova_2003b/komarova_2003b.cellml,exported_cellml_models/endocrine/komarova_2003b/komarova_2003b.py,5273,0,0.0,False,,success_clean
69,haugh_2004,models_cellml2/endocrine/haugh_2004.cellml,endocrine,haugh_2004,endocrine,exported_cellml_models/endocrine/haugh_2004,exported_cellml_models/endocrine/haugh_2004/haugh_2004.cellml,exported_cellml_models/endocrine/haugh_2004/haugh_2004.py,5011,0,0.0,False,,success_clean
70,cloutier_2009_e,models_cellml2/metabolism/cloutier_2009_e.cellml,metabolism,cloutier_2009_e,metabolism,exported_cellml_models/metabolism/cloutier_2009_e,exported_cellml_models/metabolism/cloutier_2009_e/cloutier_2009_e.cellml,exported_cellml_models/metabolism/cloutier_2009_e/cloutier_2009_e.py,13254,0,0.0,False,,success_clean
71,chay_lee_fan_1995,models_cellml2/calcium_dynamics/chay_lee_fan_1995.cellml,calcium_dynamics,chay_lee_fan_1995,calcium_dynamics,exported_cellml_models/calcium_dynamics/chay_lee_fan_1995,exported_cellml_models/calcium_dynamics/chay_lee_fan_1995/chay_lee_fan_1995.cellml,,0,0,0.0,True,* G_alpha_GTP in component G_alpha_GTP | * kp in component G_alpha_GTP | * PLC in component PLC | * kd in component DAG | * IP3 in component Ca_i | * hp in component PLC_active | * d/dt G_alpha_GTP in component G_alpha_GTP | * d/dt DAG in component DAG | * d/dt Ca_i in component Ca_i | * d/dt PLC_active in component PLC_active | * d/dt G_alpha_GDP in component G_alpha_GDP,export_failed
72,aguda_tang_1999,models_cellml2/cell_cycle/aguda_tang_1999.cellml,cell_cycle,aguda_tang_1999,cell_cycle,exported_cellml_models/cell_cycle/aguda_tang_1999,exported_cellml_models/cell_cycle/aguda_tang_1999/aguda_tang_1999.cellml,exported_cellml_models/cell_cycle/aguda_tang_1999/aguda_tang_1999.py,12445,0,0.0,False,,success_clean
73,dokos_celler_lovell_1996,models_cellml2/electrophysiology/dokos_celler_lovell_1996.cellml,electrophysiology,dokos_celler_lovell_1996,electrophysiology,exported_cellml_models/electrophysiology/dokos_celler_lovell_1996,exported_cellml_models/electrophysiology/dokos_celler_lovell_1996/dokos_celler_lovell_1996.cellml,exported_cellml_models/electrophysiology/dokos_celler_lovell_1996/dokos_celler_lovell_1996.py,28881,0,0.0,False,,success_clean
74,sobie_dilly_dossantoscruz_lederer_jafri_2002,models_cellml2/calcium_dynamics/sobie_dilly_dossantoscruz_lederer_jafri_2002.cellml,calcium_dynamics,sobie_dilly_dossantoscruz_lederer_jafri_2002,calcium_dynamics,exported_cellml_models/calcium_dynamics/sobie_dilly_dossantoscruz_lederer_jafri_2002,exported_cellml_models/calcium_dynamics/sobie_dilly_dossantoscruz_lederer_jafri_2002/sobie_dilly_dossantoscruz_lederer_jafri_2002.cellml,,0,255,,False,,validation_failed
75,phillips_2007,models_cellml2/circadian_rhythms/phillips_2007.cellml,circadian_rhythms,phillips_2007,circadian_rhythms,exported_cellml_models/circadian_rhythms/phillips_2007,exported_cellml_models/circadian_rhythms/phillips_2007/phillips_2007.cellml,exported_cellml_models/circadian_rhythms/phillips_2007/phillips_2007.py,5172,0,0.0,False,,success_clean
76,hinch_greenstein_tanskanen_xu_winslow_2004,models_cellml2/calcium_dynamics/hinch_greenstein_tanskanen_xu_winslow_2004.cellml,calcium_dynamics,hinch_greenstein_tanskanen_xu_winslow_2004,calcium_dynamics,exported_cellml_models/calcium_dynamics/hinch_greenstein_tanskanen_xu_winslow_2004,exported_cellml_models/calcium_dynamics/hinch_greenstein_tanskanen_xu_winslow_2004/hinch_greenstein_tanskanen_xu_winslow_2004.cellml,exported_cellml_models/calcium_dynamics/hinch_greenstein_tanskanen_xu_winslow_2004/hinch_greenstein_tanskanen_xu_winslow_2004.py,27647,0,0.0,False,,success_clean
77,tomida_hirose_takizawa_shibasaki_iino_2003,models_cellml2/calcium_dynamics/tomida_hirose_takizawa_shibasaki_iino_2003.cellml,calcium_dynamics,tomida_hirose_takizawa_shibasaki_iino_2003,calcium_dynamics,exported_cellml_models/calcium_dynamics/tomida_hirose_takizawa_shibasaki_iino_2003,exported_cellml_models/calcium_dynamics/tomida_hirose_takizawa_shibasaki_iino_2003/tomida_hirose_takizawa_shibasaki_iino_2003.cellml,exported_cellml_models/calcium_dynamics/tomida_hirose_takizawa_shibasaki_iino_2003/tomida_hirose_takizawa_shibasaki_iino_2003.py,5369,0,0.0,False,,success_clean
78,dupont_1992a,models_cellml2/calcium_dynamics/dupont_1992a.cellml,calcium_dynamics,dupont_1992a,calcium_dynamics,exported_cellml_models/calcium_dynamics/dupont_1992a,exported_cellml_models/calcium_dynamics/dupont_1992a/dupont_1992a.cellml,exported_cellml_models/calcium_dynamics/dupont_1992a/dupont_1992a.py,6102,0,0.0,False,,success_clean
79,gilbert_heiner_rosser_fulton_gu_trybilo_2007,models_cellml2/synthetic_biology/gilbert_heiner_rosser_fulton_gu_trybilo_2007.cellml,synthetic_biology,gilbert_heiner_rosser_fulton_gu_trybilo_2007,synthetic_biology,exported_cellml_models/synthetic_biology/gilbert_heiner_rosser_fulton_gu_trybilo_2007,exported_cellml_models/synthetic_biology/gilbert_heiner_rosser_fulton_gu_trybilo_2007/gilbert_heiner_rosser_fulton_gu_trybilo_2007.cellml,exported_cellml_models/synthetic_biology/gilbert_heiner_rosser_fulton_gu_trybilo_2007/gilbert_heiner_rosser_fulton_gu_trybilo_2007.py,6438,0,0.0,False,,success_clean
80,perelson_1993b,models_cellml2/immunology/perelson_1993b.cellml,immunology,perelson_1993b,immunology,exported_cellml_models/immunology/perelson_1993b,exported_cellml_models/immunology/perelson_1993b/perelson_1993b.cellml,exported_cellml_models/immunology/perelson_1993b/perelson_1993b.py,4572,0,0.0,False,,success_clean
81,csikasz_nagy_2006_budding_yeast_from_code,models_cellml2/cell_cycle/csikasz_nagy_2006_budding_yeast_from_code.cellml,cell_cycle,csikasz_nagy_2006_budding_yeast_from_code,cell_cycle,exported_cellml_models/cell_cycle/csikasz_nagy_2006_budding_yeast_from_code,exported_cellml_models/cell_cycle/csikasz_nagy_2006_budding_yeast_from_code/csikasz_nagy_2006_budding_yeast_from_code.cellml,exported_cellml_models/cell_cycle/csikasz_nagy_2006_budding_yeast_from_code/csikasz_nagy_2006_budding_yeast_from_code.py,28144,0,0.0,False,,success_clean
82,gardner_dolnik_collins_1998,models_cellml2/cell_cycle/gardner_dolnik_collins_1998.cellml,cell_cycle,gardner_dolnik_collins_1998,cell_cycle,exported_cellml_models/cell_cycle/gardner_dolnik_collins_1998,exported_cellml_models/cell_cycle/gardner_dolnik_collins_1998/gardner_dolnik_collins_1998.cellml,exported_cellml_models/cell_cycle/gardner_dolnik_collins_1998/gardner_dolnik_collins_1998.py,6427,0,0.0,False,,success_clean
83,novak_tyson_1993_a,models_cellml2/cell_cycle/novak_tyson_1993_a.cellml,cell_cycle,novak_tyson_1993_a,cell_cycle,exported_cellml_models/cell_cycle/novak_tyson_1993_a,exported_cellml_models/cell_cycle/novak_tyson_1993_a/novak_tyson_1993_a.cellml,exported_cellml_models/cell_cycle/novak_tyson_1993_a/novak_tyson_1993_a.py,9442,0,0.0,False,,success_clean
84,mahajan_shiferaw_sato_baher_olcese_xie_yang_chen_restrepo_karma_garfinkel_qu_weiss_2008,models_cellml2/electrophysiology/mahajan_shiferaw_sato_baher_olcese_xie_yang_chen_restrepo_karma_garfinkel_qu_weiss_2008.cellml,electrophysiology,mahajan_shiferaw_sato_baher_olcese_xie_yang_chen_restrepo_karma_garfinkel_qu_weiss_2008,electrophysiology,exported_cellml_models/electrophysiology/mahajan_shiferaw_sato_baher_olcese_xie_yang_chen_restrepo_karma_garfinkel_qu_weiss_2008,exported_cellml_models/electrophysiology/mahajan_shiferaw_sato_baher_olcese_xie_yang_chen_restrepo_karma_garfinkel_qu_weiss_2008/mahajan_shiferaw_sato_baher_olcese_xie_yang_chen_restrepo_karma_garfinkel_qu_weiss_2008.cellml,exported_cellml_models/electrophysiology/mahajan_shiferaw_sato_baher_olcese_xie_yang_chen_restrepo_karma_garfinkel_qu_weiss_2008/mahajan_shiferaw_sato_baher_olcese_xie_yang_chen_restrepo_karma_garfinkel_qu_weiss_2008.py,43475,0,0.0,False,,success_clean
85,saucerman_mcculloch_2004,models_cellml2/metabolism/saucerman_mcculloch_2004.cellml,metabolism,saucerman_mcculloch_2004,metabolism,exported_cellml_models/metabolism/saucerman_mcculloch_2004,exported_cellml_models/metabolism/saucerman_mcculloch_2004/saucerman_mcculloch_2004.cellml,,0,0,0.0,True,* PKACII_RyR in component PKACII_RyR | * RyR in component RyR | * PP1_RyR in component PP1_RyR | * RyRp in component RyRp | * PP2A_RyR in component PP2A_RyR | * RyRtot in component RyRtot | * RyRptot in component RyRptot | * KMrel in component KMrel | * KMrel0 in component KMrel | * TnI in component TnI | * PKAC in component TnIp | * PP2A in component TnIp | * KMTnC in component KMTnC | * KMTnC0 in component KMTnC | * d/dt RyRptot in component RyRptot | * d/dt TnIp in component TnIp,export_failed
86,noble_noble_1984,models_cellml2/electrophysiology/noble_noble_1984.cellml,electrophysiology,noble_noble_1984,electrophysiology,exported_cellml_models/electrophysiology/noble_noble_1984,exported_cellml_models/electrophysiology/noble_noble_1984/noble_noble_1984.cellml,exported_cellml_models/electrophysiology/noble_noble_1984/noble_noble_1984.py,26518,0,0.0,False,,success_clean
87,saftenku_williams_sitsapesan_2001_H1_model,models_cellml2/calcium_dynamics/saftenku_williams_sitsapesan_2001_H1_model.cellml,calcium_dynamics,saftenku_williams_sitsapesan_2001_H1_model,calcium_dynamics,exported_cellml_models/calcium_dynamics/saftenku_williams_sitsapesan_2001_H1_model,exported_cellml_models/calcium_dynamics/saftenku_williams_sitsapesan_2001_H1_model/saftenku_williams_sitsapesan_2001_H1_model.cellml,exported_cellml_models/calcium_dynamics/saftenku_williams_sitsapesan_2001_H1_model/saftenku_williams_sitsapesan_2001_H1_model.py,5051,0,0.0,False,,success_clean
88,katsnelson_2004b,models_cellml2/calcium_dynamics/katsnelson_2004b.cellml,calcium_dynamics,katsnelson_2004b,calcium_dynamics,exported_cellml_models/calcium_dynamics/katsnelson_2004b,exported_cellml_models/calcium_dynamics/katsnelson_2004b/katsnelson_2004b.cellml,exported_cellml_models/calcium_dynamics/katsnelson_2004b/katsnelson_2004b.py,26621,0,0.0,False,,success_clean
89,Eskandari_et_al_2005,models_cellml2/ion_transport/Eskandari_et_al_2005.cellml,ion_transport,Eskandari_et_al_2005,ion_transport,exported_cellml_models/ion_transport/Eskandari_et_al_2005,exported_cellml_models/ion_transport/Eskandari_et_al_2005/Eskandari_et_al_2005.cellml,exported_cellml_models/ion_transport/Eskandari_et_al_2005/Eskandari_et_al_2005.py,29659,0,0.0,False,,success_clean
90,dupont_1991b,models_cellml2/calcium_dynamics/dupont_1991b.cellml,calcium_dynamics,dupont_1991b,calcium_dynamics,exported_cellml_models/calcium_dynamics/dupont_1991b,exported_cellml_models/calcium_dynamics/dupont_1991b/dupont_1991b.cellml,exported_cellml_models/calcium_dynamics/dupont_1991b/dupont_1991b.py,5459,0,0.0,False,,success_clean
91,guyton_kidney_2008,models_cellml2/cardiovascular_circulation/guyton_kidney_2008.cellml,cardiovascular_circulation,guyton_kidney_2008,cardiovascular_circulation,exported_cellml_models/cardiovascular_circulation/guyton_kidney_2008,exported_cellml_models/cardiovascular_circulation/guyton_kidney_2008/guyton_kidney_2008.cellml,exported_cellml_models/cardiovascular_circulation/guyton_kidney_2008/guyton_kidney_2008.py,27469,0,0.0,False,,success_clean
92,iribe_kohl_noble_2006,models_cellml2/calcium_dynamics/iribe_kohl_noble_2006.cellml,calcium_dynamics,iribe_kohl_noble_2006,calcium_dynamics,exported_cellml_models/calcium_dynamics/iribe_kohl_noble_2006,exported_cellml_models/calcium_dynamics/iribe_kohl_noble_2006/iribe_kohl_noble_2006.cellml,exported_cellml_models/calcium_dynamics/iribe_kohl_noble_2006/iribe_kohl_noble_2006.py,33273,0,0.0,False,,success_clean
93,dijkstra_1992,models_cellml2/metabolism/dijkstra_1992.cellml,metabolism,dijkstra_1992,metabolism,exported_cellml_models/metabolism/dijkstra_1992,exported_cellml_models/metabolism/dijkstra_1992/dijkstra_1992.cellml,exported_cellml_models/metabolism/dijkstra_1992/dijkstra_1992.py,65097,0,0.0,False,,success_clean
