t,M2T2,M2C1,MT1T2,MT1T2M2proMT1,MT1C1,M2,MT1,M2_p,T2,C1_D,C1,MT1_cat,MT1_t,MT1T2M2pro,MT1T2_star,M2T2_star
0.74,6.5854789875739e-10,8.458633810806301e-06,2.2504805136517425e-09,5.514061177287735e-10,1.3794878498116193e-06,4.237631239278268e-08,1.5177620704877202e-06,6.438815495273984e-16,1.4141907966522638e-10,3.1226901513584184e-08,1.5306514378684874e-06,1.898193713021604e-09,1.898193713021604e-09,3.6898885099223043e-13,8.224249538685068e-12,5.539553151701106e-09
0.75,6.214634673217472e-10,8.458077307581727e-06,2.2573924183421156e-09,5.512909025020755e-10,1.3655413551092167e-06,4.293835476195323e-08,1.5316367450422738e-06,6.613259515469577e-16,1.3993606655863454e-10,3.1634994658599897e-08,1.5447463426504474e-06,1.963217188834192e-09,1.963217188834192e-09,3.7391618956329224e-13,8.334519982410089e-12,5.571208708984475e-09
0.76,5.839240027529451e-10,8.457520877379362e-06,2.2640137290964646e-09,5.511757117440978e-10,1.3517418092203e-06,4.350040718919861e-08,1.5453635931929023e-06,6.790022604918812e-16,1.3882675097100925e-10,3.204277465437205e-08,1.5586945387459553e-06,2.0294088247847696e-09,2.0294088247847696e-09,3.788418944739647e-13,8.444767359168135e-12,5.6032361960494266e-09
0.77,5.459295050509838e-10,8.456964520199208e-06,2.27034444591479e-09,5.510605454548406e-10,1.338089212144869e-06,4.406246967451884e-08,1.5589426149396052e-06,6.96910476362169e-16,1.380911329023505e-10,3.245024150090066e-08,1.572496026155011e-06,2.0967686208733373e-09,2.0967686208733373e-09,3.8376596572424797e-13,8.554991668959209e-12,5.635635612895961e-09
0.78,5.074799742158632e-10,8.456408236041263e-06,2.276384568797091e-09,5.509454036343039e-10,1.3245835638829242e-06,4.46245422179139e-08,1.5723738102823828e-06,7.150505991578209e-16,1.3772921235265825e-10,3.2857395198185716e-08,1.5861508048776147e-06,2.1652965770998945e-09,2.1652965770998945e-09,3.886884033141419e-13,8.66519291178331e-12,5.668406959524079e-09
0.79,4.685754102475831e-10,8.455852024905528e-06,2.2821340977433685e-09,5.508302862824875e-10,1.311224864434465e-06,4.5186624819383805e-08,1.5856571792212352e-06,7.334226288788371e-16,1.3774098932193255e-10,3.3264235746227223e-08,1.5996588749137662e-06,2.2349926934644414e-09,2.2349926934644414e-09,3.9360920724364654e-13,8.77537108764044e-12,5.701550235933779e-09
0.8,4.292158131461437e-10,8.455295886792003e-06,2.287593032753622e-09,5.507151933993916e-10,1.2980131137994919e-06,4.574871747892855e-08,1.5987927217561622e-06,7.520265655252176e-16,1.3812646381017336e-10,3.3670763145025174e-08,1.6130202362634656e-06,2.3058569699669782e-09,2.3058569699669782e-09,3.9852837751276194e-13,8.885526196530596e-12,5.735065442125061e-09
0.81,3.8940118291154507e-10,8.454739821700688e-06,2.2927613738278514e-09,5.506001249850162e-10,1.2849483119780043e-06,4.631082019654813e-08,1.611780437887164e-06,7.708624090969624e-16,1.3888563581738074e-10,3.407697739457958e-08,1.6262348889267126e-06,2.377889406607505e-09,2.377889406607505e-09,4.0344591412148804e-13,8.99565823845378e-12,5.768952578097927e-09
0.8200000000000001,3.49131519543787e-10,8.454183829631583e-06,2.297639120966057e-09,5.504850810393612e-10,1.2720304589700029e-06,4.687293297224255e-08,1.6246203276142401e-06,7.899301595940713e-16,1.4001850534355464e-10,3.4482878494890434e-08,1.6393028329035078e-06,2.451090003386021e-09,2.451090003386021e-09,4.0836181706982485e-13,9.105767213409993e-12,5.803211643852375e-09
0.8300000000000001,3.0840682304286973e-10,8.453627910584688e-06,2.3022262741682387e-09,5.503700615624266e-10,1.2592595547754872e-06,4.743505580601181e-08,1.637312390937391e-06,8.092298170165444e-16,1.4152507238869507e-10,3.4888466445957736e-08,1.6522240681938508e-06,2.525458760302527e-09,2.525458760302527e-09,4.1327608635777237e-13,9.21585312139923e-12,5.837842639388406e-09
0.84,2.6722709340879355e-10,8.453072064560001e-06,2.3065228334343964e-09,5.502550665542125e-10,1.2466355993944574e-06,4.7997188697855903e-08,1.6498566278566165e-06,8.287613813643817e-16,1.43405336952802e-10,3.529374124778149e-08,1.6649985947977413e-06,2.600995677357022e-09,2.600995677357022e-09,4.181887219853306e-13,9.325915962421496e-12,5.872845564706019e-09
0.85,2.2559233064155754e-10,8.452516291557525e-06,2.3105287987645304e-09,5.501400960147187e-10,1.2341585928269135e-06,4.855933164777485e-08,1.6622530383719166e-06,8.485248526375833e-16,1.456592990358755e-10,3.569870290036169e-08,1.6776264127151801e-06,2.677700754549508e-09,2.677700754549508e-09,4.2309972395249953e-13,9.435955736476791e-12,5.908220419805215e-09
0.86,1.8350253474116224e-10,8.451960591577258e-06,2.3142441701586407e-09,5.500251499439455e-10,1.2218285350728554e-06,4.912148465576862e-08,1.6745016224832916e-06,8.685202308361493e-16,1.482869586379155e-10,3.610335140369834e-08,1.6901075219461665e-06,2.7555739918799834e-09,2.7555739918799834e-09,4.280090922592792e-13,9.545972443565112e-12,5.943967204685994e-09
0.87,1.409577057076076e-10,8.451404964619202e-06,2.317668947616727e-09,5.499102283418927e-10,1.2096454261322831e-06,4.968364772183724e-08,1.686602380190741e-06,8.887475159600794e-16,1.5128831575892207e-10,3.650768675779144e-08,1.7024419224907008e-06,2.8346153893484487e-09,2.8346153893484487e-09,4.329168269056696e-13,9.65596608368646e-12,5.9800859193483564e-09
0.88,1.0446587880542159e-10,8.450849426222818e-06,2.3213551969821267e-09,5.497953309760546e-10,1.1975146809534201e-06,5.024472587275201e-08,1.6986495432151116e-06,9.09200747146874e-16,1.5303187051185775e-10,3.691189505809868e-08,1.7147239977655359e-06,2.914626212374497e-09,2.914626212374497e-09,4.378227977366975e-13,9.765937025462402e-12,6.011147962304435e-09
0.89,8.40084707318872e-11,8.450294000221077e-06,2.326149625287412e-09,5.496804574898358e-10,1.1852912338172362e-06,5.0803039740835335e-08,1.71078763536945e-06,9.298707821823223e-16,1.510153807372722e-10,3.731626172045344e-08,1.7270985042407325e-06,2.9953016604187103e-09,2.9953016604187103e-09,4.4272680513282033e-13,9.875885834250272e-12,6.028827451574271e-09
0.9,6.484558744091091e-11,8.449738651419025e-06,2.3308018717544796e-09,5.49565608409833e-10,1.1731893081544397e-06,5.1361069304870085e-08,1.7228032334738559e-06,9.507711216819081e-16,1.4893399166620315e-10,3.772036526168647e-08,1.7393516751639457e-06,3.077091842698295e-09,3.077091842698295e-09,4.476291438789365e-13,9.985811675167862e-12,6.045419497355829e-09
0.91,4.6977228932492716e-11,8.449183379816664e-06,2.3353119363833304e-09,5.494507837360461e-10,1.1612089039650306e-06,5.191881456485625e-08,1.734696337528329e-06,9.719017656456321e-16,1.4678770329865063e-10,3.8124205681797784e-08,1.751483510535175e-06,3.1599967592132523e-09,3.1599967592132523e-09,4.525298139750461e-13,1.0095714548215176e-11,6.060924099649108e-09
0.92,3.040339520663249e-11,8.448628185413992e-06,2.3396798191739637e-09,5.493359834684749e-10,1.1493500212490087e-06,5.2476275520793845e-08,1.7464669475328697e-06,9.932627140734941e-16,1.445765156346146e-10,3.852778298078738e-08,1.7634940103544208e-06,3.2440164099635814e-09,3.2440164099635814e-09,4.574288154211491e-13,1.0205594453392209e-11,6.075341258454108e-09
0.93,1.5124086263330436e-11,8.44807306821101e-06,2.3439055201263803e-09,5.492212076071196e-10,1.137612660006374e-06,5.3033452172682854e-08,1.7581150634874777e-06,1.0148539669654939e-15,1.423004286740951e-10,3.893109715865525e-08,1.775383174621683e-06,3.3291507949492824e-09,3.3291507949492824e-09,4.623261482172453e-13,1.0315451390698964e-11,6.088670973770828e-09
0.9400000000000001,1.1393021025864482e-12,8.447518028207718e-06,2.3479890392405797e-09,5.491064561519801e-10,1.1259968202371267e-06,5.359034452052329e-08,1.7696406853921534e-06,1.0366755243216316e-15,1.399594424170921e-10,3.933414821540139e-08,1.7871510033369614e-06,3.415399914170355e-09,3.415399914170355e-09,4.67221812363335e-13,1.0425285360135441e-11,6.100913245599269e-09
0.9500000000000001,-1.1550957275599505e-11,8.446963065404116e-06,2.351930376516562e-09,5.489917291030566e-10,1.1145025019412666e-06,5.414695256431514e-08,1.7810438132468963e-06,1.0587273861419075e-15,1.375535568636056e-10,3.973693615102582e-08,1.7987974965002562e-06,3.5027637676268003e-09,3.5027637676268003e-09,4.72115807859418e-13,1.0535096361701639e-11,6.112068073939432e-09
0.96,-2.2946691871227242e-11,8.446408179800203e-06,2.355729531954327e-09,5.488770264603488e-10,1.103129705118794e-06,5.4703276304058403e-08,1.7923244470517067e-06,1.081009552426321e-15,1.3508277201363564e-10,4.013946096552852e-08,1.8103226541115672e-06,3.591242355318616e-09,3.591242355318616e-09,4.770081347054943e-13,1.0644884395397558e-11,6.122135458791315e-09
0.97,-3.304790168429706e-11,8.44585337139598e-06,2.359386505553875e-09,5.487623482238568e-10,1.0918784297697084e-06,5.52593157397531e-08,1.8034825868065845e-06,1.1035220231748727e-15,1.325470878671822e-10,4.054172265890951e-08,1.8217264761708948e-06,3.6808356772458046e-09,3.6808356772458046e-09,4.81898792901564e-13,1.07546494612232e-11,6.131115400154919e-09
0.98,-4.18545867148088e-11,8.445298640191447e-06,2.362901297315206e-09,5.486476943935808e-10,1.0807486758940104e-06,5.5815070871399216e-08,1.8145182325115298e-06,1.1262647983875624e-15,1.2994650442424522e-10,4.094372123116877e-08,1.8330089626782385e-06,3.771543733408366e-09,3.771543733408366e-09,4.867877824476272e-13,1.0864391559178563e-11,6.139007898030244e-09
0.99,-4.936674696276243e-11,8.444743986186603e-06,2.3662739072383196e-09,5.485330649695205e-10,1.0697404434916994e-06,5.637054169899675e-08,1.8254313841665426e-06,1.1492378780643898e-15,1.2728102168482476e-10,4.134545668230631e-08,1.8441701136335988e-06,3.863366523806298e-09,3.863366523806298e-09,4.916751033436836e-13,1.0974110689263646e-11,6.145812952417291e-09
1.0,-5.5584382428158017e-11,8.444189409381448e-06,2.3695043353232164e-09,5.484184599516761e-10,1.0588537325627757e-06,5.692572822254571e-08,1.836222041771623e-06,1.1724412622053555e-15,1.2455063964892082e-10,4.174692901232212e-08,1.8552099290369755e-06,3.9563040484396025e-09,3.9563040484396025e-09,4.965607555897335e-13,1.1083806851478452e-11,6.151530563316057e-09
1.01,-6.050749311099553e-11,8.443634909775986e-06,2.372592581569896e-09,5.483038793400476e-10,1.0480885431072393e-06,5.748063044204609e-08,1.8468902053267707e-06,1.195874950810459e-15,1.2175535831653338e-10,4.2148138221216226e-08,1.8661284088883683e-06,4.05035630730828e-09,4.05035630730828e-09,5.014447391857768e-13,1.119348004582298e-11,6.156160730726545e-09
1.02,-6.413607901127495e-11,8.44308048737021e-06,2.3755386459783585e-09,5.481893231346349e-10,1.0374448751250903e-06,5.803524835749789e-08,1.8574358748319857e-06,1.2195389438797006e-15,1.1889517768766246e-10,4.25490843089886e-08,1.8769255531877775e-06,4.145523300412328e-09,4.145523300412328e-09,5.063270541318132e-13,1.130313027229723e-11,6.159703454648754e-09
1.03,-6.647014012899632e-11,8.442526142164126e-06,2.378342528548604e-09,5.48074791335438e-10,1.0269227286163284e-06,5.858958196890111e-08,1.8678590502872683e-06,1.2434332414130802e-15,1.1597009776230803e-10,4.294976727563925e-08,1.8876013619352033e-06,4.241805027751749e-09,4.241805027751749e-09,5.112077004278432e-13,1.1412757530901199e-11,6.162158735082684e-09
1.04,-6.750967646415961e-11,8.441971874157731e-06,2.381004229280632e-09,5.47960283942457e-10,1.0165221035809538e-06,5.914363127625575e-08,1.8781597316926184e-06,1.2675578434105976e-15,1.1298011854047013e-10,4.335018712116818e-08,1.8981558351306452e-06,4.339201489326542e-09,4.339201489326542e-09,5.160866780738665e-13,1.1522361821634892e-11,6.1635265720283345e-09
1.05,-6.725468801676481e-11,8.441417683351027e-06,2.383523748174443e-09,5.478458009556918e-10,1.0062430000189667e-06,5.969739627956181e-08,1.8883379190480359e-06,1.2919127498722529e-15,1.0992524002214872e-10,4.3750343845575394e-08,1.9085889727741035e-06,4.437712685136706e-09,4.437712685136706e-09,5.209639870698832e-13,1.1631943144498305e-11,6.163806965485706e-09
1.06,-6.570517478681194e-11,8.440863569744011e-06,2.3859010852300372e-09,5.477313423751425e-10,9.960854179303666e-07,6.02508769788193e-08,1.8983936123535209e-06,1.3164979607980462e-15,1.0680546220734383e-10,4.415023744886088e-08,1.918900774865578e-06,4.5373386151822425e-09,4.5373386151822425e-09,5.258396274158932e-13,1.174150149949144e-11,6.162999915454798e-09
1.07,-6.286113677430101e-11,8.440309533336686e-06,2.388136240447414e-09,5.476169082008091e-10,9.86049357315154e-07,6.08040733740282e-08,1.9083268116090734e-06,1.3413134761879776e-15,1.0362078509605545e-10,4.454986793102465e-08,1.929091241405069e-06,4.6380792794631506e-09,4.6380792794631506e-09,5.307135991118966e-13,1.1851036886614296e-11,6.161105421935612e-09
1.08,-5.872257397923201e-11,8.43975557412905e-06,2.390229213826574e-09,5.475024984326915e-10,9.761348181733287e-07,6.135698546518852e-08,1.918137516814693e-06,1.366359296042047e-15,1.0037120868828357e-10,4.494923529206669e-08,1.9391603723925763e-06,4.739934677979431e-09,4.739934677979431e-09,5.355859021578934e-13,1.1960549305866874e-11,6.158123484928146e-09
1.09,-5.3289486401604916e-11,8.439201692121104e-06,2.3921800053675166e-09,5.473881130707897e-10,9.663418005048905e-07,6.190961325230027e-08,1.9278257279703803e-06,1.3916354203602541e-15,9.705673298402821e-11,4.534833953198701e-08,1.9491081678281003e-06,4.842904810731084e-09,4.842904810731084e-09,5.404565365538835e-13,1.2070038757249173e-11,6.154054104432401e-09
1.1,-4.656187404141976e-11,8.438647887312848e-06,2.393988615070242e-09,5.472737521151038e-10,9.566703043098397e-07,6.246195673536344e-08,1.937391445076135e-06,1.4171418491425994e-15,9.367735798328934e-11,4.5747180650785615e-08,1.95893462771164e-06,4.946989677718108e-09,4.946989677718108e-09,5.453255022998669e-13,1.2179505240761194e-11,6.148897280448377e-09
1.11,-3.853973689867653e-11,8.438094159704281e-06,2.3956550429347506e-09,5.471594155656336e-10,9.471203295881761e-07,6.301401591437802e-08,1.9468346681319573e-06,1.4428785823890824e-15,9.0233083686067e-11,4.6145758648462495e-08,1.9686397520431964e-06,5.052189278940504e-09,5.052189278940504e-09,5.501927993958438e-13,1.2288948756402938e-11,6.142653012976074e-09
1.12,-2.9223074973375216e-11,8.437540509295405e-06,2.397179288961042e-09,5.470451034223794e-10,9.376918763398998e-07,6.356579078934403e-08,1.956155397137847e-06,1.4688456200997035e-15,8.672391009236116e-11,4.654407352501765e-08,1.9782235408227695e-06,5.158503614398273e-09,5.158503614398273e-09,5.55058427841814e-13,1.2398369304174402e-11,6.135321302015492e-09
1.1300000000000001,7.20251093679477e-11,8.436986664701446e-06,2.3979374421310185e-09,5.469308232516245e-10,9.305105879657198e-07,6.410225543572907e-08,1.9632192375710005e-06,1.4952040297950855e-15,6.847645400057578e-11,4.693794519313468e-08,1.9855648021196516e-06,5.275307719744666e-09,5.275307719744666e-09,5.599244694581414e-13,1.2507757074907707e-11,6.051562430740116e-09
1.1400000000000001,5.8095934247121995e-11,8.436433246046615e-06,2.3993551621280717e-09,5.468165577641321e-10,9.20719290910827e-07,6.465774464517832e-08,1.972903359622915e-06,1.5215857662511578e-15,6.901993711487814e-11,4.7336925306474435e-08,1.9955105377155474e-06,5.381179292802761e-09,5.381179292802761e-09,5.647861672085265e-13,1.261713448291318e-11,6.063530430289174e-09
1.1500000000000001,4.539341934751843e-11,8.435879904794674e-06,2.4006311674410356e-09,5.467023166771903e-10,9.110479237512606e-07,6.521296080125811e-08,1.9824665857553716e-06,1.5481976865718675e-15,6.950950764607333e-11,4.7735645428537884e-08,2.005336526004477e-06,5.48815858052697e-09,5.48815858052697e-09,5.696461947501394e-13,1.2726488930392997e-11,6.074467397053829e-09
1.16,3.387524361983588e-11,8.43532664107234e-06,2.4017657493921033e-09,5.465880999872663e-10,9.014954939623175e-07,6.576791092000946e-08,1.9919099125792256e-06,1.5750397155501063e-15,6.995201702338019e-11,4.8134107511129324e-08,2.015043757432622e-06,5.596241205440584e-09,5.596241205440584e-09,5.745045511109177e-13,1.2835820421927347e-11,6.08440850933823e-09
1.17,2.349908601477227e-11,8.434773455006333e-06,2.4027591993034683e-09,5.464739076908269e-10,8.920610090192946e-07,6.632260201747338e-08,2.001234336705334e-06,1.6021117779787668e-15,7.035431667601759e-11,4.8532313506053056e-08,2.024633222446166e-06,5.705422790066897e-09,5.705422790066897e-09,5.79361235318799e-13,1.2945128962096418e-11,6.093388945446532e-09
1.18,1.4222625483026345e-11,8.434220346723365e-06,2.403611808497324e-09,5.463597397843394e-10,8.827434763974889e-07,6.68770411096909e-08,2.0104408547445534e-06,1.6294137986507405e-15,7.072325803320437e-11,4.893026536511339e-08,2.03410591149129e-06,5.815698956929199e-09,5.815698956929199e-09,5.842162464017208e-13,1.3054414555480393e-11,6.101443883682885e-09
1.19,6.003540975296636e-12,8.433667316350156e-06,2.404323868295864e-09,5.462455962642708e-10,8.735419035721975e-07,6.743123521270303e-08,2.0195304633077397e-06,1.6569457023589193e-15,7.106569252415936e-11,4.93279650401146e-08,2.043462815014177e-06,5.9270653285507824e-09,5.9270653285507824e-09,5.890695833876207e-13,1.316367720665946e-11,6.1086085023514425e-09
1.2,-1.2004885577183486e-12,8.433114364013426e-06,2.4048956700212815e-09,5.461314771270881e-10,8.644552980187172e-07,6.798519134255078e-08,2.0285041590057493e-06,1.684707413896195e-15,7.138847157810144e-11,4.9725414482861e-08,2.0527049234610096e-06,6.0395175274549375e-09,6.0395175274549375e-09,5.939212453044361e-13,1.3272916920213803e-11,6.114917979756356e-09
1.21,-7.43178416532013e-12,8.432561489839888e-06,2.4053275049957698e-09,5.460173823692585e-10,8.554826672123451e-07,6.853891651527517e-08,2.037362938449439e-06,1.7126988580554597e-15,7.169844662424942e-11,5.0122615645156876e-08,2.061833227277969e-06,6.1530511761649564e-09,6.1530511761649564e-09,5.987712311801046e-13,1.3382133700723606e-11,6.120407494201776e-09
1.22,-1.2732666896810158e-11,8.432008693956262e-06,2.405619664541523e-09,5.459033119872492e-10,8.466230186283783e-07,6.909241774691721e-08,2.0461077982496646e-06,1.7409199596296049e-15,7.200246909182216e-11,5.051957047880653e-08,2.0708487169112383e-06,6.267661897204129e-09,6.267661897204129e-09,6.036195400425639e-13,1.3491327552769057e-11,6.125112223991857e-09
1.23,-1.714545780148998e-11,8.431455976489266e-06,2.405772439980734e-09,5.457892659775271e-10,8.378753597421136e-07,6.964570205351792e-08,2.0547397350172827e-06,1.7693706434115227e-15,7.230739041003852e-11,5.091628093561425e-08,2.079752382806999e-06,6.383345313095747e-09,6.383345313095747e-09,6.084661709197514e-13,1.3600498480930343e-11,6.1290673474307495e-09
1.24,-2.071247792866104e-11,8.430903337565615e-06,2.4057861226355967e-09,5.456752443365592e-10,8.29238698028848e-07,7.019877645111831e-08,2.0632597453631495e-06,1.7980508341941048e-15,7.262006200811734e-11,5.131274896738434e-08,2.088545215411434e-06,6.5000970463631025e-09,6.5000970463631025e-09,6.133111228396048e-13,1.3709646489787646e-11,6.132308042822606e-09
