t,V,K_i,Na_i,Ca_i,xr1,xr2,xs,m,h,Ca_ds,d,f,s,r,Ca_up,Ca_rel,ActFrac,ProdFrac,Ca_Calmod,Ca_Trop
0.67,-93.05502713189408,138.49612832866976,5.689291103676303,5.608668990440418e-06,9.887117384726875e-06,2.15135837454111e-07,6.721901422181248e-07,0.0015754133882739663,0.9946539954790067,2.156228895577283e-07,2.276425839811061e-08,4.030805235870813e-09,0.9998700172075347,1.8398339409933168e-08,0.18747071342944363,0.18560967816398163,0.00018302986600263126,0.010993099955520589,0.00022185810579831273,0.00013982461034494264
0.68,-93.05502744678665,138.4961299704616,5.689291110583586,5.608668945228758e-06,9.887116831249714e-06,2.151357999996002e-07,6.721901139958201e-07,0.0015754133202483197,0.994653995855664,2.156228732424621e-07,2.2764256606475925e-08,4.0308048950302944e-09,0.9998700172150575,1.8398338251234782e-08,0.18747071198648657,0.1856096767355019,0.00018302986307326411,0.01099309977948357,0.00022185810402974415,0.00013982460922096372
0.6900000000000001,-93.05502776167923,138.4961316122534,5.6892911174908685,5.608668900017098e-06,9.887116277772554e-06,2.1513576254508938e-07,6.721900857735155e-07,0.0015754132522226732,0.9946539962323214,2.156228569271959e-07,2.2764254814841238e-08,4.030804554189776e-09,0.9998700172225803,1.8398337092536393e-08,0.1874707105435295,0.1856096753070222,0.000183029860143897,0.01099309960344655,0.00022185810226117554,0.0001398246080969848
0.7000000000000001,-93.05502807657179,138.49613325404525,5.68929112439815,5.608668854805438e-06,9.887115724295393e-06,2.151357250905786e-07,6.72190057551211e-07,0.0015754131841970267,0.9946539966089788,2.1562284061192971e-07,2.276425302320655e-08,4.030804213349258e-09,0.9998700172301032,1.8398335933838003e-08,0.18747070910057245,0.18560967387854246,0.00018302985721452985,0.01099309942740953,0.00022185810049260695,0.0001398246069730059
0.71,-93.05502839146436,138.49613489583706,5.689291131305433,5.608668809593778e-06,9.887115170818234e-06,2.1513568763606778e-07,6.721900293289063e-07,0.0015754131161713801,0.9946539969856362,2.156228242966635e-07,2.2764251231571865e-08,4.030803872508739e-09,0.999870017237626,1.8398334775139614e-08,0.18747070765761537,0.18560967245006274,0.0001830298542851627,0.010993099251372512,0.00022185809872403835,0.000139824605849027
0.72,-93.05502870635694,138.4961365376289,5.689291138212716,5.6086687643821185e-06,9.887114617341074e-06,2.1513565018155696e-07,6.721900011066017e-07,0.0015754130481457336,0.9946539973622935,2.156228079813973e-07,2.2764249439937178e-08,4.030803531668221e-09,0.9998700172451489,1.8398333616441228e-08,0.1874707062146583,0.18560967102158302,0.00018302985135579557,0.010993099075335492,0.00022185809695546976,0.00013982460472504807
0.73,-93.05502902124951,138.4961381794207,5.689291145119999,5.6086687191704585e-06,9.887114063863913e-06,2.1513561272704615e-07,6.72189972884297e-07,0.001575412980120087,0.9946539977389509,2.156227916661311e-07,2.276424764830249e-08,4.030803190827703e-09,0.9998700172526718,1.839833245774284e-08,0.18747070477170125,0.1856096695931033,0.00018302984842642842,0.010993098899298472,0.00022185809518690116,0.00013982460360106915
0.74,-93.05502933614207,138.49613982121255,5.689291152027281,5.6086686739587985e-06,9.887113510386753e-06,2.1513557527253533e-07,6.721899446619925e-07,0.0015754129120944405,0.9946539981156083,2.156227753508649e-07,2.2764245856667805e-08,4.030802849987184e-09,0.9998700172601945,1.839833129904445e-08,0.1874707033287442,0.18560966816462357,0.00018302984549706128,0.010993098723261454,0.00022185809341833255,0.00013982460247709023
0.75,-93.05502965103464,138.49614146300436,5.689291158934564,5.6086686287471384e-06,9.887112956909592e-06,2.1513553781802455e-07,6.721899164396879e-07,0.001575412844068794,0.9946539984922657,2.1562275903559867e-07,2.2764244065033118e-08,4.030802509146666e-09,0.9998700172677174,1.839833014034606e-08,0.18747070188578713,0.18560966673614385,0.00018302984256769413,0.010993098547224434,0.00022185809164976397,0.00013982460135311133
0.76,-93.05502996592722,138.4961431047962,5.689291165841847,5.608668583535479e-06,9.887112403432431e-06,2.1513550036351373e-07,6.721898882173832e-07,0.0015754127760431475,0.9946539988689231,2.1562274272033248e-07,2.276424227339843e-08,4.030802168306148e-09,0.9998700172752403,1.8398328981647674e-08,0.18747070044283004,0.18560966530766412,0.00018302983963832702,0.010993098371187414,0.00022185808988119536,0.0001398246002291324
0.77,-93.05503028081979,138.49614474658802,5.6892911727491295,5.608668538323819e-06,9.887111849955271e-06,2.1513546290900292e-07,6.721898599950787e-07,0.001575412708017501,0.9946539992455805,2.1562272640506628e-07,2.2764240481763745e-08,4.030801827465629e-09,0.9998700172827631,1.8398327822949285e-08,0.18747069899987298,0.1856096638791844,0.00018302983670895987,0.010993098195150396,0.00022185808811262678,0.0001398245991051535
0.78,-93.05503059571235,138.49614638837986,5.689291179656411,5.608668493112159e-06,9.887111296478112e-06,2.151354254544921e-07,6.721898317727741e-07,0.0015754126399918544,0.9946539996222379,2.1562271008980008e-07,2.2764238690129058e-08,4.030801486625111e-09,0.999870017290286,1.8398326664250895e-08,0.18747069755691592,0.18560966245070468,0.00018302983377959273,0.010993098019113376,0.00022185808634405817,0.00013982459798117457
0.79,-93.05503091060493,138.49614803017167,5.689291186563694,5.608668447900499e-06,9.887110743000952e-06,2.151353879999813e-07,6.721898035504694e-07,0.001575412571966208,0.9946539999988953,2.1562269377453386e-07,2.276423689849437e-08,4.030801145784593e-09,0.9998700172978088,1.8398325505552506e-08,0.18747069611395886,0.18560966102222495,0.0001830298308502256,0.010993097843076356,0.00022185808457548956,0.00013982459685719565
0.8,-93.0550312254975,138.4961496719635,5.689291193470977,5.60866840268884e-06,9.887110189523791e-06,2.1513535054547048e-07,6.721897753281648e-07,0.0015754125039405614,0.9946540003755526,2.1562267745926766e-07,2.2764235106859685e-08,4.030800804944074e-09,0.9998700173053316,1.839832434685412e-08,0.18747069467100178,0.18560965959374523,0.00018302982792085844,0.010993097667039337,0.00022185808280692098,0.00013982459573321675
0.81,-93.05503154039008,138.49615131375535,5.68929120037826,5.60866835747718e-06,9.88710963604663e-06,2.151353130909597e-07,6.721897471058602e-07,0.0015754124359149148,0.99465400075221,2.1562266114400146e-07,2.2764233315224998e-08,4.030800464103557e-09,0.9998700173128545,1.839832318815573e-08,0.18747069322804472,0.1856096581652655,0.0001830298249914913,0.010993097491002317,0.00022185808103835237,0.00013982459460923783
0.8200000000000001,-93.05503185528264,138.49615295554716,5.689291207285542,5.60866831226552e-06,9.88710908256947e-06,2.1513527563644888e-07,6.721897188835556e-07,0.0015754123678892683,0.9946540011288674,2.1562264482873524e-07,2.276423152359031e-08,4.030800123263038e-09,0.9998700173203774,1.839832202945734e-08,0.18747069178508766,0.18560965673678578,0.00018302982206212418,0.010993097314965297,0.0002218580792697838,0.0001398245934852589
0.8300000000000001,-93.05503217017521,138.496154597339,5.689291214192825,5.60866826705386e-06,9.88710852909231e-06,2.1513523818193806e-07,6.72189690661251e-07,0.0015754122998636218,0.9946540015055247,2.1562262851346904e-07,2.2764229731955625e-08,4.03079978242252e-09,0.9998700173279002,1.8398320870758952e-08,0.1874706903421306,0.18560965530830606,0.00018302981913275704,0.010993097138928279,0.00022185807750121518,0.00013982459236128
0.84,-93.05503248506778,138.4961562391308,5.689291221100108,5.6086682218422e-06,9.887107975615149e-06,2.1513520072742725e-07,6.721896624389463e-07,0.0015754122318379752,0.9946540018821821,2.1562261219820284e-07,2.2764227940320938e-08,4.030799441582002e-09,0.999870017335423,1.8398319712060566e-08,0.1874706888991735,0.18560965387982634,0.0001830298162033899,0.010993096962891259,0.0002218580757326466,0.0001398245912373011
0.85,-93.05503279996036,138.49615788092265,5.689291228007391,5.608668176630541e-06,9.887107422137988e-06,2.1513516327291643e-07,6.721896342166418e-07,0.001575412163812329,0.9946540022588395,2.1562259588293665e-07,2.276422614868625e-08,4.030799100741483e-09,0.9998700173429459,1.8398318553362177e-08,0.18747068745621645,0.1856096524513466,0.00018302981327402275,0.010993096786854239,0.000221858073964078,0.00013982459011332218
0.86,-93.05503311485292,138.49615952271446,5.6892912349146725,5.6086681314188805e-06,9.88710686866083e-06,2.1513512581840565e-07,6.721896059943371e-07,0.0015754120957866824,0.9946540026354969,2.1562257956767042e-07,2.2764224357051565e-08,4.030798759900965e-09,0.9998700173504688,1.8398317394663787e-08,0.1874706860132594,0.1856096510228669,0.0001830298103446556,0.01099309661081722,0.00022185807219550938,0.00013982458898934325
0.87,-93.05503342974549,138.4961611645063,5.689291241821955,5.6086680862072205e-06,9.887106315183669e-06,2.1513508836389483e-07,6.721895777720325e-07,0.0015754120277610359,0.9946540030121542,2.1562256325240423e-07,2.2764222565416878e-08,4.030798419060447e-09,0.9998700173579916,1.8398316235965398e-08,0.18747068457030233,0.18560964959438717,0.00018302980741528846,0.0109930964347802,0.0002218580704269408,0.00013982458786536433
0.88,-93.05503374463807,138.49616280629812,5.689291248729238,5.6086680409955605e-06,9.887105761706508e-06,2.1513505090938402e-07,6.72189549549728e-07,0.0015754119597353893,0.9946540033888116,2.1562254693713803e-07,2.276422077378219e-08,4.030798078219928e-09,0.9998700173655144,1.8398315077267012e-08,0.18747068312734527,0.18560964816590744,0.00018302980448592132,0.01099309625874318,0.0002218580686583722,0.0001398245867413854
0.89,-93.05503405953064,138.49616444808996,5.689291255636521,5.608667995783901e-06,9.887105208229348e-06,2.151350134548732e-07,6.721895213274233e-07,0.0015754118917097428,0.994654003765469,2.1562253062187183e-07,2.2764218982147505e-08,4.03079773737941e-09,0.9998700173730373,1.8398313918568623e-08,0.18747068168438819,0.18560964673742772,0.0001830298015565542,0.010993096082706162,0.0002218580668898036,0.00013982458561740652
0.9,-93.0550343744232,138.49616608988177,5.6892912625438035,5.608667950572241e-06,9.887104654752187e-06,2.151349760003624e-07,6.721894931051187e-07,0.0015754118236840963,0.9946540041421263,2.156225143066056e-07,2.276421719051282e-08,4.030797396538892e-09,0.9998700173805601,1.8398312759870233e-08,0.18747068024143113,0.185609645308948,0.00018302979862718706,0.010993095906669142,0.000221858065121235,0.0001398245844934276
0.91,-93.05503468931578,138.4961677316736,5.689291269451086,5.608667905360581e-06,9.887104101275027e-06,2.151349385458516e-07,6.721894648828141e-07,0.0015754117556584497,0.9946540045187837,2.156224979913394e-07,2.2764215398878132e-08,4.030797055698373e-09,0.999870017388083,1.8398311601171844e-08,0.18747067879847407,0.18560964388046827,0.00018302979569781991,0.010993095730632122,0.0002218580633526664,0.00013982458336944868
0.92,-93.05503500420835,138.49616937346542,5.689291276358369,5.608667860148921e-06,9.887103547797866e-06,2.151349010913408e-07,6.721894366605095e-07,0.0015754116876328032,0.9946540048954412,2.156224816760732e-07,2.2764213607243445e-08,4.030796714857855e-09,0.9998700173956059,1.8398310442473455e-08,0.187470677355517,0.18560964245198855,0.00018302979276845277,0.010993095554595104,0.0002218580615840978,0.00013982458224546976
0.93,-93.05503531910092,138.49617101525726,5.689291283265652,5.608667814937262e-06,9.887102994320707e-06,2.1513486363682998e-07,6.721894084382049e-07,0.0015754116196071567,0.9946540052720986,2.1562246536080701e-07,2.276421181560876e-08,4.0307963740173366e-09,0.9998700174031286,1.839830928377507e-08,0.18747067591255992,0.18560964102350883,0.00018302978983908563,0.010993095378558084,0.0002218580598155292,0.00013982458112149086
0.9400000000000001,-93.05503563399348,138.4961726570491,5.6892912901729344,5.608667769725602e-06,9.887102440843547e-06,2.1513482618231916e-07,6.721893802159002e-07,0.0015754115515815102,0.994654005648756,2.156224490455408e-07,2.2764210023974072e-08,4.030796033176819e-09,0.9998700174106515,1.839830812507668e-08,0.18747067446960286,0.1856096395950291,0.00018302978690971848,0.010993095202521064,0.00022185805804696062,0.00013982457999751194
0.9500000000000001,-93.05503594888606,138.4961742988409,5.689291297080216,5.608667724513942e-06,9.887101887366386e-06,2.1513478872780835e-07,6.721893519935956e-07,0.0015754114835558636,0.9946540060254133,2.156224327302746e-07,2.2764208232339385e-08,4.030795692336301e-09,0.9998700174181744,1.839830696637829e-08,0.1874706730266458,0.18560963816654938,0.00018302978398035137,0.010993095026484045,0.000221858056278392,0.00013982457887353302
0.96,-93.05503626377863,138.49617594063275,5.689291303987499,5.608667679302282e-06,9.887101333889226e-06,2.1513475127329753e-07,6.721893237712911e-07,0.001575411415530217,0.9946540064020707,2.156224164150084e-07,2.27642064407047e-08,4.030795351495782e-09,0.9998700174256973,1.83983058076799e-08,0.18747067158368874,0.18560963673806966,0.00018302978105098422,0.010993094850447025,0.0002218580545098234,0.0001398245777495541
0.97,-93.0550365786712,138.49617758242456,5.689291310894782,5.608667634090623e-06,9.887100780412065e-06,2.1513471381878675e-07,6.721892955489864e-07,0.0015754113475045706,0.9946540067787281,2.156224000997422e-07,2.2764204649070012e-08,4.030795010655264e-09,0.99987001743322,1.8398304648981515e-08,0.18747067014073165,0.18560963530958993,0.00018302977812161708,0.010993094674410005,0.00022185805274125482,0.00013982457662557518
0.98,-93.05503689356377,138.4961792242164,5.6892913178020645,5.608667588878963e-06,9.887100226934905e-06,2.1513467636427593e-07,6.721892673266818e-07,0.001575411279478924,0.9946540071553854,2.1562238378447597e-07,2.2764202857435325e-08,4.030794669814746e-09,0.9998700174407429,1.8398303490283125e-08,0.1874706686977746,0.1856096338811102,0.00018302977519224994,0.010993094498372987,0.0002218580509726862,0.00013982457550159628
0.99,-93.05503720845634,138.49618086600822,5.689291324709347,5.608667543667303e-06,9.887099673457744e-06,2.1513463890976512e-07,6.721892391043771e-07,0.0015754112114532775,0.9946540075320428,2.1562236746920978e-07,2.276420106580064e-08,4.030794328974227e-09,0.9998700174482658,1.8398302331584736e-08,0.18747066725481754,0.18560963245263049,0.0001830297722628828,0.010993094322335967,0.00022185804920411763,0.00013982457437761736
1.0,-93.05503752334891,138.49618250780006,5.68929133161663,5.6086674984556426e-06,9.887099119980585e-06,2.151346014552543e-07,6.721892108820726e-07,0.001575411143427631,0.9946540079087002,2.1562235115394358e-07,2.2764199274165952e-08,4.030793988133709e-09,0.9998700174557886,1.8398301172886347e-08,0.18747066581186048,0.18560963102415076,0.00018302976933351565,0.010993094146298949,0.00022185804743554902,0.00013982457325363844
1.01,-93.05503783824149,138.49618414959187,5.689291338523913,5.6086674532439825e-06,9.887098566503425e-06,2.151345640007435e-07,6.72189182659768e-07,0.0015754110754019844,0.9946540082853575,2.1562233483867738e-07,2.2764197482531265e-08,4.030793647293191e-09,0.9998700174633115,1.839830001418796e-08,0.18747066436890342,0.18560962959567104,0.0001830297664041485,0.010993093970261929,0.00022185804566698044,0.00013982457212965952
1.02,-93.05503815313405,138.4961857913837,5.6892913454311955,5.608667408032323e-06,9.887098013026264e-06,2.151345265462327e-07,6.721891544374633e-07,0.001575411007376338,0.9946540086620149,2.1562231852341116e-07,2.276419569089658e-08,4.030793306452672e-09,0.9998700174708343,1.839829885548957e-08,0.18747066292594633,0.18560962816719132,0.0001830297634747814,0.010993093794224909,0.00022185804389841183,0.00013982457100568063
1.03,-93.05503846802662,138.49618743317552,5.689291352338477,5.608667362820663e-06,9.887097459549103e-06,2.151344890917219e-07,6.721891262151588e-07,0.0015754109393506914,0.9946540090386723,2.1562230220814496e-07,2.2764193899261892e-08,4.030792965612154e-09,0.9998700174783571,1.8398297696791182e-08,0.18747066148298927,0.1856096267387116,0.00018302976054541424,0.01099309361818789,0.00022185804212984322,0.0001398245698817017
1.04,-93.0550387829192,138.49618907496736,5.68929135924576,5.608667317609003e-06,9.887096906071943e-06,2.1513445163721107e-07,6.721890979928542e-07,0.0015754108713250448,0.9946540094153297,2.1562228589287876e-07,2.2764192107627205e-08,4.030792624771636e-09,0.99987001748588,1.8398296538092793e-08,0.1874706600400322,0.18560962531023187,0.0001830297576160471,0.01099309344215087,0.00022185804036127464,0.00013982456875772278
