t,bLR,aG,cAMP,aCaMK,Ca,CaCaM,V
7.53,5.002350672401267e-23,5.992726894797887e-14,2.8357321784154487e-13,0.017927902853973606,6.744014613279113e-05,2.4655587157502167e-06,-69.99978280883381
7.54,4.535283808745994e-23,5.700130994732262e-14,2.6964986724602943e-13,0.01776759140358975,6.615135373687383e-05,2.418441479107663e-06,-69.99978695930162
7.55,4.109579425365766e-23,5.421743850619589e-14,2.5641644273453805e-13,0.017608710102227195,6.488717671548777e-05,2.3722241612033876e-06,-69.99979103054548
7.5600000000000005,3.7214247506661865e-23,5.156984037468209e-14,2.4385286088627685e-13,0.017451246406433453,6.364716118092814e-05,2.326890168259784e-06,-69.99979502409639
7.57,3.367718956762143e-23,4.905296599433517e-14,2.3193893148081415e-13,0.01729518787855619,6.243086147612795e-05,2.282423207404897e-06,-69.99979894144509
7.58,3.042785432094518e-23,4.665479135754141e-14,2.2056737638174747e-13,0.01714052129679995,6.123774280543802e-05,2.2388037269302864e-06,-69.99980278389717
7.59,2.7464947294758547e-23,4.4373468320300315e-14,2.0975873272256747e-13,0.01698723485399802,6.006742180357315e-05,2.1960177113025617e-06,-69.99980655293122
7.6000000000000005,2.4778271371214028e-23,4.2204129244426754e-14,1.9949104232650604e-13,0.016835316415087724,5.8919475884940323e-05,2.154049711124714e-06,-69.99981024991496
7.61,2.2365853885478314e-23,4.0142397687925916e-14,1.8974516368091241e-13,0.016684753980717826,5.7793493967195646e-05,2.1128846975494766e-06,-69.99981387618077
7.62,2.0185262645392807e-23,3.81820527264643e-14,1.8048650657801172e-13,0.016535535369048494,5.6689041328292316e-05,2.0725067774806306e-06,-69.99981743311653
7.63,1.8163982709171014e-23,3.631552679304341e-14,1.7166892529642318e-13,0.016387648283574273,5.560566709704745e-05,2.0328994674222382e-06,-69.99982092214624
7.640000000000001,1.6339084950717082e-23,3.454060646266774e-14,1.6328711975040453e-13,0.01624108122600198,5.4543005074101664e-05,1.9940493794136574e-06,-69.99982434446947
7.65,1.470652731090731e-23,3.285320247999884e-14,1.553200960129532e-13,0.016095822511279223,5.350066494872662e-05,1.955942244001553e-06,-69.99982770134251
7.66,1.326656633505518e-23,3.124952843809509e-14,1.4774820391296453e-13,0.015951860564405503,5.2478265079534855e-05,1.9185641086768767e-06,-69.99983099399361
7.67,1.1953170240765887e-23,2.9723839411119665e-14,1.4054581446945234e-13,0.015809183666798406,5.147540013468547e-05,1.8819001548262254e-06,-69.9998342237324
7.68,1.0759503291344721e-23,2.8272452050541418e-14,1.336943374225699e-13,0.015667780407185614,5.049169861880057e-05,1.8459368008706817e-06,-69.9998373917554
7.69,9.691180730309814e-24,2.689224703085725e-14,1.2717737198167903e-13,0.015527639513639948,4.9526801443209486e-05,1.81066091881079e-06,-69.99984049921855
7.7,8.740003119761483e-24,2.5579827586359367e-14,1.2097798207121821e-13,0.015388749759201306,4.858034988474833e-05,1.7760593940097327e-06,-69.99984354727778
7.71,7.895745875084837e-24,2.4331856134272465e-14,1.150800873782198e-13,0.015251100010737203,4.765199065596958e-05,1.7421193105562126e-06,-69.99984653707114
7.72,7.113511768383212e-24,2.3143630632066122e-14,1.09466621735258e-13,0.015114679171393927,4.674135786144539e-05,1.7088272916011127e-06,-69.999849469772
7.73,6.40895797123779e-24,2.201323709441296e-14,1.0412490479559779e-13,0.014979476348456616,4.584812562807913e-05,1.6761714234802301e-06,-69.99985234643371
7.74,5.774744321873882e-24,2.0937906195500248e-14,9.904192895218515e-14,0.014845480706069683,4.497196192753238e-05,1.644139567498581e-06,-69.99985516812593
7.75,5.2046097685404676e-24,1.9915063158184084e-14,9.420571746899917e-14,0.01471268150767715,4.411254188285129e-05,1.6127198464101791e-06,-69.99985793589532
7.76,4.6933723695104454e-24,1.8942327753989798e-14,8.960532448105405e-14,0.0145810681160227,4.3269547768466906e-05,1.5819006444180462e-06,-69.99986065076554
7.7700000000000005,4.23692929308053e-24,1.801751430311177e-14,8.523083499439813e-14,0.014450629993149645,4.2442669010195005e-05,1.5516706071742077e-06,-69.9998633137373
7.78,3.825628705686939e-24,1.7137709360000567e-14,8.106818689751801e-14,0.014321356644576844,4.163158891390527e-05,1.5220181565902642e-06,-69.99986592582937
7.79,3.44315829705014e-24,1.629911704951613e-14,7.709830265913755e-14,0.014193237609937428,4.083598244003786e-05,1.4929314094754665e-06,-69.99986848808558
7.8,3.0962536407064058e-24,1.5501193041970448e-14,7.332029798171748e-14,0.014066262713192413,4.005557568803837e-05,1.464400352240919e-06,-69.99987100139053
7.8100000000000005,2.782286343188878e-24,1.474213438225408e-14,6.972616113745842e-14,0.013940421789647425,3.929008099878038e-05,1.4364144682951396e-06,-69.99987346667056
7.82,2.4994699886777613e-24,1.4020299666504287e-14,6.630872601793437e-14,0.013815704771910567,3.853921738971724e-05,1.4089634851371539e-06,-69.99987588483054
7.83,2.2468601390001597e-24,1.3334209042104641e-14,6.306167213409082e-14,0.013692101689892343,3.780271055488166e-05,1.3820373743564775e-06,-69.99987825675377
7.84,2.0243543336301916e-24,1.2682544207685288e-14,5.997952461624594e-14,0.013569602670805706,3.708029286488598e-05,1.3556263516331294e-06,-69.99988058330207
7.8500000000000005,1.8181702723831326e-24,1.2061932417196225e-14,5.704350405365031e-14,0.013448197704575173,3.6371665603624234e-05,1.3297194961411465e-06,-69.99988286543804
7.86,1.6218728709196777e-24,1.147015516022385e-14,5.424201540456699e-14,0.01332787698351579,3.567655364813398e-05,1.3043067496013436e-06,-69.99988510404795
7.87,1.4433605643933573e-24,1.0907214255861477e-14,5.1577455499449804e-14,0.013208631015192412,3.4994723636147326e-05,1.2793795804726946e-06,-69.99988729988297
7.88,1.2823753923309577e-24,1.0371899943380029e-14,4.904429871021621e-14,0.013090450259109258,3.432592548213274e-05,1.254928845824802e-06,-69.9998894537485
7.890000000000001,1.1392129222427043e-24,9.863119996541558e-15,4.663758396078444e-14,0.012973325267413259,3.36699150270385e-05,1.2309456193947103e-06,-69.99989156643088
7.9,1.0147222496223116e-24,9.379899723599428e-15,4.4352914727074455e-14,0.012857246684894087,3.302645403829295e-05,1.2074211915869159e-06,-69.99989363869733
7.91,9.103059979469075e-25,8.921381967298032e-15,4.2186459037006583e-14,0.0127422052489841,3.239531020980415e-05,1.184347069473352e-06,-69.99989567129603
7.92,8.065915191386513e-25,8.483928422922637e-15,4.0118977969907126e-14,0.012628191352943524,3.1776197356253236e-05,1.1617127903438059e-06,-69.99989766514874
7.930000000000001,7.087748592186835e-25,8.067282091772697e-15,3.814978027140004e-14,0.012515195974507074,3.116890255704882e-05,1.139510569988866e-06,-69.99989962094114
7.94,6.210281688659606e-25,7.671089130554233e-15,3.6277558027878454e-14,0.012403210151746495,3.057321439500278e-05,1.117732679162364e-06,-69.99990153935411
7.95,5.434417880809165e-25,7.294483266621846e-15,3.4498096828459937e-14,0.012292224920444258,2.9988914381970838e-05,1.0963711301095388e-06,-69.99990342109132
7.96,4.763762289548843e-25,6.9366772524523684e-15,3.2807534630788134e-14,0.012182231403222415,2.9415789161761975e-05,1.0754181226958064e-06,-69.9999052668399
7.97,4.204621756700877e-25,6.59696286564483e-15,3.1202361761032606e-14,0.012073220809542597,2.885363051013844e-05,1.0548660444067591e-06,-69.99990707727045
7.98,3.7928115479295493e-25,6.275105905934973e-15,2.968109401908188e-14,0.011965184521259704,2.830224593325992e-05,1.034707857818953e-06,-69.99990885300294
7.99,3.2966749148198095e-25,5.966970185708021e-15,2.8225737034148657e-14,0.011858113144807532,2.7761341251878207e-05,1.0149328079703634e-06,-69.99991059498467
8.0,2.864577076921776e-25,5.67405835978604e-15,2.6842198752148143e-14,0.011751998577678717,2.723077659808884e-05,9.955357814003915e-07,-69.99991230366616
8.01,2.490116293936834e-25,5.3956318056523826e-15,2.5526911286410514e-14,0.011646832301643461,2.671035497826424e-05,9.765095761769061e-07,-69.99991397968186
8.02,2.169081367018065e-25,5.131023393678589e-15,2.4276627214196675e-14,0.011542605883680111,2.6199884328627373e-05,9.578471705992351e-07,-69.9999156236503
8.03,1.8991986303848787e-25,4.8796337590434976e-15,2.3088403785511862e-14,0.01143931097516767,2.5699177415220975e-05,9.395417195411201e-07,-69.99991723617447
8.040000000000001,1.6798789429376086e-25,4.640927573652314e-15,2.1959587131918995e-14,0.011336939311078317,2.520805173387668e-05,9.215865507936665e-07,-69.99991881784213
8.05,1.4965201249680786e-25,4.413960983565085e-15,2.0886005640981365e-14,0.0112354825456416,2.4726310994033118e-05,9.039744881282871e-07,-69.99992036928548
8.06,1.3048637036897286e-25,4.196910695021736e-15,1.9860169627944966e-14,0.011134932088583438,2.4253726667310966e-05,8.866971767271122e-07,-69.9999218912405
8.07,1.141153758488875e-25,3.99042190560327e-15,1.8884058072290266e-14,0.011035280273369877,2.379016954303649e-05,8.697498927495144e-07,-69.99992338412332
8.08,1.0038049892789806e-25,3.794020175550886e-15,1.7955411283106818e-14,0.010936519106168803,2.3335468830411084e-05,8.531263922181861e-07,-69.99992484848397
8.09,8.911444144604105e-26,3.607261065962975e-15,1.7072120688157737e-14,0.010838640667333999,2.288945736352647e-05,8.368205636789597e-07,-69.99992628486082
8.1,8.011371959780389e-26,3.429725768182806e-15,1.6232210588378606e-14,0.010741637110373545,2.2451971476094846e-05,8.208264236210404e-07,-69.99992769378093
8.11,7.31112464378854e-26,3.2610167331861963e-15,1.5433819912376348e-14,0.010645500660918248,2.2022850876179014e-05,8.051381118972382e-07,-69.99992907576058
8.120000000000001,6.774891438695571e-26,3.1007533009691724e-15,1.4675183970927998e-14,0.010550223615690009,2.1601938520922435e-05,7.89749887144197e-07,-69.99993043130547
8.13,6.355017773742034e-26,2.9485673299357565e-15,1.395461621148013e-14,0.010455798341470323,2.1189080491279667e-05,7.746561222026386e-07,-69.99993176091134
8.14,5.989263515917522e-26,2.8040988262854778e-15,1.3270489972646931e-14,0.01036221727406857,2.0784125866746055e-05,7.59851299537577e-07,-69.99993306506421
8.15,5.598061220537141e-26,2.666991573401165e-15,1.262122023870964e-14,0.010269472917290499,2.038692660008816e-05,7.453300066585632e-07,-69.99993434424087
8.16,5.648393097751029e-26,2.5370812212598885e-15,1.2005532349286002e-14,0.010177557706399398,1.999732686539414e-05,7.310865466927901e-07,-69.99993559894321
8.17,6.71612555251348e-26,2.414243187859774e-15,1.1422223493530306e-14,0.01008646411109675,1.9615171012845026e-05,7.171152292052691e-07,-69.99993682967255
8.18,8.0475786151169e-26,2.297900636689525e-15,1.0869417382524684e-14,0.009996184977836605,1.9240330115766173e-05,7.03411340738136e-07,-69.99993803684404
8.19,9.585788199174741e-26,2.1877092858898922e-15,1.0345573561066e-14,0.00990671304355634,1.8872664150387628e-05,6.899697621324588e-07,-69.99993922090864
8.2,1.1254293540116748e-25,2.0833106972363633e-15,9.849107836051e-15,0.00981804110527207,1.851203512548188e-05,6.767854485374583e-07,-69.99994038231074
8.21,1.295487414736548e-25,1.9843280681245597e-15,9.378374273406045e-15,0.009730162018932575,1.8158306948200586e-05,6.638534245056047e-07,-69.99994152148864
8.22,1.4565286756511255e-25,1.890362023555726e-15,8.931647195017262e-15,0.009643068698273279,1.7811345289911595e-05,6.511687790877253e-07,-69.99994263887493
8.23,1.5937002281490176e-25,1.800986408122039e-15,8.507103175659852e-15,0.009556754113670086,1.7471017452035367e-05,6.387266609280886e-07,-69.99994373489697
8.24,1.6892942766759082e-25,1.7157440779920954e-15,8.10280303992825e-15,0.009471211290993375,1.7137192231882006e-05,6.265222733595117e-07,-69.99994480997731
8.25,1.7225218339472017e-25,1.6341426928963125e-15,7.716673859165857e-15,0.009386433310461902,1.680973978848797e-05,6.145508694984568e-07,-69.9999458645341
8.26,1.669286416165642e-25,1.5556505081123433e-15,7.346490948394852e-15,0.009302413305496735,1.6488531508452883e-05,6.028077473401294e-07,-69.9999468989815
8.27,1.7159708500881068e-25,1.4825732078215923e-15,7.000901740259106e-15,0.009219144854177897,1.617349998648766e-05,5.912904426001824e-07,-69.9999479135367
8.28,1.9197320204454671e-25,1.415479636481175e-15,6.6818925710505944e-15,0.00913662135533102,1.5864543534108e-05,5.79995237627592e-07,-69.99994890852719
8.290000000000001,2.124456575961956e-25,1.3520692342687926e-15,6.380446139202349e-15,0.009054835873618912,1.5561502501613686e-05,5.689162957548298e-07,-69.99994988446707
8.3,2.323100269683588e-25,1.2920486824620365e-15,6.095229857300481e-15,0.008973781803514816,1.5264260985952398e-05,5.580493796574351e-07,-69.99995084172961
8.31,2.507302931745288e-25,1.2351062609056797e-15,5.824830500585315e-15,0.008893452592693142,1.4972704518073886e-05,5.473903044369349e-07,-69.99995178068346
8.32,2.6672909493368956e-25,1.180909373695531e-15,5.5677428484525976e-15,0.008813841741119696,1.468671996494165e-05,5.369349340384686e-07,-69.99995270169298
8.33,2.791779746669348e-25,1.1291020748622368e-15,5.322358325954438e-15,0.008734942800141855,1.4406195431544365e-05,5.266791776684027e-07,-69.99995360511849
8.34,2.867876264940827e-25,1.0793025940550919e-15,5.0869536453003025e-15,0.008656749371578731,1.413102016290736e-05,5.166189862119471e-07,-69.99995449131671
8.35,2.8809814423029085e-25,1.0311008622258507e-15,4.8596794473580025e-15,0.008579255106811377,1.3861084446104084e-05,5.067503486507714e-07,-69.99995536064097
8.36,2.8146926938267093e-25,9.8405603731254e-16,4.63854894315469e-15,0.008502453705872938,1.3596279512267583e-05,4.970692884806221e-07,-69.99995621344154
8.370000000000001,2.6507063914689984e-25,9.376940299232613e-16,4.4214265553778174e-15,0.008426338916538843,1.333649743860193e-05,4.875718601289368e-07,-69.999957050066
8.38,2.5897695498986946e-25,8.955634553488957e-16,4.223698061347417e-15,0.008350905271470867,1.3081735152983203e-05,4.782579512812911e-07,-69.99995787052427
8.39,2.596369398562488e-25,8.5687552663980965e-16,4.041847216344683e-15,0.00827614656741198,1.2831879954551716e-05,4.6912344168286795e-07,-69.9999586751793
8.4,2.585739492140867e-25,8.199367715506406e-16,3.868410624486828e-15,0.008202056488990708,1.2586797531726425e-05,4.6016342100786675e-07,-69.99995946446363
8.41,2.557154800771808e-25,7.845956241659316e-16,3.7026363196440656e-15,0.008128629053191415,1.2346394685143702e-05,4.513744819608345e-07,-69.99996023867742
8.42,2.509992778149507e-25,7.507006363301495e-16,3.5437660175577493e-15,0.0080558583285092,1.211057974475853e-05,4.4275327315700405e-07,-69.99996099811588
8.43,2.4437379558350122e-25,7.18099878133726e-16,3.3910319253640647e-15,0.007983738434381007,1.1879262519946475e-05,4.3429649729806175e-07,-69.99996174306948
8.44,2.357986537566858e-25,6.86640338399101e-16,3.243653551117731e-15,0.007912263540616773,1.1652354249605676e-05,4.2600090934791507e-07,-69.99996247382407
8.45,2.2524509935717006e-25,6.561673251667638e-16,3.1008345133156963e-15,0.007841427866830536,1.1429767552258812e-05,4.1786331470846017e-07,-69.99996319066106
8.46,2.1269646548749294e-25,6.265238661812906e-16,2.961759350420812e-15,0.0077712256818715545,1.1211416376155048e-05,4.098805673953479e-07,-69.99996389385758
8.47,1.9814863076113918e-25,5.975501093774073e-16,2.8255903303856277e-15,0.007701651303255491,1.0997215949372169e-05,4.020495682137573e-07,-69.99996458368666
8.48,1.8161047873358955e-25,5.690827233660005e-16,2.691464260175943e-15,0.007632699096595455,1.078708272991832e-05,3.9436726293415423e-07,-69.99996526041733
8.49,1.6573141584591561e-25,5.426307539963727e-16,2.5674793710665247e-15,0.007564363888479644,1.058099292022403e-05,3.868327815361016e-07,-69.99996592412622
8.5,1.4958154029375677e-25,5.174055495303343e-16,2.4494056272322836e-15,0.007496639986953138,1.0378843749787746e-05,3.794423668108736e-07,-69.9999665751443
8.51,1.3299691166038766e-25,4.930927995861813e-16,2.3355499414169124e-15,0.007429521864735264,1.018055028309717e-05,3.7219291358292535e-07,-69.99996721374514
8.52,1.1629629567414505e-25,4.696708832476134e-16,2.2257820824376485e-15,0.007363004113999689,9.986039044947504e-06,3.650817356565418e-07,-69.99996784016534
8.53,9.983769854556047e-26,4.471269789730554e-16,2.1200123254620625e-15,0.0072970813759406245,9.795238074227033e-06,3.581062021900603e-07,-69.99996845463666
8.540000000000001,8.401980186661115e-26,4.254570875762341e-16,2.018191599688425e-15,0.007231748340357459,9.608076895764955e-06,3.512637366666497e-07,-69.99996905738607
8.55,6.928339750998488e-26,4.0466605520677286e-16,1.920311636026164e-15,0.007166999745239446,9.42448649217937e-06,3.445518158650948e-07,-69.99996964863583
8.56,5.61128225283165e-26,3.8476759633074886e-16,1.8264051147761423e-15,0.007102830376350288,9.244399275724933e-06,3.3796796883056884e-07,-69.9999702286036
8.57,4.5037394053453076e-26,3.657843167112885e-16,1.7365458133111148e-15,0.007039235066812821,9.067749060140856e-06,3.315097758454184e-07,-69.99997079750256
8.58,3.663284419570459e-26,3.4774773638914347e-16,1.6508487537560967e-15,0.006976208696693655,8.894471032498725e-06,3.251748673999418e-07,-69.99997135554142
8.59,3.152275494309756e-26,3.3069831266327073e-16,1.5694703506687487e-15,0.006913746192587815,8.724501725050359e-06,3.1896092316316915e-07,-69.99997190292459
8.6,2.106868644486549e-26,3.137496899422041e-16,1.4889519485393671e-15,0.006851842457025968,8.557772379161442e-06,3.1286542937349183e-07,-69.9999724398735
8.61,1.1441230431306704e-26,2.9750768530113513e-16,1.4116722639507131e-15,0.00679049254946687,8.394225998540231e-06,3.068863022912998e-07,-69.99997296657169
8.620000000000001,2.9258963186899256e-27,2.8199043811548544e-16,1.3377202577284464e-15,0.0067296915299038884,8.233802634165878e-06,3.0102135022752735e-07,-69.99997348321226
8.63,-4.402403304042362e-27,2.6719856659196356e-16,1.2671231261872152e-15,0.006669434501206298,8.076443382105323e-06,2.952684197006968e-07,-69.99997398998488
8.64,-1.048450598136955e-26,2.5313462836060405e-16,1.1999224028705382e-15,0.006609716610161572,7.922090492618723e-06,2.8962539942572667e-07,-69.99997448707555
8.65,-1.5278431557503555e-26,2.39802855319329e-16,1.1361729803160977e-15,0.006550533047038466,7.770687339972751e-06,2.8409021921033003e-07,-69.99997497466663
8.66,-1.8760814342707386e-26,2.2720888847849513e-16,1.0759421318209634e-15,0.006491879045150038,7.622178392253771e-06,2.786608488514078e-07,-69.99997545293697
8.67,-2.0928335279611988e-26,2.1535951280544404e-16,1.0193085332068334e-15,0.006433749880416692,7.4765091811810445e-06,2.7333529703144316e-07,-69.99997592206195
8.68,-2.1799154109533182e-26,2.0426239206905237e-16,9.663612845852707e-16,0.006376140870929211,7.3336262719199215e-06,2.6811161021489575e-07,-69.9999763822137
8.69,-2.141434153878856e-26,1.93925803684282e-16,9.171989321229442e-16,0.006319047376511796,7.193477232895048e-06,2.629878715445962e-07,-69.99997683356105
8.700000000000001,-1.9751558376222631e-26,1.8427730915888815e-16,8.713556880400249e-16,0.006262464786075195,7.056009678126605e-06,2.5796216583031287e-07,-69.99997727627272
8.71,-1.6234617143146183e-26,1.74709109288438e-16,8.245898016705438e-16,0.006206388448741258,6.921166038378671e-06,2.5303238838605243e-07,-69.99997771053411
8.72,-1.151684804312845e-26,1.6572389187877011e-16,7.805140296809332e-16,0.006150813921342941,6.7889023645386935e-06,2.4819693246681023e-07,-69.99997813648675
8.73,-5.716792063877482e-27,1.5730341407111193e-16,7.390689194100008e-16,0.006095736722303679,6.6591696350293605e-06,2.4345400588226427e-07,-69.9999785542885
8.74,1.0189093260201795e-27,1.4942689981563838e-16,7.001867054522454e-16,0.00604115240932122,6.53191965976348e-06,2.3880184684071744e-07,-69.9999789640946
8.75,8.514140717491283e-27,1.4207072048400268e-16,6.637899482191567e-16,0.005987056578922501,6.4071050493367e-06,2.342387228228076e-07,-69.99997936605763
8.76,1.6561939301367084e-26,1.3520807548186704e-16,6.297901725005161e-16,0.005933444866018507,6.2846791842202235e-06,2.2976292945521766e-07,-69.99997976032775
8.77,2.4923121408774707e-26,1.2880867286143364e-16,5.980865060256973e-16,0.005880312943459151,6.1645961839535326e-06,2.2537278938438563e-07,-69.9999801470527
8.78,3.332490905152862e-26,1.2283840993397528e-16,5.685643180249666e-16,0.00582765652158813,6.046810876337104e-06,2.2106665115021452e-07,-69.99998052637797
8.790000000000001,4.145955646252337e-26,1.1725905388236517e-16,5.410938577907794e-16,0.0057754713477977965,5.931278766625112e-06,2.168428880597818e-07,-69.99998089844685
8.8,4.898297663611924e-26,1.1202792237361176e-16,5.155288932390989e-16,0.005723753206084057,5.817956006718222e-06,2.1269989706105235e-07,-69.99998126340056
8.81,5.551336786854243e-26,1.0709756417138344e-16,4.917053494706682e-16,0.005672497916601188,5.706799364356194e-06,2.0863609761658387e-07,-69.99998162137831
8.82,6.062984029827054e-26,1.0241543974854348e-16,4.694399473323304e-16,0.0056217013352167396,5.597766192310682e-06,2.0464993057724015e-07,-69.99998197251747
8.83,6.38710424464254e-26,9.792360189967969e-17,4.48528841978324e-16,0.005571359353066398,5.4908143975779285e-06,2.0073985705590017e-07,-69.99998231695359
8.84,6.473378775716453e-26,9.355837635363525e-17,4.28746261431584e-16,0.005521467896108852,5.3859024105714885e-06,1.9690435730116825e-07,-69.99998265482054
8.85,6.267168113807245e-26,8.925004238603954e-17,4.098431451450414e-16,0.005472022924680661,5.2829891543149475e-06,1.9314192957108402e-07,-69.99998298625063
8.86,6.32107249549237e-26,8.557149892890745e-17,3.9358315785984226e-16,0.005423020601026098,5.182059729656885e-06,1.894520291643951e-07,-69.9999833112918
8.870000000000001,7.20978526493487e-26,8.311727521171228e-17,3.817928444592318e-16,0.0053744571282058635,5.083100790442817e-06,1.8583416815619647e-07,-69.99998362998706
8.88,8.085984112465254e-26,8.097121913198912e-17,3.715508495784789e-16,0.005326328353131017,4.98603980758165e-06,1.8228569493993316e-07,-69.99998394256995
8.89,8.936426844032334e-26,7.909994521795888e-17,3.6270136580009503e-16,0.005278630385689433,4.890839891166008e-06,1.7880526084959745e-07,-69.99998424915934
8.9,9.746975608760255e-26,7.746678718651409e-17,3.550721854897524e-16,0.005231359369050363,4.797464662729172e-06,1.753915359170499e-07,-69.99998454987234
8.91,1.0502581029318043e-25,7.603160743696783e-17,3.4847374395739576e-16,0.005184511479252656,4.705878229544692e-06,1.7204320793243336e-07,-69.99998484482455
8.92,1.1187266332288992e-25,7.475060654480294e-17,3.426981626183558e-16,0.005138082924792983,4.616045158926021e-06,1.687589815045879e-07,-69.9999851341301
8.93,1.1784111478540066e-25,7.357613275542144e-17,3.3751829215446277e-16,0.005092069946214063,4.527930452526149e-06,1.6553757712146544e-07,-69.99998541790168
8.94,1.2275237293591248e-25,7.245649147789367e-17,3.326867556751605e-16,0.005046468815692892,4.4414995206372285e-06,1.6237773021054452e-07,-69.99998569625069
8.950000000000001,1.2641789597985014e-25,7.133575477870752e-17,3.279349918786187e-16,0.005001275836628958,4.356718156490196e-06,1.5927819019924452e-07,-69.99998596928731
8.96,1.2863923337655464e-25,7.015357087551844e-17,3.229722982128502e-16,0.0049564873432325065,4.273552510554463e-06,1.5623771957534256e-07,-69.99998623712052
8.97,1.2920786714298104e-25,6.884497363089758e-17,3.1748487403681986e-16,0.004912099700112711,4.191969064837455e-06,1.53255092947385e-07,-69.9999864998583
8.98,1.279050531573894e-25,6.734019204608183e-17,3.111348637815612e-16,0.004868109301865938,4.11193460718431e-06,1.5032909610510437e-07,-69.99998675760759
8.99,1.245016624630396e-25,6.556445975472305e-17,3.0355940011128935e-16,0.004824512572663962,4.033416205577488e-06,1.474585250798336e-07,-69.99998701047444
9.0,1.1875802257188491e-25,6.343782451663716e-17,2.9436964708451466e-16,0.004781305965842193,3.956381182436407e-06,1.4464218520492063e-07,-69.99998725856412
9.01,1.104237587682661e-25,6.087495771155365e-17,2.831498433151565e-16,0.004738485963487905,3.880797088917073e-06,1.4187889017614338e-07,-69.9999875019811
9.02,1.0525857524453893e-25,5.941108711973215e-17,2.772124003560894e-16,0.0046960496717155095,3.8067095257520383e-06,1.3917030712042249e-07,-69.9999877405785
9.03,1.0208725300575819e-25,5.870568921747351e-17,2.7492165544862356e-16,0.004653993539545167,3.73407474977992e-06,1.365148368221737e-07,-69.99998797449726
9.040000000000001,9.824338699382549e-26,5.801257507488958e-17,2.7270563326032307e-16,0.00461231389708768,3.66283003400992e-06,1.3391018603193761e-07,-69.99998820393934
9.05,9.377562652228332e-26,5.731575564357727e-17,2.704736889423264e-16,0.004571007371296609,3.5929480277198583e-06,1.3135535482881678e-07,-69.99998842899284
9.06,8.874440065937682e-26,5.659919915412751e-17,2.6813345099743943e-16,0.004530070618121267,3.5244017813577343e-06,1.2884935795838008e-07,-69.99998864974454
9.07,8.322244169317332e-26,5.584682484665642e-17,2.655907431880598e-16,0.004489500322162463,3.457164729661273e-06,1.2639122421552658e-07,-69.99998886628002
9.08,7.729530859667835e-26,5.504249670133582e-17,2.6274950644409964e-16,0.004449293196328219,3.3912106747774198e-06,1.2397999582734762e-07,-69.99998907868363
9.09,7.106191049295243e-26,5.4170017168923716e-17,2.5951172077090854e-16,0.004409445981489481,3.326513769381837e-06,1.216147278359888e-07,-69.9999892870386
9.1,6.463503012022785e-26,5.321312090129507e-17,2.5577732715719643e-16,0.0043699554461358375,3.2630484997984105e-06,1.1929448748151242e-07,-69.99998949142713
9.11,5.814184729702537e-26,5.215546848197234e-17,2.514441494829569e-16,0.004330818386031235,3.2007896691187485e-06,1.170183535847597e-07,-69.99998969193034
9.120000000000001,5.172446238726988e-26,5.098064015665588e-17,2.4640781642738883e-16,0.004292031623869692,3.1397123803216733e-06,1.1478541593021252e-07,-69.99998988862842
9.13,4.554041976541165e-26,4.967212956375544e-17,2.4056168337682333e-16,0.004253592008931039,3.0797920193927667e-06,1.1259477464885749e-07,-69.99999008160063
9.14,3.976323128153626e-26,4.8213337464919505e-17,2.3379675433264154e-16,0.0042154964167365975,3.021004238443807e-06,1.1044553960104564e-07,-69.9999902709254
9.15,3.45828997264859e-26,4.658756547556675e-17,2.2600160381920064e-16,0.004177741748704924,2.9633249388323137e-06,1.0833682975935634e-07,-69.99999045668032
9.16,3.0206442296975006e-26,4.4778009795416417e-17,2.1706229879175638e-16,0.004140324931807516,2.906730254281039e-06,1.0626777259145921e-07,-69.99999063894226
9.17,2.685841406070699e-26,4.2767754939019e-17,2.06862320544386e-16,0.004103242918224534,2.8511965339974693e-06,1.0423750344297627e-07,-69.99999081778739
9.18,1.9421848308411114e-26,4.1174159168399587e-17,1.994388752971565e-16,0.004066493451843975,2.7967822060389433e-06,1.0224815839773547e-07,-69.99999099302755
9.19,1.1648588746622822e-26,3.9566891893171744e-17,1.9196302466061184e-16,0.004030073034793052,2.7434106721616254e-06,1.0029693708417513e-07,-69.99999116490939
9.200000000000001,3.9636883016765294e-27,3.7911532271018754e-17,1.841977749799712e-16,0.0039939786721024636,2.6910566154472823e-06,9.838291393567127e-08,-69.99999133351447
9.21,-3.546265550781193e-27,3.6215909180025345e-17,1.761809410721203e-16,0.003958207443870622,2.6397003377176776e-06,9.650536880231574e-08,-69.99999149890623
9.22,-1.078884526817738e-26,3.448940288849144e-17,1.6795846310081826e-16,0.003922756455731359,2.589322490574084e-06,9.466359432186429e-08,-69.99999166114696
9.23,-1.7665676025568203e-26,3.2742988055217976e-17,1.595846512887344e-16,0.0038876228385692256,2.539904064876019e-06,9.285689553508724e-08,-69.99999182029791
9.24,-2.4072328500201476e-26,3.098927672979123e-17,1.5112243062947862e-16,0.00385280374823476,2.4914263802199295e-06,9.108458950111863e-08,-69.99999197641921
9.25,-2.989821165607786e-26,2.9242561352867496e-17,1.4264358559963268e-16,0.003818296365259758,2.4438710744178866e-06,8.934600491280545e-08,-69.99999212957
9.26,-3.502646552851184e-26,2.751885775645768e-17,1.3422900487078184e-16,0.0037840978945725503,2.3972200929762814e-06,8.764048171205712e-08,-69.99999227980845
