t,GLY,G1P,G6P,F6P,FBP,DHAP,GAP,Thirteen_BPG,three_PG,two_PG,PEP,PYR,LAC,Pi,ADP,ATP,AMP,PCr,Cr,NADH,NAD
0.68,2.125381536e-314,2.1290304557e-314,2.1742406085e-314,2.1253761486e-314,2.1253815833e-314,2.1253761486e-314,2.1253808244e-314,2.1290304557e-314,2.2554594356e-314,2.255459815e-314,2.125379358e-314,2.173400681e-314,2.1290304557e-314,2.125381536e-314,2.1290304557e-314,2.1742444504e-314,2.1253761644e-314,2.1253815833e-314,2.1253761644e-314,2.1253808244e-314,2.1290304557e-314
0.6900000000000001,2.255459246e-314,2.2554591035e-314,2.125379358e-314,2.173399511e-314,2.1290304557e-314,2.125381536e-314,2.1290304557e-314,2.174244332e-314,2.12537618e-314,2.1253815833e-314,2.12537618e-314,2.1253808244e-314,2.1290304557e-314,2.2554589613e-314,2.2554596727e-314,2.125379358e-314,2.1733989104e-314,2.1290304557e-314,2.125381536e-314,2.1290304557e-314,2.1742442844e-314
0.7000000000000001,2.125376196e-314,2.1253815833e-314,2.125376196e-314,2.1253808244e-314,2.1290304557e-314,2.2554598624e-314,2.25545991e-314,2.125379358e-314,2.1733994796e-314,2.1290304557e-314,2.125381536e-314,2.1290304557e-314,2.174244142e-314,2.125376212e-314,2.1253815833e-314,2.125376212e-314,2.1253808244e-314,2.1290304557e-314,2.2554599573e-314,2.2554600047e-314,2.125379358e-314
0.71,2.173401029e-314,2.1290304557e-314,2.125381536e-314,2.1290304557e-314,2.1742440235e-314,2.1253762276e-314,2.1253815833e-314,2.1253762276e-314,2.1253808244e-314,2.1290304557e-314,2.255460052e-314,2.2554600996e-314,2.125379358e-314,2.174243976e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.125380516e-314,2.125375295e-314,2.1253815833e-314,2.125375295e-314
0.72,2.1253808244e-314,2.1290302976e-314,2.25545274e-314,2.255460147e-314,2.125379358e-314,2.1742439524e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.12538054e-314,2.1253753107e-314,2.1253815833e-314,2.1253753107e-314,2.1253808244e-314,2.1290302976e-314,2.255452819e-314,2.255452898e-314,2.125379358e-314,2.174240585e-314,2.1290302976e-314,2.125381536e-314
0.73,2.1290302976e-314,2.1253805636e-314,2.1253753265e-314,2.1253815833e-314,2.1253753265e-314,2.1253808244e-314,2.1290302976e-314,2.255452977e-314,2.255453056e-314,2.125379358e-314,2.174199542e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.1253805873e-314,2.1253753423e-314,2.1253815833e-314,2.1253753423e-314,2.1253808244e-314,2.1290302976e-314,2.255453135e-314
0.74,2.2554532143e-314,2.125379358e-314,2.1741997315e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.125380611e-314,2.125375358e-314,2.1253815833e-314,2.125375358e-314,2.1253808244e-314,2.1290302976e-314,2.2554532933e-314,2.2554533724e-314,2.125379358e-314,2.174199613e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.1253806347e-314,2.125375374e-314
0.75,2.1253815833e-314,2.125375374e-314,2.1253808244e-314,2.1290302976e-314,2.2554534514e-314,2.2554535305e-314,2.125379358e-314,2.174200111e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.1253808244e-314,2.1290302976e-314,2.2554536095e-314,2.2554601944e-314,2.125379358e-314,2.17420004e-314
0.76,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.125380682e-314,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314,2.1253808244e-314,2.1290302976e-314,2.2554536886e-314,2.2554537676e-314,2.125379358e-314,2.174200016e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.1253808244e-314
0.77,2.1290302976e-314,2.2554538467e-314,2.2554539257e-314,2.125379358e-314,2.174199921e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.1253807296e-314,2.125375437e-314,2.1253815833e-314,2.125375437e-314,2.1253808244e-314,2.1290302976e-314,2.255454005e-314,2.255454084e-314,2.125379358e-314,2.17419985e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314
0.78,2.174199779e-314,2.125375453e-314,2.1253815833e-314,2.125375453e-314,2.1253808244e-314,2.1290302976e-314,2.2554541234e-314,2.255454163e-314,2.125379358e-314,2.1742001584e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.1741052266e-314,2.125375469e-314,2.1253815833e-314,2.125375469e-314,2.1253808244e-314,2.1290302976e-314,2.2554542024e-314,2.255527324e-314
0.79,2.125379358e-314,2.1741096614e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.174105274e-314,2.1253754846e-314,2.1253815833e-314,2.1253754846e-314,2.1253808244e-314,2.1290302976e-314,2.2555272846e-314,2.255527166e-314,2.125379358e-314,2.174109614e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.1741095665e-314,2.1253755004e-314,2.1253815833e-314
0.8,2.1253755004e-314,2.1253808244e-314,2.1290302976e-314,2.2555273637e-314,2.255460242e-314,2.125379358e-314,2.1741094954e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.1741094717e-314,2.125375516e-314,2.1253815833e-314,2.125375516e-314,2.1253808244e-314,2.1290302976e-314,2.255527403e-314,2.255527522e-314,2.125379358e-314,2.1741094005e-314,2.1290302976e-314
0.81,2.125381536e-314,2.1290302976e-314,2.1741093057e-314,2.125375532e-314,2.1253815833e-314,2.125375532e-314,2.1253808244e-314,2.1290302976e-314,2.2555275613e-314,2.2554602893e-314,2.125379358e-314,2.1741072424e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.174107195e-314,2.125375548e-314,2.1253815833e-314,2.125375548e-314,2.1253808244e-314,2.1290302976e-314
0.8200000000000001,2.2555277984e-314,2.2554603367e-314,2.125379358e-314,2.1741071713e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.174107124e-314,2.1253755636e-314,2.1253815833e-314,2.1253755636e-314,2.1253808244e-314,2.1290302976e-314,2.255527838e-314,2.255460384e-314,2.125379358e-314,2.1741071e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.174107029e-314
0.8300000000000001,2.1253755794e-314,2.1253815833e-314,2.1253755794e-314,2.1253808244e-314,2.1290302976e-314,2.2555278775e-314,2.2554604316e-314,2.125379358e-314,2.174106958e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.1741068867e-314,2.125375595e-314,2.1253815833e-314,2.125375595e-314,2.1253808244e-314,2.1290302976e-314,2.255527996e-314,2.255460479e-314,2.125379358e-314
0.84,2.1741068393e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.1741068156e-314,2.125375611e-314,2.1253815833e-314,2.125375611e-314,2.1253808244e-314,2.1290302976e-314,2.2555280356e-314,2.2554605265e-314,2.125379358e-314,2.174106768e-314,2.1290302976e-314,2.125381536e-314,2.1290302976e-314,2.1741067207e-314,2.125375627e-314,2.1253815833e-314,2.125375627e-314
0.85,2.1253808244e-314,2.1290302976e-314,2.255528075e-314,2.2555281146e-314,2.125379358e-314,2.1741066496e-314,2.1253803264e-314,2.174106626e-314,2.129013033e-314,2.1253804213e-314,2.129013033e-314,2.129013033e-314,2.173404539e-314,2.129030361e-314,2.1253804213e-314,2.129030361e-314,2.129030361e-314,2.174106602e-314,2.1290303925e-314,2.1253804213e-314,2.1290303925e-314
0.86,2.1290303925e-314,2.1734045704e-314,2.1290304557e-314,2.12538035e-314,2.1290304557e-314,2.1290304557e-314,2.125379358e-314,2.129013033e-314,2.129030361e-314,2.1290303925e-314,2.1290304557e-314,2.125379358e-314,2.1741065547e-314,2.1741065073e-314,2.129045412e-314,2.1253803264e-314,2.12538035e-314,2.1253807533e-314,2.125379358e-314,2.125379358e-314,2.174106436e-314
0.87,2.1290454437e-314,2.1253808244e-314,2.1290454437e-314,2.1290454437e-314,2.125381536e-314,2.1741063413e-314,2.255884664e-314,2.1253815833e-314,2.2558846324e-314,2.125380374e-314,2.255883731e-314,2.1741062227e-314,2.129012432e-314,2.125380777e-314,2.129012432e-314,2.1741061515e-314,2.129003887e-314,2.1253808244e-314,2.129003887e-314,2.129003887e-314,2.125381536e-314
0.88,2.1741060567e-314,2.255884601e-314,2.1253815833e-314,2.255884569e-314,2.125380374e-314,2.2558845534e-314,2.1741059855e-314,2.1290121793e-314,2.125380777e-314,2.1290121793e-314,2.125379358e-314,2.1741059144e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.125380516e-314,2.125375295e-314,2.1253815833e-314,2.125375295e-314,2.1253808244e-314,2.1290454437e-314
0.89,2.174105867e-314,2.2558845375e-314,2.125379358e-314,2.2558845217e-314,2.255884506e-314,2.174105843e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.125380516e-314,2.125375295e-314,2.1253815833e-314,2.125375295e-314,2.1253808244e-314,2.129003887e-314,2.1741058195e-314,2.2558844743e-314,2.125379358e-314,2.2558844585e-314,2.255884427e-314,2.1741057247e-314
0.9,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.12538054e-314,2.1253753107e-314,2.1253815833e-314,2.1253753107e-314,2.1253808244e-314,2.129003887e-314,2.174105677e-314,2.255884411e-314,2.125379358e-314,2.2558843794e-314,2.2558837154e-314,2.17410563e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.1253805636e-314,2.1253753265e-314,2.1253815833e-314
0.91,2.1253753265e-314,2.1253808244e-314,2.129003887e-314,2.174105464e-314,2.2558843636e-314,2.125379358e-314,2.255884348e-314,2.255884332e-314,2.1741054164e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.1253805873e-314,2.1253753423e-314,2.1253815833e-314,2.1253753423e-314,2.1253808244e-314,2.129003887e-314,2.174093859e-314,2.2558843004e-314,2.125379358e-314
0.92,2.255885502e-314,2.2558848537e-314,2.174098104e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.125380611e-314,2.125375358e-314,2.1253815833e-314,2.125375358e-314,2.1253808244e-314,2.129003887e-314,2.1740944046e-314,2.2558837787e-314,2.125379358e-314,2.255883763e-314,2.255884838e-314,2.1740980805e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314
0.93,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.1253808244e-314,2.129003887e-314,2.174098033e-314,2.255884822e-314,2.125379358e-314,2.2558848063e-314,2.2558847905e-314,2.1740980093e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.1253808244e-314,2.129003887e-314
0.9400000000000001,2.174097938e-314,2.2558847747e-314,2.125379358e-314,2.255884759e-314,2.255884743e-314,2.1740979145e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.125380682e-314,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314,2.1253808244e-314,2.129003887e-314,2.1740978196e-314,2.2558842846e-314,2.125379358e-314,2.2558836996e-314,2.255884269e-314,2.1740977248e-314
0.9500000000000001,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.1253808244e-314,2.129003887e-314,2.174097535e-314,2.255884253e-314,2.125379358e-314,2.255884237e-314,2.2558842213e-314,2.1740973453e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.1253807296e-314,2.125375437e-314,2.1253815833e-314
0.96,2.125375437e-314,2.1253808244e-314,2.129003887e-314,2.174097298e-314,2.2558842055e-314,2.125379358e-314,2.2558841897e-314,2.255884174e-314,2.1740971793e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.174097132e-314,2.125375453e-314,2.1253815833e-314,2.125375453e-314,2.1253808244e-314,2.129003887e-314,2.1740970607e-314,2.255883652e-314,2.125379358e-314
0.97,2.255883668e-314,2.255886498e-314,2.1740970133e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.1740969896e-314,2.125375469e-314,2.1253815833e-314,2.125375469e-314,2.1253808244e-314,2.129003887e-314,2.174096966e-314,2.255886482e-314,2.125379358e-314,2.255883336e-314,2.255883352e-314,2.17409661e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314
0.98,2.1740964916e-314,2.1253754846e-314,2.1253815833e-314,2.1253754846e-314,2.1253808244e-314,2.129003887e-314,2.174096468e-314,2.2558833676e-314,2.125379358e-314,2.2558833834e-314,2.255883399e-314,2.174095875e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.12538054e-314,2.1253753107e-314,2.1253815833e-314,2.1253753107e-314,2.1253808244e-314,2.1290454437e-314
0.99,2.174095519e-314,2.255883415e-314,2.125379358e-314,2.255883431e-314,2.2558834466e-314,2.1740954244e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.174095306e-314,2.1253755004e-314,2.1253815833e-314,2.1253755004e-314,2.1253808244e-314,2.129003887e-314,2.1740951635e-314,2.2558834625e-314,2.125379358e-314,2.255883494e-314,2.25588351e-314,2.174094879e-314
1.0,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.1740938355e-314,2.125375516e-314,2.1253815833e-314,2.125375516e-314,2.1253808244e-314,2.129003887e-314,2.17391862e-314,2.255883573e-314,2.125379358e-314,2.255883589e-314,2.2558836047e-314,2.173923458e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.17391779e-314,2.125375532e-314,2.1253815833e-314
1.01,2.125375532e-314,2.1253808244e-314,2.129003887e-314,2.1739233156e-314,2.2558836206e-314,2.125379358e-314,2.2558865296e-314,2.255884158e-314,2.1739201615e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.1739186675e-314,2.125375548e-314,2.1253815833e-314,2.125375548e-314,2.1253808244e-314,2.129003887e-314,2.1739161537e-314,2.2558861027e-314,2.125379358e-314
1.02,2.255886087e-314,2.255886071e-314,2.165992416e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.165993151e-314,2.1253755636e-314,2.1253815833e-314,2.1253755636e-314,2.1253808244e-314,2.129003887e-314,2.1729554134e-314,2.2558860553e-314,2.125379358e-314,2.2558860395e-314,2.2558860237e-314,2.172955627e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314
1.03,2.1729556505e-314,2.1253755794e-314,2.1253815833e-314,2.1253755794e-314,2.1253808244e-314,2.129003887e-314,2.1729525675e-314,2.255886008e-314,2.125379358e-314,2.255885992e-314,2.2558859763e-314,2.172957951e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.1729579983e-314,2.125375595e-314,2.1253815833e-314,2.125375595e-314,2.1253808244e-314,2.129003887e-314
1.04,2.1729580457e-314,2.2558841423e-314,2.125379358e-314,2.2558841265e-314,2.2558859605e-314,2.172958259e-314,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.1729583778e-314,2.125375611e-314,2.1253815833e-314,2.125375611e-314,2.1253808244e-314,2.129003887e-314,2.1729584015e-314,2.2558859446e-314,2.125379358e-314,2.255885929e-314,2.255885913e-314,2.17295852e-314
1.05,2.129003887e-314,2.125381536e-314,2.129003887e-314,2.172958947e-314,2.125375627e-314,2.1253815833e-314,2.125375627e-314,2.1253808244e-314,2.129003887e-314,2.172959208e-314,2.255885897e-314,2.125379358e-314,2.2558858814e-314,2.2558858656e-314,2.1729596347e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1253805636e-314,2.1253753265e-314,2.1253815833e-314
1.06,2.1253753265e-314,2.1253808244e-314,2.1290454437e-314,2.172959753e-314,2.25588585e-314,2.125379358e-314,2.2558841107e-314,2.255884095e-314,2.1729597295e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1253805873e-314,2.1253753423e-314,2.1253815833e-314,2.1253753423e-314,2.1253808244e-314,2.1290454437e-314,2.1729598244e-314,2.255885834e-314,2.125379358e-314
1.07,2.255885818e-314,2.2558858024e-314,2.1729599667e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.125380611e-314,2.125375358e-314,2.1253815833e-314,2.125375358e-314,2.1253808244e-314,2.1290454437e-314,2.172955508e-314,2.2558857865e-314,2.125379358e-314,2.2558857707e-314,2.255885755e-314,2.1729555556e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314
1.08,2.1253806347e-314,2.125375374e-314,2.1253815833e-314,2.125375374e-314,2.1253808244e-314,2.1290454437e-314,2.1730920284e-314,2.2558855494e-314,2.125379358e-314,2.255884063e-314,2.2558840474e-314,2.173090985e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1253806584e-314,2.1253753897e-314,2.1253815833e-314,2.1253753897e-314,2.1253808244e-314,2.1290454437e-314
1.09,2.173092906e-314,2.255884079e-314,2.125379358e-314,2.2558855336e-314,2.255885518e-314,2.1730911035e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.125380682e-314,2.1253754055e-314,2.1253815833e-314,2.1253754055e-314,2.1253808244e-314,2.1290454437e-314,2.1730911984e-314,2.255884016e-314,2.125379358e-314,2.255885739e-314,2.2558857233e-314,2.1730911747e-314
1.1,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.125380706e-314,2.1253754213e-314,2.1253815833e-314,2.1253754213e-314,2.1253808244e-314,2.1290454437e-314,2.1730912933e-314,2.2558857075e-314,2.125379358e-314,2.2558856917e-314,2.255885676e-314,2.1730913644e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1253807296e-314,2.125375437e-314,2.1253815833e-314
1.11,2.125375437e-314,2.1253808244e-314,2.1290454437e-314,2.1730941865e-314,2.1824522167e-314,2.125379358e-314,2.182447964e-314,2.182450288e-314,2.173094234e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.173094376e-314,2.125375453e-314,2.1253815833e-314,2.125375453e-314,2.1253808244e-314,2.1290454437e-314,2.1730945185e-314,2.1824552365e-314,2.125379358e-314
1.12,2.1824514895e-314,2.182453608e-314,2.173094495e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1730951114e-314,2.125375469e-314,2.1253815833e-314,2.125375469e-314,2.1253808244e-314,2.1290454437e-314,2.17309523e-314,2.182455173e-314,2.125379358e-314,2.1824543353e-314,2.182448106e-314,2.1730951826e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314
1.1300000000000001,2.1730959414e-314,2.1253754846e-314,2.1253815833e-314,2.1253754846e-314,2.1253808244e-314,2.1290454437e-314,2.173095799e-314,2.182448185e-314,2.125379358e-314,2.182448122e-314,2.182453355e-314,2.1734354e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1734350444e-314,2.1253755004e-314,2.1253815833e-314,2.1253755004e-314,2.1253808244e-314,2.1290454437e-314
1.1400000000000001,2.173435258e-314,2.182453782e-314,2.125379358e-314,2.1824556e-314,2.182455347e-314,2.173435163e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1734354713e-314,2.125375516e-314,2.1253815833e-314,2.125375516e-314,2.1253808244e-314,2.1290454437e-314,2.1735169407e-314,2.1824526436e-314,2.125379358e-314,2.1824501614e-314,2.182455442e-314,2.173511937e-314
1.1500000000000001,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.173516822e-314,2.125375532e-314,2.1253815833e-314,2.125375532e-314,2.1253808244e-314,2.1290454437e-314,2.173511747e-314,2.1824509993e-314,2.125379358e-314,2.182452375e-314,2.18245296e-314,2.1735130277e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.173513004e-314,2.125375548e-314,2.1253815833e-314
1.16,2.125375548e-314,2.1253808244e-314,2.1290454437e-314,2.1735131226e-314,2.1824511416e-314,2.125379358e-314,2.182451047e-314,2.1824527543e-314,2.1735161344e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1735162292e-314,2.1253755636e-314,2.1253815833e-314,2.1253755636e-314,2.1253808244e-314,2.1290454437e-314,2.173516182e-314,2.182454209e-314,2.125379358e-314
1.17,2.18244926e-314,2.182451679e-314,2.1735163004e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1735162767e-314,2.1253755794e-314,2.1253815833e-314,2.1253755794e-314,2.1253808244e-314,2.1290454437e-314,2.1735164664e-314,2.182451442e-314,2.125379358e-314,2.182447679e-314,2.182448217e-314,2.1735166324e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314
1.18,2.1735165613e-314,2.125375595e-314,2.1253815833e-314,2.125375595e-314,2.1253808244e-314,2.1290454437e-314,2.1735167273e-314,2.1824543985e-314,2.125379358e-314,2.182450857e-314,2.182451379e-314,2.1735168696e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1738913397e-314,2.125375611e-314,2.1253815833e-314,2.125375611e-314,2.1253808244e-314,2.1290454437e-314
1.19,2.173883656e-314,2.1824486594e-314,2.125379358e-314,2.182454588e-314,2.1824516317e-314,2.1738912686e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1738837983e-314,2.125375627e-314,2.1253815833e-314,2.125375627e-314,2.1253808244e-314,2.1290454437e-314,2.1738837034e-314,2.182450683e-314,2.125379358e-314,2.182452596e-314,2.182454035e-314,2.173883893e-314
1.2,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.1738838457e-314,2.1253756427e-314,2.1253815833e-314,2.1253756427e-314,2.1253808244e-314,2.1290454437e-314,2.1738840354e-314,2.1824491654e-314,2.125379358e-314,2.182448628e-314,2.1824553946e-314,2.1738838694e-314,2.1290454437e-314,2.125381536e-314,2.1290454437e-314,2.173884059e-314,2.1253756585e-314,2.1253815833e-314
