t,ATbl,ADbl,CT_A,CD_A,ATl,ADl,ATif,ATst,ATp,ADp,CT_R,CD_R,CDT,CDD,CTT,CDD5a,CDDcd,CDDsec,CDDcp,CDT5a,CDTcd,CDTsec,CDTcp,CTT5a,CTTcd,CTTsec,CTTcp,ATb,ADb,ALH,AR,VPC1,VPL1
0.42,0.04697986538231243,-0.03288895405758383,6.97026574196401,0.5503246638057082,0.12292122576540152,-0.004252191863322917,2.0805266890912213,0.0,-0.16213146630239347,-0.20441867294428703,0.3438333984400799,0.548411240620001,0.002764148849601228,0.0043897209835781275,0.0017405705145686879,5.108027500655572e-06,5.094710183279588e-06,5.050729839621204e-06,4.839957344379435e-06,3.094560608528967e-06,3.0325350385360884e-06,2.8400900094356517e-06,2.1284533607281585e-06,1.9097040982053334e-06,1.8535121665977274e-06,1.684930137962894e-06,1.1338370456069619e-06,0.005001922334046772,0.016055402775506617,0.0005939726098903625,0.00013242629395894854,0.0,0.0
0.43,0.0481031094761474,-0.03367662131866845,6.9702657419627005,0.5503246638045557,0.12292127417666823,-0.004252191978669441,2.130062993439547,0.0,-0.16593390706437075,-0.20922628684133873,0.35176711532380395,0.5613457991426904,0.0029450128052581435,0.004678892480970146,0.0018536905543374543,5.5802268648835346e-06,5.56532204311496e-06,5.516110008258439e-06,5.280503607678157e-06,3.37608021230516e-06,3.306818650842475e-06,3.092282515400734e-06,2.3040244543470335e-06,2.081583503859627e-06,2.0189233080487032e-06,1.8313879868501638e-06,1.2235001182398048e-06,0.0051126353813661495,0.016436856826428186,0.0006058262645220884,0.00013361315036794388,0.0,0.0
0.44,0.049226178711297724,-0.03446454568373953,6.970265741965588,0.5503246638070796,0.12292131037795613,-0.00425219207056009,2.179599297787873,0.0,-0.16973364361771925,-0.21403111428445987,0.35968917614488943,0.5742745867112291,0.0031327078194714315,0.0049791650140973785,0.001971012752578667,6.083019056964368e-06,6.066382334803897e-06,6.011464302392969e-06,5.748805893192044e-06,3.6753160028101332e-06,3.598182178281435e-06,3.3596615121349107e-06,2.4888489278300067e-06,2.264068487799085e-06,2.194383270360506e-06,1.9863235142497696e-06,1.3175426812131247e-06,0.00522334842868574,0.016818310877349987,0.0006175854682243647,0.00013480143020146428,0.0,0.0
0.45,0.050349073009413034,-0.03525272759508,6.970265741965604,0.5503246638070957,0.1229213370502346,-0.004252192138868786,2.229135602136199,0.0,-0.17353067423942292,-0.21883315318670177,0.36759958617222943,0.5871975984412284,0.003327293777712304,0.005290648240796756,0.0020925691914559026,6.617552261026778e-06,6.599030067504729e-06,6.537901770097799e-06,6.245836868581282e-06,3.9928865937960165e-06,3.907206232214425e-06,3.642699853614407e-06,2.6831228608504974e-06,2.4575108673310627e-06,2.380211940114602e-06,2.149972841597991e-06,1.4160363495189107e-06,0.005334061476005184,0.017199764928271633,0.0006292509735899097,0.0001359911544298061,0.0,0.0
0.46,0.051471792289446455,-0.03604116750012266,6.970265741965128,0.5503246638066859,0.12292135724987613,-0.004252192193661973,2.2786719064845253,0.0,-0.17732499716390634,-0.2236324014161031,0.3754983505757612,0.6001148293802421,0.003528827914884537,0.0056134478218595315,0.002218390210246787,7.184984989342595e-06,7.164414244793705e-06,7.096540379347478e-06,6.772573548816151e-06,4.329413167338455e-06,4.2344728138336314e-06,3.9418688821097576e-06,2.88703754714229e-06,2.662262710791601e-06,2.5767285763095585e-06,2.322569660583851e-06,1.5190500632619748e-06,0.005444774523324602,0.017581218979193246,0.0006408235272153264,0.00013718234310732845,0.0,0.0
0.47000000000000003,0.052594336467774484,-0.036829865851266644,6.970265741965165,0.5503246638067143,0.12292137224376296,-0.004252192232668916,2.3282082108328512,0.0,-0.18111661058485232,-0.2284288567975711,0.38338547443074283,0.613026274510227,0.0037373648915999436,0.005947665534737275,0.002348504456491251,7.786485681728008e-06,7.763693461997445e-06,7.688506609694157e-06,7.329996884492858e-06,4.68551920361231e-06,4.5805650494846625e-06,4.2576382055592545e-06,3.100779517916156e-06,2.8786761693516135e-06,2.784251653802506e-06,2.504345132105251e-06,1.6266501418584898e-06,0.005555487570644045,0.01796267303011489,0.000652303869748193,0.0001383750153990938,0.0,0.0
0.48,0.05371670545831519,-0.03761882310569585,6.970265741965159,0.5503246638067063,0.12292138324597131,-0.004252192258598584,2.377744515181177,0.0,-0.18490551265700414,-0.23322251711474704,0.3912609627219949,0.6259319287499836,0.003952956869848892,0.006293399386333446,0.0024829389367390592,8.423232307428408e-06,8.398035506091492e-06,8.314935046736493e-06,7.919091353251742e-06,5.0618302125544435e-06,4.946066927760225e-06,4.5904754749730944e-06,3.3245305460520647e-06,3.1071033099119613e-06,3.003098707417331e-06,2.695527782767895e-06,1.738900323891154e-06,0.005666200617963485,0.01834412708103653,0.0006636927359337249,0.0001395691896073013,0.0,0.0
0.49,0.05483889917267293,-0.0384080397251578,6.970265741965174,0.5503246638067226,0.12292139116247311,-0.004252192273996529,2.427280819529503,0.0,-0.18869170149836725,-0.23801338011228446,0.3991248203491026,0.6388317869581344,0.004175653605377808,0.006650743750681727,0.0026217190785196814,9.096411884724148e-06,9.068616872319134e-06,8.976967890027329e-06,8.540844449339362e-06,5.458973400846281e-06,5.331562967607514e-06,4.940846082502413e-06,3.5584676025167755e-06,3.3478959017068566e-06,3.2335861264510778e-06,2.8963433477164547e-06,1.8558617995417611e-06,0.005776913665282925,0.01872558113195817,0.000674990854664067,0.00014076488320357596,0.0,0.0
0.5,0.055960917520221504,-0.039197516175834786,6.970265741965179,0.550324663806727,0.12292139663784077,-0.0042521922807027745,2.476817123877829,0.0,-0.19247517519148247,-0.2428014434971681,0.4069770521293843,0.6517258439348537,0.004405502501214898,0.0070197894487603165,0.0027648687662107374,9.807220192204684e-06,9.77662247477687e-06,9.675754662511064e-06,9.196246410434396e-06,5.877577489618854e-06,5.7376380473573145e-06,5.309213045958481e-06,3.8027629396617595e-06,3.6014053109591106e-06,3.476029065302047e-06,3.107014741355733e-06,1.977593271939883e-06,0.005887626712602365,0.019107035182879813,0.0006861989490216816,0.00014196211284763755,0.0,0.0
0.51,0.05708276040824621,-0.03998725292812657,6.9702657419651795,0.550324663806728,0.12292140036347751,-0.004252192283200751,2.5263534282261553,0.0,-0.19625593178558726,-0.24758670494095045,0.41481766280299626,0.6646140944247911,0.00464254869836429,0.007400623883660945,0.0029124104018778494,1.055686129659204e-05,1.0523245171359842e-05,1.0412451727106768e-05,9.886289717384894e-06,6.318272387886555e-06,6.1648770796742565e-06,5.696036714453729e-06,4.057584050045786e-06,3.867982292060116e-06,3.7307412428044014e-06,3.3277619049655113e-06,2.1041509889418716e-06,0.005998339759921806,0.01948848923380146,0.0006973177363283267,0.0001431608944190003,0.0,0.0
0.52,0.058204427742008555,-0.04077725045654899,6.970265741965198,0.5503246638067464,0.12292140197752287,-0.004252192274898408,2.575889732574481,0.0,-0.20003396929761327,-0.2523691620807857,0.4226466570352382,0.677496533118434,0.0048868351178165785,0.00779333110324771,0.0030643649334091212,1.1346547320574556e-05,1.1309685531617126e-05,1.118822205572188e-05,1.0611968891070351e-05,6.781689054707106e-06,6.613864887927387e-06,6.101774706827658e-06,4.323093780772793e-06,4.147976913965156e-06,3.998034886724655e-06,3.5588018133690813e-06,2.2355888100062944e-06,0.006109052807241248,0.0198699432847231,0.0007083479281865263,0.00014436124303160674,0.0,0.0
0.53,0.05932591942496465,-0.0415675092394027,6.970265741965198,0.5503246638067468,0.1229214030824762,-0.004252192269424457,2.625426036922807,0.0,-0.20380928571549317,-0.25714881252284977,0.43046403942441436,0.6903731546565653,0.005138402599123459,0.008197992006649814,0.003220751947516887,1.217749773502642e-05,1.2137151123189149e-05,1.200423449784677e-05,1.1374279700435964e-05,7.2684589873959645e-06,7.085185683685733e-06,6.526881390814673e-06,4.599450151484577e-06,4.441738218907797e-06,4.2782203913294e-06,3.80034816969436e-06,2.3719582092372487e-06,0.00621976585456069,0.020251397335644742,0.0007192902305362379,0.0001455631730823083,0.0,0.0
0.54,0.06044723535875787,-0.042358029758779524,6.970265741965173,0.550324663806722,0.12292140432665445,-0.004252192271240186,2.674962341271133,0.0,-0.20758187899807534,-0.2619256538422559,0.4382698145015348,0.7032439536301749,0.005397289897167716,0.00861468433952516,0.003381589667485204,1.3050939349375128e-05,1.3006856504955031e-05,1.2861663783849742e-05,1.2174219234898853e-05,7.779214258627204e-06,7.57942312954289e-06,6.971808034976584e-06,4.886806599021956e-06,4.7496142738642385e-06,4.571606395643452e-06,4.052611555751829e-06,2.513308367783437e-06,0.006330478901880131,0.020632851386566384,0.0007301453436889961,0.00014676669824964357,0.0,0.0
0.55,0.06156837544327121,-0.0431488125004794,6.970265741965173,0.5503246638067216,0.12292140444018242,-0.004252192268506126,2.724498645619459,0.0,-0.21135174707593535,-0.26669968358389673,0.44606398673217634,0.7161089245815734,0.00566353371645814,0.009043482745216437,0.0035468949761254904,1.3968106117119307e-05,1.3920023033080047e-05,1.3761690333799347e-05,1.3012785747913258e-05,8.314587408198143e-06,8.097160246902403e-06,7.437002782010462e-06,5.185312105955988e-06,5.0719521179671115e-06,4.878499750146257e-06,4.315799460967438e-06,2.6596862408097895e-06,0.006441191949199574,0.02101430543748803,0.0007409139623679416,0.0001479718315057694,0.0,0.0
0.56,0.06268933957697542,-0.0439398579534851,6.970265741965173,0.5503246638067216,0.12292140500953178,-0.004252192271300755,2.774034949967785,0.0,-0.21511888785663474,-0.2714708992678802,0.45384656052903216,0.7289680620114649,0.005937168931186079,0.009484459092636881,0.0037166835635041337,1.4930238027427649e-05,1.4877877741833179e-05,1.4705499104180039e-05,1.3890977368900726e-05,8.875210616311464e-06,8.638978557911576e-06,7.922909744450445e-06,5.4951107901061625e-06,5.4090971961700326e-06,5.199204933848068e-06,4.590115719922584e-06,2.811136518312873e-06,0.0065519049965190165,0.02139575948840967,0.0007515967757778211,0.00014917858519349848,0.0,0.0
0.5700000000000001,0.0638101276567662,-0.044731166610201135,6.970265741965174,0.5503246638067218,0.12292140622980792,-0.004252192279791857,2.823571254316111,0.0,-0.21888329922229616,-0.2762392983870288,0.46161754024599366,0.7418213603757249,0.006218228484345823,0.009937682326046004,0.003890969859108684,1.593858157519626e-05,1.5881653822464095e-05,1.569428009650841e-05,1.4809792769692525e-05,9.461716117722626e-06,9.205458549817025e-06,8.429969613782041e-06,5.81634240997793e-06,5.761393679921489e-06,5.534024419802493e-06,4.875760967518551e-06,2.9677017606615154e-06,0.0066626180438384575,0.02177721353933131,0.0007621944676228665,0.00015038697099085689,0.0,0.0
0.58,0.0649307395780402,-0.045522738966335324,6.970265741965175,0.5503246638067221,0.12292140721034017,-0.004252192288815874,2.8731075586644366,0.0,-0.2226449790307709,-0.28100487840808935,0.4693769301808674,0.7546688140869922,0.006506743436921899,0.010403218538381487,0.004069767064810223,1.6994389492865915e-05,1.693259035469522e-05,1.672922808875802e-05,1.5770230916865442e-05,1.0074736035522768e-05,9.797179520725989e-06,8.958619560955104e-06,6.149142436786233e-06,6.129184372885818e-06,5.883258596759516e-06,5.172932616926459e-06,3.129422449538498e-06,0.0067733310911578986,0.022158667590252947,0.0007727077161489308,0.00015159699992823753,0.0,0.0
0.59,0.06605117523509012,-0.046314575520303304,6.970265741965175,0.5503246638067221,0.12292140834588432,-0.004252192297233535,2.9226438630127625,0.0,-0.22640392512160476,-0.28576763677789935,0.4771247345896203,0.7675104175226858,0.006802743217363536,0.010881131343006943,0.004253087322334726,1.809891949894659e-05,1.803193104247048e-05,1.7811541330719555e-05,1.6773289606388767e-05,1.0714901442097604e-05,1.0414718602655044e-05,9.509292202466902e-06,6.493641609627293e-06,6.512810065186446e-06,6.247205102965199e-06,5.481824217194983e-06,3.2963369607295816e-06,0.00688404413847734,0.02254012164117459,0.0007831371942193753,0.00015280868247573838,0.0,0.0
0.6,0.06717143452086703,-0.0471066767735793,6.970265741965173,0.550324663806722,0.12292140953823101,-0.00425219230387995,2.972180167361089,0.0,-0.23016013531248602,-0.2905275709197217,0.48486095767775805,0.7803461650202765,0.007106255473806228,0.011371481653564058,0.004440941613952146,1.9253434996154843e-05,1.9180924924094728e-05,1.894242229390484e-05,1.781996641264787e-05,1.1382842952329155e-05,1.1058651415382596e-05,1.0082416416017597e-05,6.84996649740841e-06,6.912609980667577e-06,6.6261593243844255e-06,5.802626035814962e-06,3.468481682509258e-06,0.0069947571857967815,0.02292157569209623,0.0007934835693235385,0.00015402202849129843,0.0,0.0
0.61,0.0682915173271039,-0.04789904323050684,6.970265741965173,0.550324663806722,0.12292141070333713,-0.0042521923105442155,3.0217164717094147,0.0,-0.2339136074011262,-0.29528467823519156,0.49258560360475545,0.7931760508798342,0.007417306153034681,0.011874327801665053,0.004633339815436885,2.0459204656864198e-05,2.0380825955531232e-05,2.012307724883268e-05,1.8911258259525042e-05,1.2079190442322367e-05,1.1729551789627916e-05,1.0678417101046276e-05,7.218239489044126e-06,7.328921600408081e-06,7.020414228530932e-06,6.1355249429327e-06,3.6458910524775155e-06,0.007105470233116223,0.023303029743017872,0.0008037475036237557,0.00015523704724828627,0.0,0.0
0.62,0.06941142354464434,-0.048691675397802184,6.970265741965174,0.550324663806722,0.12292141152431584,-0.004252192313549596,3.0712527760577406,0.0,-0.237664339170232,-0.3000389561094555,0.5002986764959094,0.8060000693707101,0.007735919708310085,0.012389725846641912,0.004830290835548085,2.1717501378654057e-05,2.163289195544678e-05,2.1354715177379868e-05,2.0048160211296675e-05,1.2804572273322725e-05,1.242799096490831e-05,1.1297714353645397e-05,7.5985785304163965e-06,7.762080134659252e-06,7.43025982636693e-06,6.480703918997284e-06,3.828597586503739e-06,0.007216183280435665,0.023684483793939514,0.0008139296540260256,0.0001564537475082291,0.0,0.0
0.63,0.07053115306323601,-0.049484573784858946,6.970265741965174,0.550324663806722,0.12292141197386627,-0.004252192313022134,3.1207890804060665,0.0,-0.2414123283844163,-0.30479040190798545,0.5080001804348349,0.8188182147274333,0.008062118971129854,0.0129177293844344,0.005031802529870543,2.3029602882613873e-05,2.293838521479252e-05,2.2638548419250075e-05,2.123166629820621e-05,1.3559615806095837e-05,1.3154538157454141e-05,1.1940724169071318e-05,7.991097528101513e-06,8.212418911718779e-06,7.855983604282457e-06,6.8383425452186724e-06,4.016631933394272e-06,0.007326896327755107,0.02406593784486116,0.0008240306721890268,0.00015767213747581714,0.0,0.0
0.64,0.07165070577167792,-0.05027773890352296,6.970265741965175,0.550324663806722,0.12292141224883239,-0.004252192311029835,3.170325384754393,0.0,-0.2451575727924393,-0.3095390129788966,0.5156901194687586,0.8316304811527373,0.008395925245164994,0.013458389687613153,0.00523788176382376,2.4396791226237115e-05,2.42985720064952e-05,2.3975792172380332e-05,2.2462768997647498e-05,1.4344947062719775e-05,1.390976022327671e-05,1.260785813785305e-05,8.39590632846919e-06,8.680269161344798e-06,8.297870316169376e-06,7.208616849261022e-06,4.2100229205745734e-06,0.007437609375074551,0.0244473918957828,0.0008340512045743341,0.00015889222483173387,0.0,0.0
0.65,0.07277008155805817,-0.051071171267732064,6.970265741965174,0.550324663806722,0.12292141230506007,-0.004252192308665278,3.2198616891027187,0.0,-0.24890007013080978,-0.31428478665667176,0.5233684976170806,0.8444368628224092,0.008737358456845175,0.014011755929864554,0.00544853451369006,2.5820352041566204e-05,2.571472181645502e-05,2.5367663702341044e-05,2.3742458374957003e-05,1.5161190172732521e-05,1.469422109340804e-05,1.3299522896367914e-05,8.813110639554937e-06,9.165959646119817e-06,8.756201616834278e-06,7.5916990022580055e-06,4.408797622783955e-06,0.007548322422393995,0.024828845946704443,0.000843991892508539,0.00016011401678531887,0.0,0.0
0.66,0.07388928030959915,-0.05186487139374302,6.970265741965174,0.5503246638067221,0.12292141216238107,-0.00425219230602507,3.2693979934510446,0.0,-0.2526398181214749,-0.319027720259779,0.5310353188657441,0.8572373538822293,0.009086437059806017,0.014577875043520089,0.0056637658024321184,2.7301574969692468e-05,2.7188107787752324e-05,2.68153828178237e-05,2.5071722706267787e-05,1.6008967758506995e-05,1.5508482202699738e-05,1.4016120658069513e-05,9.242812271542517e-06,9.669816956398506e-06,9.231256390395538e-06,7.9877576817438e-06,4.61298136792051e-06,0.007659035469713439,0.025210299997626088,0.0008538533721953303,0.00016133752004104314,0.0,0.0
0.67,0.07500830191281305,-0.05265883979989423,6.970265741965173,0.550324663806722,0.12292141187195545,-0.004252192302809455,3.3189342977993705,0.0,-0.25637681447418464,-0.32376781109311764,0.5386905871728251,0.8700319484511643,0.009443178133900616,0.015156791867169084,0.005883579766097923,2.884175315032196e-05,2.872000620648116e-05,2.8320171345714137e-05,2.6451547930738675e-05,1.688890057883876e-05,1.635310213435282e-05,1.4758048894853847e-05,9.685109141940638e-06,1.0192165281615373e-05,9.723310531093091e-06,8.396957914217642e-06,4.82259779938256e-06,0.0077697485170328835,0.02559175404854773,0.0008636362747677165,0.00016256274083310948,0.0,0.0
0.68,0.0761271462536789,-0.05345307700633633,6.970265741965174,0.550324663806722,0.12292141171710533,-0.004252192301721586,3.368470602147697,0.0,-0.26011105688918135,-0.3285050564508004,0.5463343064748994,0.8828206406249919,0.009807597497665592,0.01574854931334703,0.0061079797292501094,3.04421826467051e-05,3.031169592190674e-05,2.9883252537353027e-05,2.7882917022683654e-05,1.7801607121846464e-05,1.7228636211263724e-05,1.5525699963786075e-05,1.0140095280161908e-05,1.0733326146236332e-05,1.0232636687913818e-05,8.819460887426025e-06,5.037668948773713e-06,0.007880461564352325,0.02597320809946937,0.0008733412263435781,0.0001637896849647597,0.0,0.0
