t,pM9,M3,M3_pM9,M3_T1,T1,pM9_T1,M3_pM9_T1,M9_T1_star,M9,M9_T1,M9_T1_M3,pM9_T1_M3,M3_pM9_T1_M3,Tr,Tr_pM9,Tr_pM9_T1,Tr_pM9_T1_M3
0.7000000000000001,2.9757898166394e-07,3.376413806268708e-08,8.680300064394015e-11,1.603938855843314e-08,2.818348189826179e-07,2.01536318297548e-09,2.6265631714750706e-13,5.856402053026174e-14,1.4734246651787944e-13,1.4033541992015817e-16,2.907214152491803e-17,1.0935611205375643e-10,1.01712761454581e-14,9.979098290661188e-08,2.0827553400063225e-10,7.103211469850359e-13,3.123824049757649e-14
0.71,2.97544865988271e-07,3.357579006052233e-08,8.782686176340929e-11,1.6224013920940782e-08,2.8162005608835935e-07,2.0427802519408084e-09,2.6867793308919317e-13,6.071146229006741e-14,1.509594977272037e-13,1.4689542338019435e-16,3.061907086243139e-17,1.1204684022445957e-10,1.0529117476422258e-14,9.978801104302047e-08,2.112261997680499e-10,7.302074495855107e-13,3.254976189328482e-14
0.72,2.9751076286108743e-07,3.338851189969919e-08,8.884528010965346e-11,1.6407549229212197e-08,2.8140638969888223e-07,2.07016491323716e-09,2.7474249837440696e-13,6.289982450673955e-14,1.5461289101473246e-13,1.5362183631233597e-16,3.2209177261765076e-17,1.1476313836545901e-10,1.0893387831695624e-14,9.978503957435262e-08,2.1417617400638767e-10,7.50360510708229e-13,3.389113027662495e-14
0.73,2.9747667228238923e-07,3.320230358021765e-08,8.985825568267263e-11,1.6589994483247374e-08,2.811938198141865e-07,2.0975171668645347e-09,2.8085001300314853e-13,6.512910718027803e-14,1.583026463804658e-13,1.6051465871658264e-16,3.384246072291921e-17,1.1750500647675476e-10,1.126408721127819e-14,9.978206850060835e-08,2.171254567156455e-10,7.707803303531895e-13,3.526234564759686e-14
0.74,2.9744259425217646e-07,3.301716510207772e-08,9.086578848246683e-11,1.6771349683046317e-08,2.809823464342722e-07,2.1248370128229317e-09,2.870004769754179e-13,6.739931031068297e-14,1.6202876382440366e-13,1.6757389059293445e-16,3.551892124589369e-17,1.2027244455834687e-10,1.1641215615169963e-14,9.977909782178764e-08,2.2007404789582346e-10,7.914669085203926e-13,3.666340800620058e-14
0.75,2.974085287704491e-07,3.28330964652794e-08,9.186787850903606e-11,1.695161482860903e-08,2.8077196955913935e-07,2.1521244511123515e-09,2.9319389029121486e-13,6.971043389795426e-14,1.6579124334654604e-13,1.747995319413912e-16,3.7238558830688567e-17,1.2306545261023526e-10,1.2024773043370936e-14,9.977612753789052e-08,2.230219475469215e-10,8.124202452098385e-13,3.8094317352436084e-14
0.76,2.9737447583720716e-07,3.265009766982268e-08,9.28645257623803e-11,1.7130789919935507e-08,2.8056268918878785e-07,2.1793794817327942e-09,2.994302529505395e-13,7.206247794209195e-14,1.6959008494689294e-13,1.8219158276195312e-16,3.900137347730382e-17,1.2588403063241998e-10,1.2414759495881117e-14,9.977315764891695e-08,2.259691556689396e-10,8.336403404215269e-13,3.955507368630339e-14
0.77,2.973404354524506e-07,3.246816871570757e-08,9.385573024249955e-11,1.730887495702575e-08,2.803545053232178e-07,2.2066021046842585e-09,3.0570956495339197e-13,7.445544244309604e-14,1.7342528862544446e-13,1.8975004305462026e-16,4.080736518573947e-17,1.28728178624901e-10,1.2811174972700497e-14,9.977018815486696e-08,2.2891567226187781e-10,8.551271941554581e-13,4.1045677007802454e-14
0.78,2.9730640761617946e-07,3.228730960293406e-08,9.484149194939383e-11,1.748586993987976e-08,2.8014741796242915e-07,2.2337923199667465e-09,3.120318262997721e-13,7.688932740096655e-14,1.7729685438220044e-13,1.9747491281939236e-16,4.265653395599549e-17,1.3159789658767834e-10,1.3214019473829085e-14,9.976721905574053e-08,2.3186149732573612e-10,8.768808064116323e-13,4.2566127316933324e-14
0.79,2.9727239232839373e-07,3.210752033150216e-08,9.582181088306313e-11,1.7661774868497533e-08,2.799414271064219e-07,2.260950127580257e-09,3.1839703698968e-13,7.936413281570342e-14,1.8120478221716095e-13,2.053661920562697e-16,4.454887978807186e-17,1.34493184520752e-10,1.3623292999266874e-14,9.976425035153768e-08,2.3480663086051446e-10,8.989011771900487e-13,4.4116424613696e-14
0.8,2.972383895890934e-07,3.1928800901411864e-08,9.679668704350745e-11,1.7836589742879077e-08,2.797365327551961e-07,2.28807552752479e-09,3.248051970231157e-13,8.187985868730675e-14,1.8514907213032612e-13,2.134238807652522e-16,4.648440268196868e-17,1.37414042424122e-10,1.4038995549013875e-14,9.976128204225839e-08,2.37751072866213e-10,9.211883064907082e-13,4.569656889809046e-14
0.81,2.9720439939827845e-07,3.175115131266317e-08,9.77661204307268e-11,1.8010314563024383e-08,2.7953273490875167e-07,2.315168519800346e-09,3.3125630640007894e-13,8.443650501577644e-14,1.8912972412169571e-13,2.2164797894633962e-16,4.8463102637685846e-17,1.4036047029778827e-10,1.4461127123070078e-14,9.975831412790268e-08,2.4069482334283154e-10,9.4374219431361e-13,4.7306560170116696e-14
0.8200000000000001,2.971704217559489e-07,3.157457156525609e-08,9.873011104472113e-11,1.8182949328933458e-08,2.793300335670887e-07,2.3422291044069245e-09,3.3775036512057e-13,8.70340718011125e-14,1.9314673819126982e-13,2.300384865995322e-16,5.0484979655223386e-17,1.4333246814175088e-10,1.4889687721435477e-14,9.975534660847053e-08,2.4363788229037023e-10,9.665628406587545e-13,4.894639842977474e-14
0.8300000000000001,2.971364566621048e-07,3.139906165919061e-08,9.968865888549051e-11,1.8354494040606295e-08,2.791284287302071e-07,2.3692572813445255e-09,3.442873731845887e-13,8.967255904331499e-14,1.972001143390485e-13,2.3859540372483e-16,5.2550033734581324e-17,1.463300359560098e-10,1.5324677344110084e-14,9.975237948396197e-08,2.46580249708829e-10,9.89650245526142e-13,5.061608367706454e-14
0.84,2.971025041167461e-07,3.122462159446674e-08,1.0064176395303489e-10,1.8524948698042898e-08,2.789279203981069e-07,2.396253050613149e-09,3.508673305921351e-13,9.235196674238384e-14,2.0128985256503165e-13,2.473187303222327e-16,5.465826487575961e-17,1.4935317374056498e-10,1.5766095991093888e-14,9.974941275437695e-08,2.4952192559820774e-10,1.0130044089157714e-12,5.231561591198614e-14
0.85,2.9706856411987277e-07,3.1051251371084474e-08,1.015894262473543e-10,1.869431330124327e-08,2.787285085707882e-07,2.4232164122127956e-09,3.574902373432093e-13,9.507229489831908e-14,2.054159528692194e-13,2.562084663917406e-16,5.68096730787583e-17,1.5240188149541652e-10,1.6213943662386902e-14,9.974644641971552e-08,2.5246290995850667e-10,1.036625330827644e-12,5.4044995134539526e-14
0.86,2.970346366714849e-07,3.087895098904381e-08,1.0253164576844873e-10,1.8862587850207407e-08,2.785301932482508e-07,2.4501473661434647e-09,3.6415609343781116e-13,9.783354351112075e-14,2.095784152516117e-13,2.6526461193335357e-16,5.900425834357738e-17,1.5547615922056438e-10,1.666822035798912e-14,9.974348047997767e-08,2.554032027897257e-10,1.0605130112617591e-12,5.580422134472472e-14
0.87,2.9700072177158237e-07,3.070772044834476e-08,1.0346842251631818e-10,1.902977234493531e-08,2.783329744304949e-07,2.4770459124051563e-09,3.7086489887594076e-13,1.0063571258078881e-13,2.1377723971220851e-13,2.744871669470718e-16,6.124202067021686e-17,1.5857600691600853e-10,1.712892607790054e-14,9.974051493516337e-08,2.583428040918648e-10,1.084667450218117e-12,5.759329454254169e-14
0.88,2.969668194201653e-07,3.053755974898731e-08,1.0439975649096265e-10,1.919586678542698e-08,2.7813685211752036e-07,2.5039120509978707e-09,3.7761665365759814e-13,1.0347880210732326e-13,2.1801242625100984e-13,2.8387613143289493e-16,6.352296005867669e-17,1.61701424581749e-10,1.7596060822121166e-14,9.973754978527265e-08,2.61281713864924e-10,1.1090886476967177e-12,5.941221472799046e-14
0.89,2.969329296172336e-07,3.0368468890971466e-08,1.0532564769238212e-10,1.9360871171682414e-08,2.7794182630932724e-07,2.5307457819216076e-09,3.844113577827832e-13,1.0636281209072412e-13,2.2228397486801576e-13,2.9343150539082333e-16,6.584707650895689e-17,1.648524122177858e-10,1.8069624590650995e-14,9.973458503030549e-08,2.642199321089032e-10,1.1337766036975608e-12,6.126098190107101e-14
0.9,2.968990523627873e-07,3.020044787429723e-08,1.0624609612057663e-10,1.9524785503701614e-08,2.777478970059156e-07,2.5575471051763673e-09,3.9124901125149593e-13,1.0928774253099136e-13,2.2659188556322617e-13,3.0315328882085667e-16,6.821437002105754e-17,1.6802896982411891e-10,1.8549617383490028e-14,9.97316206702619e-08,2.671574588238026e-10,1.1587313182206468e-12,6.313959606178335e-14
0.91,2.968651876568264e-07,3.0033496698964594e-08,1.0716110177554615e-10,1.9687609781484583e-08,2.7755506420728526e-07,2.58431602076215e-09,3.981296140637364e-13,1.1225359342812502e-13,2.3093615833664107e-13,3.1304148172299526e-16,7.062484059497851e-17,1.7123109740074832e-10,1.9036039200638264e-14,9.97286567051419e-08,2.7009429400962203e-10,1.1839527912659752e-12,6.504805721012749e-14
0.92,2.9683133549935093e-07,2.986761536497357e-08,1.080706646572907e-10,1.9849344005031315e-08,2.773633279134364e-07,2.611052528678955e-09,4.050531662195046e-13,1.1526036478212503e-13,2.3531679318826057e-13,3.230960840972389e-16,7.307848823071988e-17,1.7445879494767405e-10,1.9528890042095708e-14,9.972569313494545e-08,2.730304376663616e-10,1.2094410228335467e-12,6.698636534610341e-14
0.93,2.967974958903609e-07,2.970280387232415e-08,1.0897478476581026e-10,2.0009988174341815e-08,2.7717268812436894e-07,2.6377566289267827e-09,4.120196677188006e-13,1.183080565929915e-13,2.3973379011808464e-13,3.333170959435877e-16,7.557531292828163e-17,1.7771206246489612e-10,2.0028169907862352e-14,9.972272995967258e-08,2.759658897940212e-10,1.2351960129233605e-12,6.895452046971113e-14
0.9400000000000001,2.967636688298562e-07,2.9539062221016337e-08,1.0987346210110484e-10,2.016954228941608e-08,2.7698314484008294e-07,2.664428321505633e-09,4.1902911856162424e-13,1.2139666886072433e-13,2.4418714912611323e-13,3.437045172620416e-16,7.811531468766377e-17,1.8099089995241449e-10,2.05338787979382e-14,9.971976717932328e-08,2.7890065039260095e-10,1.2612177615354172e-12,7.095252258095063e-14
0.9500000000000001,2.96729854317837e-07,2.9376390411050127e-08,1.1076669666317443e-10,2.0328006350254113e-08,2.767946980605783e-07,2.691067606415506e-09,4.2608151874797557e-13,1.2452620158532355e-13,2.486768702123463e-13,3.542583480526006e-16,8.069849350886628e-17,1.8429530741022915e-10,2.1046016712323254e-14,9.971680479389755e-08,2.818347194621007e-10,1.2875062686697163e-12,7.298037167982194e-14
0.96,2.966960523543031e-07,2.9214788442425527e-08,1.1165448845201904e-10,2.0485380356855907e-08,2.766073477858551e-07,2.7176744836564016e-09,4.3317686827785454e-13,1.2769665476678914e-13,2.5320295337678386e-13,3.649785883152645e-16,8.332484939188917e-17,1.8762528483834013e-10,2.1564583651017503e-14,9.971384280339538e-08,2.847680970025206e-10,1.3140615343262579e-12,7.503806776632498e-14
0.97,2.966622629392547e-07,2.905425631514253e-08,1.1253683746763867e-10,2.064166430922147e-08,2.7642109401591324e-07,2.74424895322832e-09,4.403151671512614e-13,1.3090802840512117e-13,2.5776539861942606e-13,3.7586523805003366e-16,8.599438233673246e-17,1.909808322367474e-10,2.2089579614020962e-14,9.971088120781678e-08,2.877007830138606e-10,1.3408835585050427e-12,7.712561084045986e-14
0.98,2.966284860726916e-07,2.889479402920114e-08,1.1341374371003332e-10,2.07968582073508e-08,2.7623593675075285e-07,2.770791015131261e-09,4.4749641536819587e-13,1.341603225003196e-13,2.6236420594027277e-13,3.86918297256908e-16,8.870709234339612e-17,1.9436194960545105e-10,2.2621004601333624e-14,9.970792000716177e-08,2.906327774961206e-10,1.3679723412060699e-12,7.92430009022265e-14
0.99,2.96594721754614e-07,2.8736401584601354e-08,1.14285207179203e-10,2.0950962051243896e-08,2.760518759903739e-07,2.797300669365225e-09,4.5472061292865814e-13,1.374535370523844e-13,2.66999375339324e-13,3.981377659358874e-16,9.146297941188016e-17,1.9776863694445096e-10,2.3158858612955494e-14,9.970495920143031e-08,2.935640804493008e-10,1.3953278824293397e-12,8.139023795162497e-14
1.0,2.965609699850218e-07,2.8579078981343176e-08,1.1515122787514771e-10,2.1103975840900756e-08,2.758689117347763e-07,2.823777915930211e-09,4.619877598326481e-13,1.407876720613156e-13,2.7167090681657975e-13,4.0952364408697183e-16,9.42620435421846e-17,2.012008942537472e-10,2.3703141648886564e-14,9.970199879062243e-08,2.96494691873401e-10,1.4229501821748522e-12,8.356732198865519e-14
1.01,2.9652723076391496e-07,2.84228262194266e-08,1.1601180579786741e-10,2.1255899576321382e-08,2.756870439839602e-07,2.8502227548262206e-09,4.692978560801656e-13,1.4416272752711323e-13,2.7637880037204e-13,4.2107593171016147e-16,9.710428473430941e-17,2.0465872153333977e-10,2.4253853709126838e-14,9.969903877473812e-08,2.9942461176842136e-10,1.4508392404426075e-12,8.577425301331723e-14
1.02,2.964935040912935e-07,2.8267643298851634e-08,1.1686694094736215e-10,2.1406733257505777e-08,2.755062727379254e-07,2.876635186053252e-09,4.766509016712111e-13,1.475787034497772e-13,2.811230560057049e-13,4.3279462880545617e-16,9.998970298825461e-17,2.0814211878322862e-10,2.481099479367632e-14,9.969607915377738e-08,3.023538401343618e-10,1.4789950572326054e-12,8.801103102561104e-14
1.03,2.9645978996715754e-07,2.811353021961827e-08,1.1771663332363188e-10,2.1556476884453937e-08,2.7532659799667207e-07,2.9030152096113063e-09,4.840468966057842e-13,1.5103559982930763e-13,2.859036737175742e-13,4.44679735372856e-16,1.0291829830402018e-16,2.116510860034138e-10,2.5374564902535e-14,9.96931199277402e-08,3.052823769712223e-10,1.507417632544846e-12,9.027765602553665e-14
1.04,2.964260883915069e-07,2.7960486981726515e-08,1.1856088292667667e-10,2.1705130457165863e-08,2.751480197602002e-07,2.929362825500384e-09,4.914858408838851e-13,1.5453341666570444e-13,2.907206535076482e-13,4.56731251412361e-16,1.0589007068160615e-16,2.1518562319389532e-10,2.594456403570289e-14,9.96901610966266e-08,3.082102222790029e-10,1.5361069663793291e-12,9.257412801309405e-14
1.05,2.9639239936434174e-07,2.7808513585176366e-08,1.1939968975649644e-10,2.1852693975641555e-08,2.7497053802850967e-07,2.9556780337204834e-09,4.989677345055136e-13,1.5807215395896763e-13,2.9557399537592664e-13,4.68949176923971e-16,1.089050201210125e-16,2.1874573035467312e-10,2.6520992193179977e-14,9.968720266043657e-08,3.111373760577036e-10,1.5650630587360551e-12,9.490044698828325e-14
1.06,2.963587228856619e-07,2.765761002996782e-08,1.2023305381309125e-10,2.1999167439881012e-08,2.747941528016006e-07,2.981960834271606e-09,5.064925774706698e-13,1.616518117090972e-13,3.004636993224096e-13,4.813335119076862e-16,1.1196314662223923e-16,2.2233140748574728e-10,2.7103849374966273e-14,9.96842446191701e-08,3.140638383073244e-10,1.5942859096150236e-12,9.725661295110421e-14
1.07,2.9632505895546754e-07,2.7507776316100882e-08,1.2106097509646107e-10,2.2144550849884235e-08,2.746188640794729e-07,3.008211227153751e-09,5.140603697793538e-13,1.652723899160932e-13,3.0538976534709714e-13,4.938842563635063e-16,1.1506445018528635e-16,2.259426545871177e-10,2.769313558106177e-14,9.968128697282721e-08,3.1698960902786527e-10,1.6237755190162348e-12,9.964262590155699e-14
1.08,2.9629140757375856e-07,2.7359012443575548e-08,1.2188345360660592e-10,2.2288844205651224e-08,2.744446718621266e-07,3.034429212366919e-09,5.216711114315656e-13,1.6893388857995557e-13,3.103521934499892e-13,5.066014102914317e-16,1.182089308101538e-16,2.2957947165878443e-10,2.8288850811466472e-14,9.967832972140789e-08,3.199146882193262e-10,1.6535318869396887e-12,1.0205848583964153e-13
1.09,2.9625776874053495e-07,2.721131841239182e-08,1.2270048934352577e-10,2.243204750718198e-08,2.742715761495618e-07,3.0606147899111094e-09,5.293248024273049e-13,1.7263630770068435e-13,3.1535098363108577e-13,5.194849736914622e-16,1.213965884968417e-16,2.332418587007475e-10,2.8890995066180376e-14,9.967537286491213e-08,3.2283907588170723e-10,1.6835550133853853e-12,1.0450419276535787e-13
1.1,2.9622414245579677e-07,2.70646942225497e-08,1.2351208230722066e-10,2.25741607544765e-08,2.7409957694177834e-07,3.0867679597863224e-09,5.37021442766572e-13,1.7637964727827953e-13,3.203861358903869e-13,5.325349465635976e-16,1.2462742324534994e-16,2.3692981571300687e-10,2.949956834520349e-14,9.967241640333996e-08,3.2576277201500836e-10,1.7138448983533244e-12,1.0697974667870601e-13
1.11,2.96190528719544e-07,2.6919139874049185e-08,1.2431823249769056e-10,2.271518394753479e-08,2.7392867423877634e-07,3.1128887219925582e-09,5.447610324493669e-13,1.801639073127411e-13,3.2545765022789257e-13,5.457513289078383e-16,1.279014350556786e-16,2.4064334269556257e-10,3.01145706485358e-14,9.966946033669134e-08,3.286857766192296e-10,1.7444015418435064e-12,1.0948514757968593e-13
1.12,2.9615692753177665e-07,2.6774655366890275e-08,1.2511893991493547e-10,2.2855117086356845e-08,2.737588680405557e-07,3.1389770765298165e-09,5.525435714756895e-13,1.8398908780406903e-13,3.3056552664360274e-13,5.591341207241841e-16,1.312186239278276e-16,2.443824396484146e-10,3.073600197617732e-14,9.96665046649663e-08,3.316080896943709e-10,1.775224943855931e-12,1.1202039546829764e-13
1.1300000000000001,2.961233388924947e-07,2.663124070107297e-08,1.2591420455895541e-10,2.2993960170942665e-08,2.735901583471165e-07,3.1650330233980977e-09,5.603690598455398e-13,1.8785518875226342e-13,3.3570976513751744e-13,5.726833220126349e-16,1.3457898986179699e-16,2.481471065715629e-10,3.136386232812804e-14,9.966354938816483e-08,3.345297112404323e-10,1.8063151043905983e-12,1.1458549034454113e-13
1.1400000000000001,2.9608976280169814e-07,2.6488895876597272e-08,1.2670402642975036e-10,2.3131713201292248e-08,2.7342254515845873e-07,3.1910565625974012e-09,5.682374975589177e-13,1.9176221015732416e-13,3.4089036570963676e-13,5.863989327731909e-16,1.3798253285758677e-16,2.519373434650075e-10,3.1998151704387964e-14,9.966059450628692e-08,3.3745064125741376e-10,1.837672023447508e-12,1.1718043220841643e-13
1.1500000000000001,2.96056199259387e-07,2.634762089346318e-08,1.2748840552732035e-10,2.3268376177405602e-08,2.7325602847458233e-07,3.217047694127728e-09,5.761488846158234e-13,1.9571015201925134e-13,3.4610732835996054e-13,6.002809530058521e-16,1.4142925291519697e-16,2.557531503287485e-10,3.2638870104957093e-14,9.96576400193326e-08,3.4037087974531536e-10,1.869295701026661e-12,1.198052210599235e-13
1.16,2.9602264826556124e-07,2.6207415751670697e-08,1.282673418516653e-10,2.3403949099282716e-08,2.730906082954874e-07,3.2430064179890765e-09,5.841032210162567e-13,1.9969901433804478e-13,3.5136065308848874e-13,6.14329382710618e-16,1.4491915003462742e-16,2.595945271627857e-10,3.328601752983541e-14,9.965468592730182e-08,3.4329042670413696e-10,1.901186137128055e-12,1.2245985689906232e-13
