t,EGF,R,Ra,R2,RP,R_PL,R_PLP,R_G,R_G_S,R_Sh,R_ShP,R_Sh_G,R_Sh_G_S,G_S,ShP,Sh_G,Sh_G_S,PLC_gamma,PLC_gamma_P,PLC_gamma_P_I,Grb,Shc,SOS
0.62,611.3851765900899,31.385176590089134,50.57633039251501,7.7977540321350824,0.2565836576278281,0.2721609665659779,0.03851638917452834,0.012268270969755876,0.0006230498168980384,0.3308039622597443,0.3013075030342064,0.008878913535506183,0.0003497635783649267,0.17834633848058548,0.010963405649939372,0.0005030449645880037,5.045763265763275e-05,104.68798908624942,0.0012165763043229549,0.00011698170582381869,84.79898016102169,149.34714294934508,33.820630390491516
0.63,610.845104095436,30.845104095435183,50.62013636447047,7.990272022429714,0.2638814950264287,0.2851818502309289,0.0411634677908273,0.012881855496531718,0.0006670979753771975,0.34370676905529013,0.3196393798785065,0.009600486402081233,0.00038534576145472164,0.18120424451269285,0.011865188417779931,0.0005539256992945305,5.660006696423718e-05,104.67220178117537,0.0013232625901116969,0.00012963821283319902,84.79465044408565,149.31419230471872,33.817686711683535
0.64,610.315351815606,30.315351815605226,50.653228359540776,8.181717402640489,0.27117304737944226,0.2985016576470623,0.04393277768894868,0.013511580586697037,0.0007132974612970267,0.35673731408910675,0.3386350559262578,0.010364024668947971,0.00042375433871622345,0.1840612236913826,0.012820568849284258,0.0006088092394158846,6.335459371273648e-05,104.65598521046627,0.0014369617572527371,0.0001433924405403761,84.79025395541987,149.28034711829466,33.81473836991492
0.65,609.7957002221983,29.795700222197446,50.67603585455197,8.371995477545072,0.2784543936595725,0.31211615942167087,0.04682685508364648,0.014157361962291217,0.0007617021735584711,0.36988611047888115,0.35829785108335827,0.011170901802894602,0.00046514841431117833,0.18691725018834815,0.0138314035689387,0.0006679166157893095,7.076851816891954e-05,104.63934069772012,0.001557972109055949,0.0001583156656046326,84.78578895032469,149.24560989951775,33.81178513070564
0.66,609.2859351605829,29.28593516058207,50.68897454160626,8.56101633897944,0.285721775523175,0.32602093289455075,0.04984818413402973,0.014819105905575199,0.000812365609103614,0.38314376435718445,0.3786305010206557,0.01202248852740789,0.0005096919546768111,0.18977229753829203,0.014899553593159953,0.0007314752196623491,7.88916931946324e-05,104.62226980436868,0.0016865964544536568,0.0001744821483696637,84.78125368355214,149.20998363363415,33.808826753204755
0.67,608.7858476978668,28.785847697865943,50.69244665318748,8.748694746361158,0.29297159440311055,0.3402113750150405,0.05299919529465538,0.015496709718320578,0.0008653408318019068,0.3965009899119708,0.39963516784505626,0.012920151335134142,0.000557553757001581,0.19262633864667775,0.01602688255330881,0.0007997187283163724,8.777658976372938e-05,104.60477431861396,0.0018231418999752399,0.00019196917645301534,84.77664641039303,149.17347175927952,33.80586299017478
0.68,608.2952339706936,28.295233970692816,50.68684124721596,8.934950029527045,0.30020040799622344,0.3546827146498821,0.056282263718602635,0.01619006216044018,0.0009206804422834653,0.4099486247846342,0.4213134492511821,0.013865251099863921,0.0006089074154203016,0.19547934579765547,0.017215255032170935,0.0008728870285505454,9.747836410023476e-05,104.58685624487636,0.001967919649950741,0.00021085710528657848,84.77196538769174,149.13607814702416,33.80289358798057
0.6900000000000001,607.8138950434676,27.813895043466786,50.67253454008405,9.119705961666634,0.30740492766409216,0.3694300246715126,0.0596997078697712,0.01689904388563814,0.0009784365500650047,0.42347764212982647,0.443666390846482,0.014859141661811242,0.0006639312787124356,0.1983312906631927,0.018466534857187644,0.000951226126815475,0.00010805492610340927,104.56851779326803,0.0021212447931905506,0.00023122939758389195,84.76720887490771,149.09780707817316,33.799918286581956
0.7000000000000001,607.3416367662614,27.341636766260656,50.649890202712484,9.30289065227131,0.3145820173593063,0.3844482330666447,0.06325378819660293,0.017623527840167363,0.0010386607466903411,0.43707916188875845,0.4666944972317755,0.015903168505803117,0.0007228084063341903,0.20118214431232906,0.01978258350012936,0.0010349880581140758,0.00011956700431934279,104.54976136997895,0.0022834360980224827,0.00025317265985154213,84.76237513512629,149.05866322540487,33.79693681953036
0.71,606.8782696414494,26.878269641448487,50.61925969020957,9.484436419880076,0.32172868957864714,0.3997321345517612,0.06694670596908518,0.01836337968671085,0.0011014040807547434,0.4507444613350702,0.49039774513519174,0.016998667437151012,0.0007857265164871846,0.2040318772213964,0.021165258462851038,0.0011244307824559135,0.00013207821168093829,104.53058956700478,0.0024548157968961684,0.00027677667755372586,84.7574624360634,149.0186516321192,33.793948913969714
0.72,606.4236086929245,26.423608692923732,50.58098254872906,9.664279676142396,0.32884210260905844,0.4152764013016431,0.07078060221907227,0.01911845819627547,0.00116671703439931,0.4644649844245434,0.514775595971987,0.01814696334352069,0.0008528779306696151,0.20688045928461996,0.022616411758741926,0.001219818077263897,0.00014565510791291112,104.51100515265598,0.0026357093764058457,0.00030213444697419726,84.75246905102539,148.97777769338546,33.79095429064243
0.73,605.9774733379802,25.97747333797929,50.53538673535192,9.84236080200158,0.33591955759619496,0.4310755937036935,0.07475755673805884,0.01988861564269354,0.0012346495004286581,0.47823235035093326,0.539827009338746,0.019349368946329652,0.0009244595156963616,0.2097278598250664,0.02413788837838911,0.0013214194256578311,0.00016036726262905372,104.49101106198847,0.0028264453628673364,0.0003293422069803334,84.74739325988153,148.9360471367817,33.787952663896206
0.74,605.5396872676579,25.53968726765694,50.482788933452845,10.018624024522383,0.3429584931680944,0.44712417087364026,0.07887958728128174,0.020673698194383493,0.0013052507621690186,0.4920383614238074,0.5655504569534062,0.020607183649170163,0.0010006726167331884,0.2125740476065539,0.02573152485612998,0.0014295098923299417,0.0001762873151135148,104.47061038727139,0.003027355107573475,0.00035849946618575317,84.74223334996358,148.8934660032934,33.78494374169946
0.75,605.1100783260923,25.11007832609144,50.42349485756147,10.193017299688245,0.34995648029160487,0.4634165010394138,0.08314864875449521,0.021473546300483048,0.0013785694731972514,0.5058750112552052,0.5919439359743265,0.02192169240524884,0.0010817229912866062,0.21541899084541727,0.027399147860173282,0.0015443700012826216,0.00019349103310838228,104.44980636860103,0.003238772575525809,0.0003897090296150262,84.73698761695002,148.85004062847946,33.78192722565702
0.76,604.6884783975026,24.68847839750178,50.35779957174165,10.365492183393416,0.35691122372903095,0.4799468700465528,0.08756663263825255,0.022287995008342096,0.0014546536397915125,0.5197344869197987,0.6190049846536981,0.023294164613942805,0.0011678207354198016,0.21826265722351243,0.029142572805944556,0.0016662856021734788,0.00021205737076434146,104.42860238616451,0.0034610341278615733,0.00042307702289931943,84.7316543658061,148.80577762729837,33.77890281103054
0.77,604.2747232950272,24.274723295026366,50.28598779183607,10.536003713057323,0.36382055599835517,0.4967094911034092,0.09213536641716566,0.02311687433186246,0.0015335506038081808,0.533609175302337,0.6467306964567793,0.0247258530898933,0.0012591802078107128,0.2211050139011069,0.030963602551150736,0.0017955477342877417,0.0002320685239034713,104.4070019512559,0.0036944783096391947,0.00045871291396115834,84.72623191160737,148.76068387613392,33.7758701867634
0.78,603.8686526527758,23.86865265277503,50.208334187702626,10.704510287700076,0.37068243303843806,0.5136985138916672,0.09685661310238376,0.023960009597218133,0.0016153070267100672,0.5474916676711881,0.6751177347219368,0.026217993060887367,0.0013560199506286086,0.2239460275302207,0.032864026120063713,0.0019324524861799146,0.00025360998413195097,104.38500869783589,0.003939445637042573,0.0004967295330992761,84.72071858036405,148.71476649600507,33.77282903550833
0.79,603.4701098230915,23.470109823090706,50.12510368208944,10.87097354822896,0.3774949298567568,0.530908033209151,0.10173207088681387,0.024817221774130354,0.0016999688753361753,0.5613747630585211,0.704162347690162,0.027771801224845846,0.001458562605209929,0.22678566426857924,0.0348456174896345,0.0020773008483523504,0.000276770590661097,104.36262637442904,0.00419627838492649,0.0005372430901500623,84.71511270981291,148.6680328364927,33.769779033660235
0.8,603.0789417728121,23.078941772811383,50.03655175179567,11.035358256336897,0.3842562385789988,0.5483320970439929,0.10676337285984218,0.02568832778602855,0.0017875814081505228,0.5752514699480002,0.7338603840967047,0.02938847481418162,0.0015670348236387504,0.2296238897942265,0.03691013437863872,0.002230398559813997,0.00030164258202461174,104.3398588365354,0.004465320370258788,0.0005803731905786734,84.70941265023197,148.62049046079707,33.766719851391976
0.81,602.6949989990726,22.69499899907187,49.94292467705148,11.197632194438905,0.3909646647837849,0.5659647135198569,0.11195208682559374,0.02657314077923279,0.001878189164542683,0.5891150082641693,0.7642073061208197,0.031069190849636337,0.0016816671917467341,0.23246066931802703,0.03905931727321353,0.002392055975646434,0.00032832163796883706,104.31671004003606,0.004746916771354515,0.0006262428472042485,84.70361676508323,148.57214713268687,33.763651152687736
0.8200000000000001,602.3181354071978,22.31813540719701,49.844459907882225,11.35776601846545,0.3976186218965244,0.58379986090338,0.11729971512729906,0.027471470513554527,0.0019718359501439547,0.6029588116721774,0.795198208741159,0.03281510508027842,0.0018026941103792317,0.23529596760274926,0.04129488802981997,0.0025625878644665923,0.00035690693972677143,104.29318403161464,0.00504141385959325,0.0006749784951427818,84.69772343193874,148.52301079756208,33.760572595397015
0.8300000000000001,601.9482082479634,21.948208247962743,49.741386256759995,11.515733180064212,0.404216628824793,0.6018314924872512,0.12280769465625399,0.028383123555745345,0.0020685648302264967,0.6167765276875034,0.8268278303420934,0.034627351463588384,0.0019303537269302424,0.23812974897390513,0.04361854917609935,0.002742313293406112,0.0003875012002949212,104.26928494400401,0.005349158855357034,0.0007267099971743278,84.69173104295595,148.47308957311017,33.75748383126865
0.84,601.5850780105758,21.58507801057503,49.63392422591894,11.671509794485882,0.410757306037057,0.6200535449189829,0.12847739684869727,0.029307903608867484,0.0021684181182707618,0.6305620179731122,0.859090570667181,0.036507041274860076,0.0020648878200696555,0.2409619773380473,0.04603198271598526,0.002931555434199026,0.00042021071610027035,104.24501698789534,0.0056704996837474925,0.0007815706532875944,84.68563800568963,148.4223917333986,33.75438450600752
0.85,601.2286083584913,21.228608358490646,49.52228620829846,11.825074559386188,0.4172393728146106,0.6384599431211573,0.13431012778588583,0.030245611710157747,0.0022714373700911043,0.6443093579331156,0.8919805021586625,0.038455262603208494,0.002206541722332041,0.24379261619487133,0.04853684943696299,0.003130641434823609,0.0004551453970616783,104.22038444706774,0.006005784821539492,0.0008396972037358,84.67944274356749,148.37092569931394,33.75127425931565
0.86,600.8786660216327,20.878666021632007,49.40667682295845,11.976408619510313,0.4236616424468101,0.6570446086329068,0.14030712833042128,0.031196046565495447,0.0023776633736792142,0.6580128364230082,0.9254913887295076,0.04047307950010058,0.0023555641924919214,0.24662162865720633,0.05113478774400978,0.0033399022075433506,0.0004924188170731711,104.19539167015944,0.0063553630425351205,0.0009012298347477375,84.67314369668645,148.31870002238637,33.74815272495955
0.87,600.5351207256276,20.535120725626943,49.28729313959523,12.125495476078259,0.43002301918587493,0.6758014648078473,0.14646957436211266,0.032159004762585854,0.002487136143962922,0.6716669544083315,0.9596166988526267,0.04256153146664822,0.0025122073206321725,0.2494489774656128,0.05382741293274208,0.003559672273601428,0.0005321482454658476,104.17004306540949,0.0067195832422645135,0.0009663121783489823,84.66673932232153,148.26572337450003,33.74501953082433
0.88,600.1978451107732,20.19784511077253,49.16432493591014,12.272320882944705,0.4363224947654222,0.6947244427320962,0.15279857706468486,0.03313428101429462,0.0025998949169752806,0.6852664233480886,0.9943496205798672,0.04472163287447483,0.0026767264180229625,0.25227462500533077,0.056616316364487204,0.0037902895835409153,0.0005744546825575618,104.14434309465516,0.007098794236637722,0.0010350913114936867,84.66022809550485,148.21200453614904,33.741874298977116
0.89,599.8667146637234,19.866714663722693,49.03795491598677,12.416872758633685,0.44255914537646096,0.7138074860883425,0.1592951832418083,0.0341216683612521,0.002715978145682713,0.6988061633902416,1.029683074483053,0.04695437250615527,0.002849379918552265,0.255098533321321,0.05950306479638207,0.004032095357634117,0.0006194628883402363,104.11829626832818,0.007493344588730659,0.0011077177530174184,84.6536085095011,148.15755238665972,33.73871664572611
0.9,599.5416076121846,19.541607612183974,48.90835904802474,12.559141050467572,0.4487321268881597,0.7330445585429428,0.16596037587261764,0.03512095848201445,0.002835423494242741,0.7122813002195857,1.0656097338325206,0.04926071287445542,0.003030429221495498,0.25792066414213966,0.06248919937368314,0.004285433832490586,0.0006673014254157165,104.09190713778904,0.007903582338749134,0.0011843454567308856,84.64687907652778,148.10237588922044,33.735546181716714
0.91,599.2224049632788,19.22240496327807,48.77570643976077,12.699117784523835,0.4548406766876939,0.7524296411937772,0.1727950738269216,0.03613194158289174,0.002958267839270266,0.725687166689685,1.102122016943091,0.0516415904382102,0.0032201387551703147,0.2607409788703987,0.06557623596817846,0.004550652362344394,0.0007181026448122555,104.06518029805663,0.008329855106213516,0.0012651318165309829,84.64003832750694,148.0464840961986,33.73236251189035
0.92,598.9089903419098,18.90899034190903,48.640159863399376,12.836796854746527,0.4608841063170668,0.7719567433635058,0.17980013301736844,0.037154406862376116,0.0030845472640362494,0.7390192962358028,1.139212119148304,0.054097914679383706,0.0034187757113912174,0.2635594386229983,0.06876566374073749,0.004828100997104911,0.0007720027455190041,104.03812037631162,0.008772509662033877,0.0013502376455459806,84.63308481311724,147.98988612674185,33.72916523565606
0.93,598.6012498704245,18.601249870423782,48.50187614419582,12.972173866662507,0.4668617960723293,0.7916199108312222,0.1869763471449799,0.03818814286098116,0.0032142970530209553,0.7522734186236656,1.1768720362137393,0.05663056737108832,0.0036266098566336857,0.26637600425984126,0.07205894403095921,0.005118132180499651,0.0008291418209965805,104.01073202324456,0.00923189161501053,0.0014398271642972655,84.62601710459698,147.93259114990252,33.725953947009515
0.9400000000000001,598.2990721032596,18.299072103258997,48.36100636167259,13.105246055931325,0.4727731923281542,0.8114132310774314,0.19432444765726659,0.039232937667157054,0.0033475516844748204,0.7654454602372742,1.2150935754838976,0.059240402001972184,0.0038439134652250148,0.2691906363943032,0.07545750959526362,0.005421100635461067,0.0008896638932439226,103.98301990799412,0.009708345262188396,0.0015340680090739013,84.61883379425821,147.87460837468777,33.72272823456276
0.9500000000000001,598.00234813654,18.002348136539414,48.2176955134973,13.236012428039453,0.4786178115395468,0.8313308227066549,0.20184510466906336,0.04028857852917272,0.0034843448516177697,0.7785315386612238,1.2538683395021224,0.06192824511346672,0.004070961369287383,0.27200329538318435,0.07896276623139242,0.005737363470256373,0.0009537168363585253,103.95498872762542,0.010202213810193273,0.0016331311887459096,84.6115334944467,147.81594706881597,33.719487681559556
