t,MT1,MT1cat,MT1T2,MT1T2M2P,M2P,M2,M2T2,M2T2star,M2C1,C1,C1dmt1,C1dm2,T2
0.9,8.709790080686218e-08,2.2029075435584925e-11,1.2838477610436585e-08,4.158863992652651e-11,4.9958407492734375e-08,-4.950763325065423e-14,3.2906566273556497e-13,-2.7569938380630593e-13,8.687201164240593e-18,9.999429286843993e-07,5.707130690730365e-11,6.224473844532851e-21,3.711987651601886e-08
0.91,8.698147975652163e-08,2.2245334798049252e-11,1.2953826737059833e-08,4.244418735466385e-11,4.995755182837954e-08,-5.150472419916768e-14,3.4210524680914466e-13,-2.8662528272457875e-13,9.019453334723247e-18,9.999423332893762e-07,5.766670159787459e-11,6.465695422885719e-21,3.700366961135562e-08
0.92,8.68656022369107e-08,2.2461014465150522e-11,1.3068624751857756e-08,4.330789374972878e-11,4.995668800323363e-08,-5.3541057850680764e-14,3.5539822040774736e-13,-2.977635106251044e-13,9.358003470477709e-18,9.999417386996214e-07,5.826129101368954e-11,6.711528207680181e-21,3.688800561666609e-08
0.93,8.675026824802938e-08,2.2676114436888745e-11,1.318287165483036e-08,4.417975911172133e-11,4.995581601729665e-08,-5.561663420519353e-14,3.689445835313731e-13,-3.091140675078831e-13,9.702851571503991e-18,9.999411449151354e-07,5.885507515474855e-11,6.961972198916242e-21,3.677288453195027e-08
0.9400000000000001,8.663547778987768e-08,2.289063471326391e-11,1.3296567445977643e-08,4.505978344064147e-11,4.99549358705686e-08,-5.773145326270601e-14,3.827443361800214e-13,-3.2067695337291463e-13,1.0053997637802093e-17,9.999405519359176e-07,5.944805402105158e-11,7.217027396593895e-21,3.6658306357208155e-08
0.9500000000000001,8.652123086245559e-08,2.3104575294276027e-11,1.3409712125299602e-08,4.5947966736489224e-11,4.9954047563049485e-08,-5.988551502321815e-14,3.9679747835369276e-13,-3.324521682201994e-13,1.0411441669372008e-17,9.999399597619683e-07,6.004022761259863e-11,7.47669380071314e-21,3.654427109243975e-08
0.96,8.640752746576312e-08,2.331793617992509e-11,1.3522305692796238e-08,4.6844308999264574e-11,4.99531510947393e-08,-6.207881948672997e-14,4.1110401005238694e-13,-3.444397120497367e-13,1.0775183666213738e-17,9.999393683932876e-07,6.063159592938971e-11,7.740971411273983e-21,3.643077873764506e-08
0.97,8.629436759980026e-08,2.3530717370211102e-11,1.3634348148467554e-08,4.774881022896753e-11,4.995224646563804e-08,-6.43113666532415e-14,4.256639312761041e-13,-3.5663958486152735e-13,1.1145223628327284e-17,9.999387778298751e-07,6.122215897142482e-11,8.009860228276418e-21,3.631782929282408e-08
0.98,8.618175126456702e-08,2.374291886513406e-11,1.3745839492313546e-08,4.866147042559807e-11,4.995133367574571e-08,-6.658315652275267e-14,4.4047724202484413e-13,-3.690517866555706e-13,1.152156155571265e-17,9.999381880717314e-07,6.181191673870396e-11,8.283360251720448e-21,3.62054227579768e-08
0.99,8.606967846006339e-08,2.3954540664693966e-11,1.3856779724334218e-08,4.958228958915623e-11,4.9950412725062313e-08,-6.889418909526357e-14,4.55543942298607e-13,-3.8167631743186693e-13,1.1904197448369823e-17,9.99937599118856e-07,6.240086923122712e-11,8.561471481606074e-21,3.6093559133103234e-08
1.0,8.595814918628938e-08,2.4165582768890825e-11,1.3967168844529569e-08,5.051126771964199e-11,4.994948361358785e-08,-7.124446437077413e-14,4.70864032097393e-13,-3.945131771904163e-13,1.2293131306298823e-17,9.99937010971249e-07,6.298901644899434e-11,8.844193917933295e-21,3.5982238418203374e-08
1.01,8.584716344324498e-08,2.4376045177724623e-11,1.4077006852899596e-08,5.1448404817055357e-11,4.994854634132231e-08,-7.36339823492844e-14,4.864375114212015e-13,-4.0756236593121867e-13,1.2688363129499636e-17,9.999364236289104e-07,6.357635839200556e-11,9.13152756070211e-21,3.587146061327723e-08
1.02,8.57367212309302e-08,2.4585927891195374e-11,1.41862937494443e-08,5.239370088139632e-11,4.9947600908265703e-08,-7.606274303079433e-14,5.022643802700331e-13,-4.208238836542738e-13,1.308989291797226e-17,9.999358370918402e-07,6.416289506026082e-11,9.423472409912521e-21,3.576122571832479e-08
1.03,8.562682254934502e-08,2.4795230909303072e-11,1.4295029534163684e-08,5.3347155912664877e-11,4.994664731441803e-08,-7.853074641530394e-14,5.183446386438874e-13,-4.3429773035958185e-13,1.3497720671716704e-17,9.999352513600388e-07,6.474862645376011e-11,9.720028465564521e-21,3.5651533733346065e-08
1.04,8.551746739848947e-08,2.5003954232047716e-11,1.4403214207057745e-08,5.430876991086105e-11,4.9945685559779284e-08,-8.103799250281321e-14,5.346782865427649e-13,-4.4798390604714305e-13,1.3911846390732965e-17,9.999346664335054e-07,6.533355257250342e-11,1.002119572765812e-20,3.5542384658341044e-08
1.05,8.540865577836354e-08,2.5212097859429313e-11,1.4510847768126486e-08,5.527854287598483e-11,4.9944715644349464e-08,-8.358448129332222e-14,5.512653239666653e-13,-4.618824107169572e-13,1.4332270075021046e-17,9.999340823122408e-07,6.591767341649077e-11,1.0326974196193313e-20,3.543377849330973e-08
1.06,8.53003876889672e-08,2.541966179144785e-11,1.4617930217369903e-08,5.62564748080362e-11,4.9943737568128575e-08,-8.617021278683088e-14,5.681057509155883e-13,-4.759932443690242e-13,1.475899172458094e-17,9.999334989962445e-07,6.650098898572214e-11,1.0637363871170101e-20,3.532571523825213e-08
1.07,8.51926631303005e-08,2.562664602810334e-11,1.4724461554787997e-08,5.7242565707015175e-11,4.994275133111662e-08,-8.879518698333921e-14,5.851995673895345e-13,-4.90316407003344e-13,1.5192011339412646e-17,9.999329164855167e-07,6.708349928019754e-11,1.0952364752588482e-20,3.521819489316824e-08
1.08,8.508548210236341e-08,2.5833050569395777e-11,1.4830441780380771e-08,5.823681557292176e-11,4.9941756933313596e-08,-9.145940388284724e-14,6.025467733885034e-13,-5.048518986199168e-13,1.563132891951617e-17,9.999323347800573e-07,6.766520429991698e-11,1.1271976840448458e-20,3.5111217458058056e-08
1.09,8.497884460515594e-08,2.603887541532516e-11,1.4935870894148222e-08,5.923922440575592e-11,4.99407543747195e-08,-9.416286348535496e-14,6.201473689124951e-13,-5.195997192187427e-13,1.6076944464891513e-17,9.999317538798665e-07,6.824610404488044e-11,1.1596200134750026e-20,3.500478293292158e-08
1.1,8.487275063867808e-08,2.624412056589149e-11,1.504074889609035e-08,6.024979220551771e-11,4.993974365533433e-08,-9.690556579086236e-14,6.380013539615099e-13,-5.345598687998215e-13,1.652885797553867e-17,9.99931173784944e-07,6.882619851508793e-11,1.1925034635493192e-20,3.489889131775882e-08
1.11,8.476720020292983e-08,2.644878602109477e-11,1.514507578620716e-08,6.126851897220708e-11,4.99387247751581e-08,-9.968751079936942e-14,6.561087285355474e-13,-5.497323473631533e-13,1.6987069451457644e-17,9.9993059449529e-07,6.940548771053946e-11,1.2258480342677953e-20,3.479354261256977e-08
1.12,8.46621932979112e-08,2.6652871780934996e-11,1.5248851564498644e-08,6.229540470582408e-11,4.993769773419079e-08,-1.025086985108762e-13,6.74469492634608e-13,-5.651171549087379e-13,1.7451578892648434e-17,9.999300160109045e-07,6.9983971631235e-11,1.2596537256304306e-20,3.4688736817354424e-08
1.1300000000000001,8.455772992362217e-08,2.685637784541217e-11,1.5352076230964807e-08,6.333044940636868e-11,4.9936662532432414e-08,-1.0536912892538263e-13,6.930836462586914e-13,-5.807142914365755e-13,1.792238629911104e-17,9.999294383317875e-07,7.056165027717458e-11,1.2939205376372255e-20,3.4584473932112784e-08
1.1400000000000001,8.445381008006278e-08,2.7059304214526294e-11,1.545474978560565e-08,6.437365307384086e-11,4.9935619169882965e-08,-1.0826880204288877e-13,7.119511894077976e-13,-5.96523756946666e-13,1.8399491670845463e-17,9.999288614579388e-07,7.113852364835818e-11,1.3286484702881798e-20,3.448075395684486e-08
1.1500000000000001,8.435043376723299e-08,2.7261650888277362e-11,1.5556872228421165e-08,6.542501570824065e-11,4.993456764654245e-08,-1.1120771786339457e-13,7.310721220819268e-13,-6.125455514390094e-13,1.8882895007851697e-17,9.999282853893586e-07,7.171459174478582e-11,1.3638375235832934e-20,3.437757689155064e-08
1.16,8.424760098513282e-08,2.7463417866665378e-11,1.5658443559411362e-08,6.648453730956803e-11,4.9933507962410866e-08,-1.141858763869e-13,7.504464442810784e-13,-6.287796749136057e-13,1.9372596310129744e-17,9.999277101260469e-07,7.228985456645748e-11,1.3994876975225662e-20,3.4274942736230134e-08
1.17,8.414531173376226e-08,2.766460514969034e-11,1.575946377857624e-08,6.755221787782302e-11,4.993244011748821e-08,-1.1720327761340517e-13,7.700741560052533e-13,-6.45226127370455e-13,1.9868595577679615e-17,9.999271356680037e-07,7.286431211337317e-11,1.4355989921059985e-20,3.417285149088334e-08
1.18,8.404356601312132e-08,2.7865212737352254e-11,1.585993288591579e-08,6.862805741300563e-11,4.9931364111774483e-08,-1.2025992154291005e-13,7.899552572544511e-13,-6.618849088095573e-13,2.03708928105013e-17,9.999265620152288e-07,7.34379643855329e-11,1.4721714073335906e-20,3.407130315551025e-08
1.19,8.394236382320999e-08,2.8065240629651115e-11,1.5959850881430023e-08,6.971205591511583e-11,4.993027994526968e-08,-1.2335580817541458e-13,8.10089748028672e-13,-6.787560192309128e-13,2.0879488008594806e-17,9.999259891677224e-07,7.401081138293665e-11,1.5092049432053422e-20,3.3970297730110866e-08
1.2,8.384170516402828e-08,2.8264688826586923e-11,1.605921776511893e-08,7.080421338415364e-11,4.992918761797382e-08,-1.2649093751091883e-13,8.304776283279155e-13,-6.95839458634521e-13,2.1394381171960124e-17,9.999254171254845e-07,7.458285310558444e-11,1.5466995997212533e-20,3.3869835214685194e-08
1.21,8.374159003557618e-08,2.8463557328159677e-11,1.6158033536982518e-08,7.190452982011904e-11,4.9928087129886884e-08,-1.296653095494227e-13,8.511188981521821e-13,-7.131352270203822e-13,2.1915572300597256e-17,9.99924845888515e-07,7.515408955347625e-11,1.5846553768813237e-20,3.376991560923324e-08
1.22,8.364201843785371e-08,2.866184613436938e-11,1.6256298197020783e-08,7.301300522301204e-11,4.9926978481008875e-08,-1.328789242909263e-13,8.720135575014714e-13,-7.306433243884962e-13,2.2443061394506207e-17,9.99924275456814e-07,7.57245207266121e-11,1.6230722746855533e-20,3.3670538913754986e-08
1.23,8.354299037086084e-08,2.885955524521603e-11,1.6354011745233727e-08,7.412963959283265e-11,4.9925861671339804e-08,-1.3613178173542957e-13,8.931616063757837e-13,-7.483637507388633e-13,2.297684845368698e-17,9.999237058303814e-07,7.629414662499196e-11,1.661950293133943e-20,3.357170512825044e-08
1.24,8.344450583459759e-08,2.905668466069963e-11,1.6451174181621346e-08,7.525443292958087e-11,4.9924736700879656e-08,-1.3942388188293256e-13,9.145630447751187e-13,-7.662965060714834e-13,2.351693347813956e-17,9.999231370092173e-07,7.686296724861586e-11,1.7012894322264915e-20,3.34734142527196e-08
1.25,8.334656482906396e-08,2.925323438082018e-11,1.6547785506183645e-08,7.638738523325669e-11,4.992360356962844e-08,-1.427552247334352e-13,9.362178726994768e-13,-7.844415903863562e-13,2.4063316467863963e-17,9.999225689933218e-07,7.743098259748378e-11,1.7410896919632e-20,3.337566628716248e-08
1.26,8.324916735425994e-08,2.944920440557767e-11,1.6643845718920624e-08,7.752849650386011e-11,4.9922462277586154e-08,-1.461258102869375e-13,9.58126090148858e-13,-8.027990036834822e-13,2.4615997422860176e-17,9.999220017826945e-07,7.799819267159574e-11,1.7813510723440676e-20,3.3278461231579066e-08
1.27,8.315231341018552e-08,2.964459473497212e-11,1.673935481983228e-08,7.867776674139112e-11,4.99213128247528e-08,-1.4953563854343951e-13,9.802876971232617e-13,-8.213687459628611e-13,2.5174976343128212e-17,9.999214353773357e-07,7.856459747095174e-11,1.8220735733690947e-20,3.318179908596936e-08
1.28,8.305600299684074e-08,2.9839405369003503e-11,1.6834312808918613e-08,7.983519594584976e-11,4.9920155211128375e-08,-1.529847095029412e-13,1.0027026936226884e-12,-8.401508172244928e-13,2.574025322866806e-17,9.999208697772454e-07,7.913019699555175e-11,1.8632571950382813e-20,3.308567985033337e-08
1.29,8.296023611422556e-08,3.003363630767184e-11,1.6928719686179622e-08,8.100078411723598e-11,4.9918989436712875e-08,-1.5647302316544257e-13,1.0253710796471382e-12,-8.591452174683776e-13,2.6311828079479724e-17,9.999203049824237e-07,7.96949912453958e-11,1.9049019373516275e-20,3.2990103524671077e-08
1.3,8.286501276234e-08,3.022728755097713e-11,1.7022575451615312e-08,8.21745312555498e-11,4.991781550150631e-08,-1.6000057953094363e-13,1.0482928551966105e-12,-8.783519466945153e-13,2.68897008955632e-17,9.999197409928702e-07,8.025898022048386e-11,1.947007800309133e-20,3.28950701089825e-08
1.31,8.277033294118407e-08,3.042035909891936e-11,1.711588010522568e-08,8.335643736079123e-11,4.9916633405508674e-08,-1.6356737859944438e-13,1.071468020271106e-12,-8.97771004902906e-13,2.74738716769185e-17,9.999191778085852e-07,8.082216392081597e-11,1.9895747839107978e-20,3.280057960326763e-08
1.32,8.267619665075773e-08,3.061285095149854e-11,1.7208633647010723e-08,8.454650243296027e-11,4.991544314871997e-08,-1.6717342037094481e-13,1.0948965748706243e-12,-9.174023920935495e-13,2.8064340423545615e-17,9.999186154295688e-07,8.13845423463921e-11,2.0326028881566222e-20,3.2706632007526475e-08
1.33,8.258260389106101e-08,3.080476310871467e-11,1.7300836076970448e-08,8.57447264720569e-11,4.9914244731140197e-08,-1.708187048454449e-13,1.1185785189951656e-12,-9.37246108266446e-13,2.8661107135444546e-17,9.999180538558208e-07,8.194611549721227e-11,2.076092113046606e-20,3.261322732175902e-08
1.34,8.248955466209392e-08,3.099609557056774e-11,1.7392487395104845e-08,8.695110947808114e-11,4.991303815276935e-08,-1.7450323202294468e-13,1.1425138526447294e-12,-9.573021534215956e-13,2.926417181261529e-17,9.999174930873411e-07,8.250688337327646e-11,2.1200424585807492e-20,3.252036554596528e-08
1.35,8.239704896385643e-08,3.1186848337057767e-11,1.7483587601413927e-08,8.816565145103297e-11,4.9911823413607436e-08,-1.7822700190344417e-13,1.1667025758193165e-12,-9.77570527558998e-13,2.9873534455057855e-17,9.999169331241302e-07,8.306684597458467e-11,2.164453924759052e-20,3.242804668014525e-08
1.36,8.230508679634856e-08,3.137702140818474e-11,1.7574136695897682e-08,8.938835239091242e-11,4.991060051365445e-08,-1.8199001448694331e-13,1.1911446885189264e-12,-9.980512306786535e-13,3.0489195062772226e-17,9.999163739661876e-07,8.362600330113692e-11,2.2093265115815143e-20,3.2336270724298925e-08
1.37,8.221366815957031e-08,3.1566614783948655e-11,1.7664134678556117e-08,9.061921229771946e-11,4.990936945291039e-08,-1.8579226977344214e-13,1.215840190743559e-12,-1.0187442627805618e-12,3.1111153635758424e-17,9.999158156135132e-07,8.41843553529332e-11,2.2546602190481357e-20,3.224503767842632e-08
1.3800000000000001,8.212279305352167e-08,3.175562846434952e-11,1.775358154938923e-08,9.185823117145411e-11,4.990813023137527e-08,-1.8963376776294068e-13,1.2407890824932148e-12,-1.039649623864723e-12,3.1739410174016436e-17,9.999152580661076e-07,8.47419021299735e-11,2.300455047158917e-20,3.2154347542527415e-08
1.3900000000000001,8.203246147820265e-08,3.1944062449387336e-11,1.784247730839702e-08,9.310540901211636e-11,4.990688284904907e-08,-1.9351450845543888e-13,1.2659913637678933e-12,-1.0607673139311374e-12,3.237396467754626e-17,9.999147013239702e-07,8.529864363225784e-11,2.3467109959138576e-20,3.206420031660222e-08
1.4000000000000001,8.194267343361324e-08,3.21319167390621e-11,1.793082195557949e-08,9.43607458197062e-11,4.990562730593181e-08,-1.9743449185093676e-13,1.2914470345675947e-12,-1.0820973329798044e-12,3.30148171463479e-17,9.999141453871014e-07,8.58545798597862e-11,2.3934280653129575e-20,3.197459600065073e-08
1.41,8.185342891975344e-08,3.2319191333373803e-11,1.8018615490936634e-08,9.562424159422362e-11,4.9904363602023474e-08,-2.0139371794943426e-13,1.3171560948923184e-12,-1.103639681010724e-12,3.366196758042135e-17,9.99913590255501e-07,8.64097108125586e-11,2.4406062553562157e-20,3.1885534594672956e-08
1.42,8.176472793662327e-08,3.250588623232246e-11,1.810585791446846e-08,9.689589633566868e-11,4.990309173732407e-08,-2.053921867509315e-13,1.3431185447420656e-12,-1.1253943580238971e-12,3.431541597976662e-17,9.99913035929169e-07,8.696403649057502e-11,2.4882455660436346e-20,3.179701609866889e-08
1.43,8.16765704842227e-08,3.269200143590806e-11,1.8192549226174964e-08,9.817571004404134e-11,4.990181171183359e-08,-2.0942989825542844e-13,1.3693343841168356e-12,-1.1473613640193232e-12,3.4975162344383713e-17,9.999124824081055e-07,8.751755689383547e-11,2.536345997375213e-20,3.1709040512638537e-08
1.44,8.158895656255176e-08,3.287753694413062e-11,1.8278689426056144e-08,9.94636827193416e-11,4.990052352555205e-08,-2.1350685246292506e-13,1.3958036130166287e-12,-1.169540698997002e-12,3.564120667427262e-17,9.999119296923104e-07,8.807027202233995e-11,2.5849075493509508e-20,3.1621607836581885e-08
1.45,8.150188617161042e-08,3.3062492756990115e-11,1.8364278514112e-08,1.0075981436156945e-10,4.9899227178479436e-08,-2.1762304937342137e-13,1.4225262314414445e-12,-1.191932362956934e-12,3.631354896943334e-17,9.99911377781784e-07,8.862218187608845e-11,2.633930221970848e-20,3.153471807049895e-08
1.46,8.14153593113987e-08,3.3246868874486564e-11,1.844931649034254e-08,1.0206410497072492e-10,4.989792267061575e-08,-2.2177848898691736e-13,1.4495022393912832e-12,-1.2145363558991188e-12,3.699218922986588e-17,9.999108266765259e-07,8.9173286455081e-11,2.6834140152349046e-20,3.144837121438972e-08
1.47,8.132937448375042e-08,3.343066681144106e-11,1.8533804870542058e-08,1.0337653539731052e-10,4.9896610021103927e-08,-2.2637136116759374e-13,1.4792038641709563e-12,-1.2394267350536354e-12,3.770348430519179e-17,9.999102763747201e-07,8.972358754902039e-11,2.733075849843498e-20,3.136256537343275e-08
1.48,8.124377151576781e-08,3.361404852137192e-11,1.8617905712276174e-08,1.0469505831805634e-10,4.989529127656538e-08,-2.739731942393031e-13,1.775943445737553e-12,-1.4883464277697082e-12,4.126531448634982e-17,9.999097266822074e-07,9.027327649975495e-11,2.7526509714461334e-20,3.127709796727124e-08
1.49,8.115844257402441e-08,3.3797123036475346e-11,1.870172811778901e-08,1.0601829541062162e-10,4.989396781484992e-08,-3.9324447842939813e-13,2.5176643545666304e-12,-2.1105797386624234e-12,4.957476530724916e-17,9.999091774682734e-07,9.082248212462783e-11,2.7217641966646826e-20,3.119183261244501e-08
1.5,8.107338765852023e-08,3.3979890356751324e-11,1.878527208708057e-08,1.073462466750064e-10,4.989263963595757e-08,-5.841852137378271e-13,3.704366590658602e-12,-3.1061266677321944e-12,6.263183676788665e-17,9.99908628732918e-07,9.137120442363904e-11,2.6404155254991842e-20,3.1106769308954074e-08
1.51,8.098860676925524e-08,3.416235048219987e-11,1.8868537620150848e-08,1.0867891211121068e-10,4.989130673988831e-08,-8.467954001645384e-13,5.336050154012641e-12,-4.474987214978608e-12,8.043652886826545e-17,9.999080804761416e-07,9.191944339678857e-11,2.5086049579495612e-20,3.1021908056798425e-08
